*WEATHER;DATA;:;;;;;;;;;;;Latitude = 49.816667 § Longitude = 3.203333 § Altitude = 73
2001026;2011;1;26;1.22;7.0;4.1;1.6;0.6;;;;;26.01.2011
2001027;2011;1;27;4.97;3.7;0.6;0.0;1.0;;;;;27.01.2011
2001028;2011;1;28;4.17;1.0;-2.2;0.0;0.7;;;;;28.01.2011
2001029;2011;1;29;2.18;0.2;-1.2;0.0;0.7;;;;;29.01.2011
2001030;2011;1;30;8.11;-0.1;-3.7;0.0;0.6;;;;;30.01.2011
2001031;2011;1;31;1.81;-2.2;-4.3;0.0;0.3;;;;;31.01.2011
2001032;2011;2;1;1.72;0.1;-5.1;0.8;0.2;;;;;01.02.2011
2001033;2011;2;2;3.06;3.1;-0.8;1.4;0.2;;;;;02.02.2011
2001034;2011;2;3;4.60;8.9;1.2;0.2;0.4;;;;;03.02.2011
2001035;2011;2;4;1.86;9.9;3.0;0.0;0.8;;;;;04.02.2011
2001036;2011;2;5;1.65;10.6;8.8;0.0;1.5;;;;;05.02.2011
2001037;2011;2;6;2.44;9.2;7.6;0.0;1.5;;;;;06.02.2011
2001038;2011;2;7;7.96;12.9;2.0;0.0;1.1;;;;;07.02.2011
2001039;2011;2;8;6.71;8.5;1.6;0.2;0.2;;;;;08.02.2011
2001040;2011;2;9;1.68;5.5;2.0;0.0;0.0;;;;;09.02.2011
2001041;2011;2;10;2.13;11.3;2.5;3.2;0.3;;;;;10.02.2011
2001042;2011;2;11;5.17;15.2;9.8;0.6;1.7;;;;;11.02.2011
2001043;2011;2;12;3.73;11.2;7.7;1.0;1.3;;;;;12.02.2011
2001044;2011;2;13;4.12;8.4;0.8;1.0;0.5;;;;;13.02.2011
2001045;2011;2;14;4.15;8.7;4.6;0.2;0.8;;;;;14.02.2011
2001046;2011;2;15;3.09;7.1;1.6;0.2;0.5;;;;;15.02.2011
2001047;2011;2;16;5.05;9.2;1.5;0.0;0.6;;;;;16.02.2011
2001048;2011;2;17;8.69;10.7;1.1;0.0;0.8;;;;;17.02.2011
2001049;2011;2;18;3.07;4.1;-0.3;0.0;0.2;;;;;18.02.2011
2001050;2011;2;19;2.79;5.8;2.5;1.6;0.7;;;;;19.02.2011
2001051;2011;2;20;1.59;5.2;3.5;0.6;0.2;;;;;20.02.2011
2001052;2011;2;21;2.59;4.5;2.4;0.0;0.4;;;;;21.02.2011
2001053;2011;2;22;9.48;6.8;0.0;0.0;0.7;;;;;22.02.2011
2001054;2011;2;23;2.29;4.6;-2.2;6.2;0.6;;;;;23.02.2011
2001055;2011;2;24;2.81;10.5;1.6;1.2;0.1;;;;;24.02.2011
2001056;2011;2;25;4.30;10.1;6.4;0.2;0.6;;;;;25.02.2011
2001057;2011;2;26;2.37;10.8;7.3;8.6;1.1;;;;;26.02.2011
2001058;2011;2;27;5.05;7.6;4.0;0.4;1.1;;;;;27.02.2011
2001059;2011;2;28;2.96;4.9;0.9;0.0;0.5;;;;;28.02.2011
2001060;2011;3;1;10.41;8.3;1.5;0.0;1.3;;;;;01.03.2011
2001061;2011;3;2;12.00;9.8;0.8;0.0;2.0;;;;;02.03.2011
2001062;2011;3;3;12.08;6.6;-0.7;0.0;1.3;;;;;03.03.2011
2001063;2011;3;4;12.30;9.1;-0.6;0.0;1.3;;;;;04.03.2011
2001064;2011;3;5;10.79;4.1;-0.8;0.0;1.0;;;;;05.03.2011
2001065;2011;3;6;13.96;7.4;-0.2;0.0;1.7;;;;;06.03.2011
2001066;2011;3;7;14.37;9.7;-0.4;0.0;2.7;;;;;07.03.2011
2001067;2011;3;8;13.52;14.3;-2.3;0.0;1.9;;;;;08.03.2011
2001068;2011;3;9;7.26;11.2;4.4;0.0;1.8;;;;;09.03.2011
2001069;2011;3;10;5.59;10.1;2.1;0.2;1.1;;;;;10.03.2011
2001070;2011;3;11;7.47;12.0;7.1;0.0;2.1;;;;;11.03.2011
2001071;2011;3;12;10.03;14.8;2.5;0.8;2.0;;;;;12.03.2011
2001072;2011;3;13;2.92;11.6;7.8;0.0;0.9;;;;;13.03.2011
2001073;2011;3;14;4.65;12.1;6.9;0.0;0.8;;;;;14.03.2011
2001074;2011;3;15;15.00;19.1;4.9;0.0;2.4;;;;;15.03.2011
2001075;2011;3;16;13.93;16.2;6.6;0.0;2.4;;;;;16.03.2011
2001076;2011;3;17;1.65;6.7;4.9;0.0;0.5;;;;;17.03.2011
2001077;2011;3;18;6.24;11.0;3.4;2.4;1.0;;;;;18.03.2011
2001078;2011;3;19;4.16;8.1;5.1;0.0;1.3;;;;;19.03.2011
2001079;2011;3;20;13.69;11.8;-0.5;0.0;1.7;;;;;20.03.2011
2001080;2011;3;21;17.26;14.5;-1.2;0.0;2.2;;;;;21.03.2011
2001081;2011;3;22;16.49;16.5;1.9;0.0;2.9;;;;;22.03.2011
2001082;2011;3;23;16.34;17.7;3.8;0.0;2.9;;;;;23.03.2011
2001083;2011;3;24;17.26;19.5;5.0;0.0;2.7;;;;;24.03.2011
2001084;2011;3;25;16.59;19.6;2.5;0.0;2.2;;;;;25.03.2011
2001085;2011;3;26;10.80;16.9;6.0;0.0;2.7;;;;;26.03.2011
2001086;2011;3;27;16.28;17.1;4.2;0.0;2.5;;;;;27.03.2011
2001087;2011;3;28;16.82;14.7;3.6;0.0;2.6;;;;;28.03.2011
2001088;2011;3;29;17.01;17.9;0.4;0.0;2.1;;;;;29.03.2011
2001089;2011;3;30;4.52;13.7;8.9;3.0;1.3;;;;;30.03.2011
2001090;2011;3;31;5.46;15.7;9.8;5.9;1.0;;;;;31.03.2011
2001091;2011;4;1;6.33;15.9;12.4;0.4;1.7;;;;;01.04.2011
2001092;2011;4;2;17.14;23.8;8.6;2.8;3.2;;;;;02.04.2011
2001093;2011;4;3;4.68;12.3;9.3;1.8;1.1;;;;;03.04.2011
2001094;2011;4;4;11.52;13.5;7.0;0.0;2.2;;;;;04.04.2011
2001095;2011;4;5;7.94;14.5;2.3;0.0;1.7;;;;;05.04.2011
2001096;2011;4;6;19.12;22.8;7.7;0.0;2.7;;;;;06.04.2011
2001097;2011;4;7;20.16;21.1;8.5;0.0;3.0;;;;;07.04.2011
2001098;2011;4;8;19.08;19.6;7.5;0.0;3.0;;;;;08.04.2011
2001099;2011;4;9;20.94;19.3;5.5;0.0;3.5;;;;;09.04.2011
2001100;2011;4;10;20.84;23.4;6.9;0.0;4.0;;;;;10.04.2011
2001101;2011;4;11;18.69;20.0;7.1;0.0;2.8;;;;;11.04.2011
2001102;2011;4;12;17.26;13.2;5.7;0.0;3.0;;;;;12.04.2011
2001103;2011;4;13;15.68;14.2;0.2;0.0;2.2;;;;;13.04.2011
2001104;2011;4;14;15.15;14.8;6.4;0.0;3.0;;;;;14.04.2011
2001105;2011;4;15;13.74;15.9;8.4;0.0;3.5;;;;;15.04.2011
2001106;2011;4;16;18.90;17.6;2.0;0.0;3.0;;;;;16.04.2011
2001107;2011;4;17;20.36;17.8;3.5;0.0;3.5;;;;;17.04.2011
2001108;2011;4;18;22.35;20.2;5.1;0.0;3.8;;;;;18.04.2011
2001109;2011;4;19;22.58;23.7;8.8;0.0;4.5;;;;;19.04.2011
2001110;2011;4;20;21.94;24.0;8.1;0.0;4.3;;;;;20.04.2011
2001111;2011;4;21;22.25;23.7;9.0;0.0;4.7;;;;;21.04.2011
2001112;2011;4;22;22.13;25.2;9.1;0.0;4.5;;;;;22.04.2011
2001113;2011;4;23;21.77;25.6;8.0;0.0;4.1;;;;;23.04.2011
2001114;2011;4;24;18.68;24.7;9.9;0.0;3.6;;;;;24.04.2011
2001115;2011;4;25;22.78;24.0;10.1;0.0;4.3;;;;;25.04.2011
2001116;2011;4;26;22.40;20.9;8.2;0.0;3.7;;;;;26.04.2011
2001117;2011;4;27;21.55;17.8;9.3;0.0;4.1;;;;;27.04.2011
2001118;2011;4;28;4.77;14.8;8.7;11.2;1.2;;;;;28.04.2011
2001119;2011;4;29;12.14;19.7;7.8;2.8;2.2;;;;;29.04.2011
2001120;2011;4;30;19.45;20.9;9.6;8.0;3.4;;;;;30.04.2011
2001121;2011;5;1;21.99;21.5;9.5;0.0;4.0;;;;;01.05.2011
2001122;2011;5;2;24.32;18.5;8.8;0.0;5.4;;;;;02.05.2011
2001123;2011;5;3;24.39;16.0;5.3;0.0;4.4;;;;;03.05.2011
2001124;2011;5;4;25.83;17.0;3.6;0.0;3.9;;;;;04.05.2011
2001125;2011;5;5;24.82;19.3;3.9;0.0;3.7;;;;;05.05.2011
2001126;2011;5;6;23.12;23.9;7.3;0.0;4.5;;;;;06.05.2011
2001127;2011;5;7;24.04;25.5;10.7;0.0;6.3;;;;;07.05.2011
2001128;2011;5;8;18.15;24.2;15.4;0.0;5.2;;;;;08.05.2011
2001129;2011;5;9;24.36;24.5;10.8;0.0;4.8;;;;;09.05.2011
2001130;2011;5;10;20.27;23.1;13.0;0.0;4.5;;;;;10.05.2011
2001131;2011;5;11;24.40;20.3;8.3;0.0;4.2;;;;;11.05.2011
2001132;2011;5;12;22.48;17.7;7.3;0.0;3.8;;;;;12.05.2011
2001133;2011;5;13;24.88;19.9;3.1;0.0;3.2;;;;;13.05.2011
2001134;2011;5;14;21.80;18.0;6.1;0.0;4.0;;;;;14.05.2011
2001135;2011;5;15;15.89;15.4;7.9;0.0;3.2;;;;;15.05.2011
2001136;2011;5;16;10.64;17.5;6.9;0.2;2.1;;;;;16.05.2011
2001137;2011;5;17;22.67;20.1;9.2;0.0;4.9;;;;;17.05.2011
2001138;2011;5;18;26.49;23.4;6.3;0.0;3.9;;;;;18.05.2011
2001139;2011;5;19;16.14;20.2;9.0;0.8;2.7;;;;;19.05.2011
2001140;2011;5;20;18.79;20.3;8.7;3.0;3.3;;;;;20.05.2011
2001141;2011;5;21;26.14;23.3;3.6;0.0;3.6;;;;;21.05.2011
2001142;2011;5;22;21.86;19.9;12.3;0.0;5.0;;;;;22.05.2011
2001143;2011;5;23;28.24;24.5;4.7;0.0;4.5;;;;;23.05.2011
2001144;2011;5;24;26.86;18.3;9.4;0.0;4.9;;;;;24.05.2011
2001145;2011;5;25;29.20;23.3;1.4;0.0;4.1;;;;;25.05.2011
2001146;2011;5;26;15.73;18.5;8.1;0.0;4.0;;;;;26.05.2011
2001147;2011;5;27;12.10;16.5;10.5;0.0;3.3;;;;;27.05.2011
2001148;2011;5;28;25.77;20.8;3.5;0.0;4.0;;;;;28.05.2011
2001149;2011;5;29;25.39;24.4;8.5;0.0;4.8;;;;;29.05.2011
2001150;2011;5;30;22.81;29.6;8.3;0.2;5.3;;;;;30.05.2011
2001151;2011;5;31;16.39;17.3;11.1;0.0;4.5;;;;;31.05.2011
2001152;2011;6;1;29.89;20.9;3.9;0.0;4.8;;;;;01.06.2011
2001153;2011;6;2;30.34;24.6;8.1;0.0;7.3;;;;;02.06.2011
2001154;2011;6;3;28.23;26.8;11.9;0.0;7.1;;;;;03.06.2011
2001155;2011;6;4;21.92;30.2;16.3;4.2;6.7;;;;;04.06.2011
2001156;2011;6;5;14.72;25.3;17.5;15.9;3.8;;;;;05.06.2011
2001157;2011;6;6;7.39;20.2;14.9;2.6;2.1;;;;;06.06.2011
2001158;2011;6;7;8.00;19.0;12.2;4.6;1.9;;;;;07.06.2011
2001159;2011;6;8;22.12;19.3;7.8;0.2;3.8;;;;;08.06.2011
2001160;2011;6;9;21.44;19.6;7.5;0.0;4.1;;;;;09.06.2011
2001161;2011;6;10;10.36;16.5;10.2;12.6;2.2;;;;;10.06.2011
2001162;2011;6;11;19.67;17.4;6.2;0.0;3.1;;;;;11.06.2011
2001163;2011;6;12;18.75;19.7;4.8;0.4;3.1;;;;;12.06.2011
2001164;2011;6;13;14.10;22.1;11.9;3.0;2.9;;;;;13.06.2011
2001165;2011;6;14;19.84;23.8;13.8;0.0;3.9;;;;;14.06.2011
2001166;2011;6;15;19.80;23.4;15.6;3.5;4.9;;;;;15.06.2011
2001167;2011;6;16;16.77;20.8;15.7;3.9;4.5;;;;;16.06.2011
2001168;2011;6;17;10.79;17.9;7.0;1.4;1.6;;;;;17.06.2011
2001169;2011;6;18;16.41;18.0;10.9;4.2;3.9;;;;;18.06.2011
2001170;2011;6;19;14.10;18.6;11.0;4.0;3.8;;;;;19.06.2011
2001171;2011;6;20;10.32;20.9;10.5;2.8;1.8;;;;;20.06.2011
2001172;2011;6;21;14.86;21.8;14.8;2.2;3.2;;;;;21.06.2011
2001173;2011;6;22;14.59;20.0;13.4;7.0;3.2;;;;;22.06.2011
2001174;2011;6;23;23.94;19.1;12.4;0.0;4.5;;;;;23.06.2011
2001175;2011;6;24;22.02;19.5;7.3;0.0;3.7;;;;;24.06.2011
2001176;2011;6;25;13.33;22.2;11.8;0.0;3.1;;;;;25.06.2011
2001177;2011;6;26;23.14;27.0;13.5;0.2;4.2;;;;;26.06.2011
2001178;2011;6;27;26.93;33.9;16.1;0.0;6.6;;;;;27.06.2011
2001179;2011;6;28;20.86;33.6;19.5;3.2;7.0;;;;;28.06.2011
2001180;2011;6;29;18.87;21.8;15.4;0.2;4.9;;;;;29.06.2011
2001181;2011;6;30;15.63;21.3;7.7;0.0;3.2;;;;;30.06.2011
2001182;2011;7;1;26.08;21.4;7.8;0.0;4.5;;;;;01.07.2011
2001183;2011;7;2;23.76;20.5;7.3;0.0;4.2;;;;;02.07.2011
2001184;2011;7;3;28.30;22.3;6.2;0.0;4.5;;;;;03.07.2011
2001185;2011;7;4;29.89;24.1;8.4;0.0;4.7;;;;;04.07.2011
2001186;2011;7;5;26.60;29.1;8.9;0.2;5.5;;;;;05.07.2011
2001187;2011;7;6;18.54;23.3;14.1;0.6;4.9;;;;;06.07.2011
2001188;2011;7;7;21.49;23.0;8.8;0.0;4.6;;;;;07.07.2011
2001189;2011;7;8;16.63;22.7;11.8;2.2;4.4;;;;;08.07.2011
2001190;2011;7;9;13.76;21.1;14.4;0.4;4.0;;;;;09.07.2011
2001191;2011;7;10;11.15;22.3;13.9;0.0;2.7;;;;;10.07.2011
2001192;2011;7;11;25.91;26.0;10.3;0.0;5.3;;;;;11.07.2011
2001193;2011;7;12;11.30;22.5;15.0;0.6;3.3;;;;;12.07.2011
2001194;2011;7;13;9.03;18.6;13.0;0.6;3.3;;;;;13.07.2011
2001195;2011;7;14;15.62;20.4;9.3;0.0;4.4;;;;;14.07.2011
2001196;2011;7;15;24.99;25.6;8.9;0.0;5.4;;;;;15.07.2011
2001197;2011;7;16;7.78;20.6;11.7;15.1;2.5;;;;;16.07.2011
2001198;2011;7;17;15.25;19.5;12.8;1.2;3.6;;;;;17.07.2011
2001199;2011;7;18;13.75;18.8;13.1;0.2;3.9;;;;;18.07.2011
2001200;2011;7;19;6.60;17.1;11.7;19.4;1.5;;;;;19.07.2011
2001201;2011;7;20;11.94;19.8;10.3;0.0;2.6;;;;;20.07.2011
2001202;2011;7;21;14.78;21.5;12.9;0.2;3.5;;;;;21.07.2011
2001203;2011;7;22;19.23;20.7;14.6;0.2;4.4;;;;;22.07.2011
2001204;2011;7;23;10.62;16.8;6.1;14.1;1.7;;;;;23.07.2011
2001205;2011;7;24;24.05;21.0;11.4;0.0;5.0;;;;;24.07.2011
2001206;2011;7;25;15.01;22.4;10.8;0.4;3.2;;;;;25.07.2011
2001207;2011;7;26;15.53;20.6;13.0;0.0;3.7;;;;;26.07.2011
2001208;2011;7;27;7.42;18.0;13.7;4.0;1.7;;;;;27.07.2011
2001209;2011;7;28;12.41;21.6;13.3;0.0;2.9;;;;;28.07.2011
2001210;2011;7;29;18.99;22.9;13.9;0.2;4.1;;;;;29.07.2011
2001211;2011;7;30;15.68;19.9;9.9;0.0;3.3;;;;;30.07.2011
2001212;2011;7;31;25.62;23.0;7.0;0.2;4.2;;;;;31.07.2011
2001213;2011;8;1;26.80;25.4;8.9;0.0;4.7;;;;;01.08.2011
2001214;2011;8;2;21.19;28.2;11.6;1.6;4.7;;;;;02.08.2011
2001215;2011;8;3;10.46;24.7;17.8;0.8;3.6;;;;;03.08.2011
2001216;2011;8;4;15.00;25.6;11.6;6.7;2.9;;;;;04.08.2011
2001217;2011;8;5;10.26;21.4;12.9;4.7;1.8;;;;;05.08.2011
2001218;2011;8;6;8.84;22.3;15.0;0.8;2.6;;;;;06.08.2011
2001219;2011;8;7;19.09;21.4;11.6;8.5;4.3;;;;;07.08.2011
2001220;2011;8;8;17.79;20.6;12.1;0.2;4.5;;;;;08.08.2011
2001221;2011;8;9;18.57;19.8;12.3;0.0;4.3;;;;;09.08.2011
2001222;2011;8;10;24.99;22.1;7.9;0.0;3.9;;;;;10.08.2011
2001223;2011;8;11;16.85;25.5;11.0;0.4;4.9;;;;;11.08.2011
2001224;2011;8;12;9.44;19.6;16.3;1.0;2.2;;;;;12.08.2011
2001225;2011;8;13;6.92;20.0;13.5;20.5;1.4;;;;;13.08.2011
2001226;2011;8;14;10.25;20.6;15.0;0.2;2.7;;;;;14.08.2011
2001227;2011;8;15;22.94;22.6;9.8;0.0;3.8;;;;;15.08.2011
2001228;2011;8;16;16.97;24.5;13.5;0.0;4.2;;;;;16.08.2011
2001229;2011;8;17;14.42;24.1;11.7;0.2;2.9;;;;;17.08.2011
2001230;2011;8;18;15.14;27.1;15.6;0.0;3.6;;;;;18.08.2011
2001231;2011;8;19;16.43;22.3;16.4;0.0;3.7;;;;;19.08.2011
2001232;2011;8;20;23.19;27.4;10.2;1.4;3.8;;;;;20.08.2011
2001233;2011;8;21;16.42;29.6;18.3;0.0;4.7;;;;;21.08.2011
2001234;2011;8;22;12.59;24.0;14.5;4.8;3.3;;;;;22.08.2011
2001235;2011;8;23;16.07;25.7;16.2;9.1;3.9;;;;;23.08.2011
2001236;2011;8;24;12.04;22.0;16.1;0.0;3.2;;;;;24.08.2011
2001237;2011;8;25;15.73;24.7;13.9;12.3;3.8;;;;;25.08.2011
2001238;2011;8;26;5.40;18.5;15.6;4.4;1.8;;;;;26.08.2011
2001239;2011;8;27;12.28;18.7;11.6;3.6;2.8;;;;;27.08.2011
2001240;2011;8;28;12.49;18.5;10.3;0.2;2.6;;;;;28.08.2011
2001241;2011;8;29;16.11;18.9;9.1;0.2;2.9;;;;;29.08.2011
2001242;2011;8;30;14.50;18.6;6.1;0.2;2.5;;;;;30.08.2011
2001243;2011;8;31;18.28;19.6;6.9;0.0;2.4;;;;;31.08.2011
2001244;2011;9;1;18.98;25.2;11.3;0.0;3.7;;;;;01.09.2011
2001245;2011;9;2;19.10;27.7;14.9;0.0;3.7;;;;;02.09.2011
2001246;2011;9;3;18.32;29.9;15.5;18.5;4.1;;;;;03.09.2011
2001247;2011;9;4;10.40;22.2;16.5;1.2;2.9;;;;;04.09.2011
2001248;2011;9;5;14.99;18.9;11.0;0.2;3.1;;;;;05.09.2011
2001249;2011;9;6;7.97;18.8;11.7;7.4;2.2;;;;;06.09.2011
2001250;2011;9;7;14.08;18.8;12.7;0.0;3.5;;;;;07.09.2011
2001251;2011;9;8;4.47;18.2;13.4;5.6;1.9;;;;;08.09.2011
2001252;2011;9;9;6.21;22.9;15.5;1.2;1.2;;;;;09.09.2011
2001253;2011;9;10;16.25;29.2;16.4;0.0;3.9;;;;;10.09.2011
2001254;2011;9;11;6.20;17.9;15.3;1.0;1.8;;;;;11.09.2011
2001255;2011;9;12;9.29;22.3;13.1;0.0;2.7;;;;;12.09.2011
2001256;2011;9;13;14.01;20.2;14.0;0.0;3.7;;;;;13.09.2011
2001257;2011;9;14;12.67;18.6;8.1;0.2;2.2;;;;;14.09.2011
2001258;2011;9;15;17.94;20.0;6.9;0.0;2.3;;;;;15.09.2011
2001259;2011;9;16;10.16;21.6;8.9;0.4;2.0;;;;;16.09.2011
2001260;2011;9;17;7.42;17.7;11.3;9.3;2.2;;;;;17.09.2011
2001261;2011;9;18;9.15;15.7;8.9;5.4;1.5;;;;;18.09.2011
2001262;2011;9;19;16.11;18.8;7.9;0.2;2.2;;;;;19.09.2011
2001263;2011;9;20;7.70;17.9;10.0;0.0;1.7;;;;;20.09.2011
2001264;2011;9;21;8.18;19.1;12.9;0.0;2.2;;;;;21.09.2011
2001265;2011;9;22;12.39;18.6;10.0;0.2;2.1;;;;;22.09.2011
2001266;2011;9;23;14.00;19.1;6.3;0.2;1.7;;;;;23.09.2011
2001267;2011;9;24;15.46;21.6;6.9;0.2;1.9;;;;;24.09.2011
2001268;2011;9;25;14.75;24.1;9.0;0.2;2.1;;;;;25.09.2011
2001269;2011;9;26;13.31;24.8;12.5;0.0;2.7;;;;;26.09.2011
2001270;2011;9;27;14.63;25.1;13.7;0.2;2.1;;;;;27.09.2011
2001271;2011;9;28;14.96;26.7;13.2;0.2;3.2;;;;;28.09.2011
2001272;2011;9;29;14.69;26.2;12.5;0.0;3.1;;;;;29.09.2011
2001273;2011;9;30;14.34;26.9;11.7;0.2;2.8;;;;;30.09.2011
2001274;2011;10;1;13.98;27.9;11.2;0.0;2.6;;;;;01.10.2011
2001275;2011;10;2;13.84;26.4;10.9;0.2;2.4;;;;;02.10.2011
2001276;2011;10;3;13.94;26.7;9.2;0.0;2.8;;;;;03.10.2011
2001277;2011;10;4;3.03;18.3;12.8;0.2;0.7;;;;;04.10.2011
2001278;2011;10;5;5.47;19.0;15.6;0.2;2.5;;;;;05.10.2011
2001279;2011;10;6;4.76;17.4;11.1;6.3;2.5;;;;;06.10.2011
2001280;2011;10;7;9.65;14.7;7.2;0.6;1.8;;;;;07.10.2011
2001281;2011;10;8;5.75;13.2;6.9;2.8;1.3;;;;;08.10.2011
2001282;2011;10;9;2.25;16.5;10.8;8.1;0.6;;;;;09.10.2011
2001283;2011;10;10;4.50;18.2;15.2;0.0;2.1;;;;;10.10.2011
2001284;2011;10;11;3.93;17.1;14.5;0.2;2.0;;;;;11.10.2011
2001285;2011;10;12;4.30;15.6;13.4;1.4;1.2;;;;;12.10.2011
2001286;2011;10;13;8.18;16.8;12.4;0.4;1.8;;;;;13.10.2011
2001287;2011;10;14;12.48;15.0;5.1;0.0;1.9;;;;;14.10.2011
2001288;2011;10;15;12.26;13.9;1.0;0.0;1.3;;;;;15.10.2011
2001289;2011;10;16;11.44;16.3;1.8;0.0;0.9;;;;;16.10.2011
2001290;2011;10;17;7.13;16.8;4.4;0.0;0.9;;;;;17.10.2011
2001291;2011;10;18;2.24;12.9;7.9;3.8;0.9;;;;;18.10.2011
2001292;2011;10;19;8.74;12.7;5.8;0.2;1.4;;;;;19.10.2011
2001293;2011;10;20;10.17;11.1;1.3;0.0;1.1;;;;;20.10.2011
2001294;2011;10;21;10.61;11.8;-1.3;0.0;0.9;;;;;21.10.2011
2001295;2011;10;22;5.58;7.7;0.9;0.2;0.8;;;;;22.10.2011
2001296;2011;10;23;9.97;15.3;2.6;0.0;1.1;;;;;23.10.2011
2001297;2011;10;24;9.61;15.6;4.9;5.4;1.5;;;;;24.10.2011
2001298;2011;10;25;4.28;16.2;10.3;2.9;1.5;;;;;25.10.2011
2001299;2011;10;26;9.25;14.9;7.8;0.0;1.5;;;;;26.10.2011
2001300;2011;10;27;8.26;17.1;7.0;0.0;1.6;;;;;27.10.2011
2001301;2011;10;28;6.17;17.2;9.7;0.0;1.0;;;;;28.10.2011
2001302;2011;10;29;3.88;17.0;11.4;0.2;0.7;;;;;29.10.2011
2001303;2011;10;30;5.92;16.5;9.7;0.0;0.8;;;;;30.10.2011
2001304;2011;10;31;8.22;16.6;7.6;0.4;0.9;;;;;31.10.2011
2001305;2011;11;1;5.09;16.5;7.2;7.9;0.6;;;;;01.11.2011
2001306;2011;11;2;4.14;14.1;8.3;0.0;0.4;;;;;02.11.2011
2001307;2011;11;3;1.81;16.6;12.3;2.0;1.2;;;;;03.11.2011
2001308;2011;11;4;6.30;17.4;11.6;4.6;1.6;;;;;04.11.2011
2001309;2011;11;5;5.03;17.5;11.1;0.2;1.1;;;;;05.11.2011
2001310;2011;11;6;2.70;13.3;11.2;0.0;1.3;;;;;06.11.2011
2001311;2011;11;7;0.69;10.0;8.9;0.2;0.7;;;;;07.11.2011
2001312;2011;11;8;1.12;11.0;8.5;0.8;0.2;;;;;08.11.2011
2001313;2011;11;9;4.53;15.6;10.0;0.0;1.3;;;;;09.11.2011
2001314;2011;11;10;2.92;8.2;6.1;0.0;0.5;;;;;10.11.2011
2001315;2011;11;11;1.53;8.0;6.0;0.0;0.5;;;;;11.11.2011
2001316;2011;11;12;5.02;12.6;4.8;0.2;0.8;;;;;12.11.2011
2001317;2011;11;13;1.80;8.1;5.6;0.0;0.2;;;;;13.11.2011
2001318;2011;11;14;3.32;7.0;3.4;0.0;0.5;;;;;14.11.2011
2001319;2011;11;15;1.68;4.2;1.2;0.0;0.4;;;;;15.11.2011
2001320;2011;11;16;1.66;3.5;0.7;0.0;0.2;;;;;16.11.2011
2001321;2011;11;17;1.32;8.8;2.3;0.2;0.1;;;;;17.11.2011
2001322;2011;11;18;1.83;10.3;7.7;0.2;0.4;;;;;18.11.2011
2001323;2011;11;19;5.68;11.0;4.3;0.2;0.7;;;;;19.11.2011
2001324;2011;11;20;5.64;13.3;0.2;0.2;0.6;;;;;20.11.2011
2001325;2011;11;21;4.07;10.7;0.3;0.2;0.2;;;;;21.11.2011
