*WEATHER;DATA;:;;;;;;;;;;;Latitude = 49.816667 § Longitude = 3.203333 § Altitude = 73
2001326;2011;11;22;4.71;13.3;4.1;1.0;0.7;;;;;22.11.2011
2001327;2011;11;23;1.46;10.2;3.7;0.0;0.0;;;;;23.11.2011
2001328;2011;11;24;0.85;9.0;7.9;0.2;0.2;;;;;24.11.2011
2001329;2011;11;25;0.64;8.9;4.9;0.2;0.3;;;;;25.11.2011
2001330;2011;11;26;4.09;9.3;1.8;0.2;0.1;;;;;26.11.2011
2001331;2011;11;27;1.66;12.9;5.8;0.0;0.9;;;;;27.11.2011
2001332;2011;11;28;2.02;6.8;0.6;0.2;0.0;;;;;28.11.2011
2001333;2011;11;29;1.39;10.2;4.1;0.2;0.6;;;;;29.11.2011
2001334;2011;11;30;4.60;10.9;3.0;0.8;0.7;;;;;30.11.2011
2001335;2011;12;1;1.10;13.1;2.4;1.6;0.0;;;;;01.12.2011
2001336;2011;12;2;4.21;9.4;5.0;0.8;0.7;;;;;02.12.2011
2001337;2011;12;3;0.67;11.4;4.6;9.7;0.4;;;;;03.12.2011
2001338;2011;12;4;1.28;11.4;8.3;16.1;0.6;;;;;04.12.2011
2001339;2011;12;5;3.28;6.9;2.5;4.4;0.8;;;;;05.12.2011
2001340;2011;12;6;2.17;8.6;4.1;8.6;1.0;;;;;06.12.2011
2001341;2011;12;7;2.87;10.5;5.4;2.0;1.6;;;;;07.12.2011
2001342;2011;12;8;1.90;11.4;1.2;3.8;0.5;;;;;08.12.2011
2001343;2011;12;9;2.78;9.0;5.0;0.0;0.8;;;;;09.12.2011
2001344;2011;12;10;2.53;5.9;0.0;0.0;0.1;;;;;10.12.2011
2001345;2011;12;11;3.38;9.1;2.3;6.0;0.6;;;;;11.12.2011
2001346;2011;12;12;3.81;9.8;5.5;1.6;1.2;;;;;12.12.2011
2001347;2011;12;13;1.65;11.3;5.0;10.1;1.2;;;;;13.12.2011
2001348;2011;12;14;2.47;8.5;4.8;1.2;1.2;;;;;14.12.2011
2001349;2011;12;15;1.93;12.8;4.3;16.5;2.3;;;;;15.12.2011
2001350;2011;12;16;0.88;11.6;2.9;6.4;1.1;;;;;16.12.2011
2001351;2011;12;17;3.42;7.2;1.7;5.8;0.7;;;;;17.12.2011
2001352;2011;12;18;4.24;4.8;0.6;4.4;0.7;;;;;18.12.2011
2001353;2011;12;19;2.83;5.8;-1.7;4.2;0.5;;;;;19.12.2011
2001354;2011;12;20;2.63;8.0;1.0;1.4;0.3;;;;;20.12.2011
2001355;2011;12;21;0.74;10.2;2.7;3.0;0.1;;;;;21.12.2011
2001356;2011;12;22;3.07;12.4;7.7;0.2;0.6;;;;;22.12.2011
2001357;2011;12;23;1.17;9.0;8.1;2.4;0.8;;;;;23.12.2011
2001358;2011;12;24;3.89;7.5;3.4;0.0;1.0;;;;;24.12.2011
2001359;2011;12;25;2.12;9.8;3.7;0.0;0.4;;;;;25.12.2011
2001360;2011;12;26;0.74;9.9;8.0;0.2;0.7;;;;;26.12.2011
2001361;2011;12;27;2.19;6.1;1.4;0.0;0.1;;;;;27.12.2011
2001362;2011;12;28;0.57;6.5;2.6;0.4;0.4;;;;;28.12.2011
2001363;2011;12;29;2.24;8.2;2.4;9.2;0.7;;;;;29.12.2011
2001364;2011;12;30;2.80;10.2;4.0;11.1;1.2;;;;;30.12.2011
2001365;2011;12;31;0.96;12.0;5.0;0.8;0.0;;;;;31.12.2011
2012001;2012;1;1;0.79;13.9;11.1;8.7;0.9;;;;;01.01.2012
2012002;2012;1;2;2.37;9.0;2.6;2.8;0.3;;;;;02.01.2012
2012003;2012;1;3;0.94;12.3;3.1;2.4;0.8;;;;;03.01.2012
2012004;2012;1;4;3.81;9.2;4.1;4.2;1.2;;;;;04.01.2012
2012005;2012;1;5;2.21;11.4;7.0;4.4;2.1;;;;;05.01.2012
2012006;2012;1;6;4.08;7.9;2.3;0.0;1.2;;;;;06.01.2012
2012007;2012;1;7;2.52;11.4;1.7;1.6;0.5;;;;;07.01.2012
2012008;2012;1;8;1.90;8.3;4.1;0.8;0.9;;;;;08.01.2012
2012009;2012;1;9;3.10;10.9;6.1;0.2;0.6;;;;;09.01.2012
2012010;2012;1;10;1.77;10.3;7.3;0.0;0.5;;;;;10.01.2012
2012011;2012;1;11;4.11;11.0;7.2;0.2;0.8;;;;;11.01.2012
2012012;2012;1;12;3.25;9.2;2.9;0.2;0.4;;;;;12.01.2012
2012013;2012;1;13;4.88;7.6;0.4;0.2;0.3;;;;;13.01.2012
2012014;2012;1;14;5.05;7.1;-2.9;0.0;0.5;;;;;14.01.2012
2012015;2012;1;15;5.58;5.2;-1.9;0.0;0.4;;;;;15.01.2012
2012016;2012;1;16;5.49;4.7;-2.4;0.0;1.0;;;;;16.01.2012
2012017;2012;1;17;5.19;3.5;-3.3;0.0;0.7;;;;;17.01.2012
2012018;2012;1;18;1.58;9.8;-3.5;1.2;0.6;;;;;18.01.2012
2012019;2012;1;19;0.64;11.8;4.1;5.8;0.0;;;;;19.01.2012
2012020;2012;1;20;1.45;8.5;5.0;2.4;0.7;;;;;20.01.2012
2012021;2012;1;21;1.55;11.4;7.4;1.2;1.1;;;;;21.01.2012
2012022;2012;1;22;2.15;10.2;4.7;0.2;1.1;;;;;22.01.2012
2012023;2012;1;23;4.26;8.7;2.2;0.0;0.6;;;;;23.01.2012
2012024;2012;1;24;2.09;5.9;0.3;4.0;0.2;;;;;24.01.2012
2012025;2012;1;25;1.31;8.4;3.5;1.8;0.3;;;;;25.01.2012
2012026;2012;1;26;2.13;10.2;5.2;1.6;0.6;;;;;26.01.2012
2012027;2012;1;27;6.56;8.6;0.1;3.4;0.6;;;;;27.01.2012
2012028;2012;1;28;1.19;3.8;1.7;3.9;0.2;;;;;28.01.2012
2012029;2012;1;29;1.73;0.7;-0.1;0.0;0.6;;;;;29.01.2012
2012030;2012;1;30;0.70;-0.5;-1.7;0.0;0.6;;;;;30.01.2012
2012031;2012;1;31;3.10;1.6;-1.8;0.0;0.8;;;;;31.01.2012
2012032;2012;2;1;6.93;-1.7;-6.1;0.0;1.2;;;;;01.02.2012
2012033;2012;2;2;7.79;-2.3;-8.2;0.0;1.4;;;;;02.02.2012
2012034;2012;2;3;4.85;-3.4;-9.9;0.0;0.7;;;;;03.02.2012
2012035;2012;2;4;8.83;-3.5;-10.9;0.0;0.6;;;;;04.02.2012
2012036;2012;2;5;5.26;-2.9;-9.3;0.0;0.8;;;;;05.02.2012
2012037;2012;2;6;5.94;-0.5;-6.9;0.0;1.0;;;;;06.02.2012
2012038;2012;2;7;8.52;-3.7;-10.7;0.0;0.9;;;;;07.02.2012
2012039;2012;2;8;7.15;-1.1;-7.1;0.0;0.9;;;;;08.02.2012
2012040;2012;2;9;7.65;-0.7;-9.3;0.0;0.5;;;;;09.02.2012
2012041;2012;2;10;9.42;0.2;-8.8;0.0;0.7;;;;;10.02.2012
2012042;2012;2;11;10.14;-0.8;-9.9;0.0;1.0;;;;;11.02.2012
2012043;2012;2;12;6.51;0.2;-9.9;0.0;0.4;;;;;12.02.2012
2012044;2012;2;13;3.05;4.5;-1.3;4.8;0.3;;;;;13.02.2012
2012045;2012;2;14;4.48;6.3;2.0;2.0;0.7;;;;;14.02.2012
2012046;2012;2;15;4.21;8.9;2.5;2.0;0.9;;;;;15.02.2012
2012047;2012;2;16;2.84;6.9;3.5;0.2;0.5;;;;;16.02.2012
2012048;2012;2;17;2.64;7.9;1.8;1.0;0.2;;;;;17.02.2012
2012049;2012;2;18;2.33;9.1;6.1;2.4;0.7;;;;;18.02.2012
2012050;2012;2;19;8.95;6.1;0.3;0.0;1.2;;;;;19.02.2012
2012051;2012;2;20;11.15;5.8;-3.9;0.0;0.7;;;;;20.02.2012
2012052;2012;2;21;4.17;6.3;-2.0;0.0;1.0;;;;;21.02.2012
2012053;2012;2;22;9.53;8.4;-1.6;0.0;0.9;;;;;22.02.2012
2012054;2012;2;23;2.60;10.8;4.6;0.6;0.1;;;;;23.02.2012
2012055;2012;2;24;3.18;11.1;8.6;0.0;0.7;;;;;24.02.2012
2012056;2012;2;25;1.89;9.0;7.3;0.2;0.6;;;;;25.02.2012
2012057;2012;2;26;4.37;8.0;3.2;0.0;0.7;;;;;26.02.2012
2012058;2012;2;27;5.74;10.3;-0.8;0.0;0.5;;;;;27.02.2012
2012059;2012;2;28;2.20;10.2;7.0;0.2;0.5;;;;;28.02.2012
2012060;2012;2;29;2.32;10.0;7.9;0.0;0.5;;;;;29.02.2012
2012061;2012;3;1;10.47;13.2;5.5;0.2;1.0;;;;;01.03.2012
2012062;2012;3;2;1.73;10.0;7.2;0.0;0.3;;;;;02.03.2012
2012063;2012;3;3;5.24;12.1;7.3;0.2;1.2;;;;;03.03.2012
2012064;2012;3;4;3.70;11.1;5.9;5.2;1.1;;;;;04.03.2012
2012065;2012;3;5;1.64;3.8;2.0;19.2;0.5;;;;;05.03.2012
2012066;2012;3;6;3.93;6.1;2.6;0.2;0.8;;;;;06.03.2012
2012067;2012;3;7;3.43;7.0;-1.3;8.7;0.4;;;;;07.03.2012
2012068;2012;3;8;10.12;9.3;0.4;0.0;1.2;;;;;08.03.2012
2012069;2012;3;9;10.13;12.8;0.0;0.0;0.9;;;;;09.03.2012
2012070;2012;3;10;4.58;11.9;6.9;0.0;1.0;;;;;10.03.2012
2012071;2012;3;11;7.28;13.7;7.8;0.2;1.8;;;;;11.03.2012
2012072;2012;3;12;13.85;15.6;1.9;0.0;1.1;;;;;12.03.2012
2012073;2012;3;13;8.69;12.3;6.5;0.2;1.6;;;;;13.03.2012
2012074;2012;3;14;8.67;11.7;2.8;0.2;1.1;;;;;14.03.2012
2012075;2012;3;15;15.49;19.4;1.8;0.0;1.9;;;;;15.03.2012
2012076;2012;3;16;11.48;21.2;5.3;0.2;2.4;;;;;16.03.2012
2012077;2012;3;17;2.96;10.4;4.8;0.2;0.6;;;;;17.03.2012
2012078;2012;3;18;8.04;11.7;6.0;0.0;1.8;;;;;18.03.2012
2012079;2012;3;19;13.60;11.3;4.0;0.0;2.1;;;;;19.03.2012
2012080;2012;3;20;15.25;13.4;-1.3;0.0;1.4;;;;;20.03.2012
2012081;2012;3;21;16.34;16.5;2.8;0.0;2.5;;;;;21.03.2012
2012082;2012;3;22;15.83;19.4;4.5;0.0;3.0;;;;;22.03.2012
2012083;2012;3;23;16.53;20.6;5.7;0.0;2.7;;;;;23.03.2012
2012084;2012;3;24;16.18;20.3;7.2;0.4;2.7;;;;;24.03.2012
2012085;2012;3;25;16.21;19.2;7.0;0.0;2.3;;;;;25.03.2012
2012086;2012;3;26;18.17;19.8;5.0;0.0;3.4;;;;;26.03.2012
2012087;2012;3;27;18.05;19.9;5.3;0.0;3.2;;;;;27.03.2012
2012088;2012;3;28;17.62;19.9;6.1;0.0;2.7;;;;;28.03.2012
2012089;2012;3;29;17.68;19.7;3.6;0.0;2.7;;;;;29.03.2012
2012090;2012;3;30;16.78;14.3;3.3;0.2;1.7;;;;;30.03.2012
2012091;2012;3;31;4.07;11.2;7.5;0.0;1.6;;;;;31.03.2012
2012092;2012;4;1;19.11;11.4;-0.1;0.0;1.9;;;;;01.04.2012
2012093;2012;4;2;19.15;15.3;0.7;0.0;2.2;;;;;02.04.2012
2012094;2012;4;3;18.73;17.1;3.2;2.6;2.4;;;;;03.04.2012
2012095;2012;4;4;10.19;12.5;0.8;0.4;0.9;;;;;04.04.2012
2012096;2012;4;5;4.04;8.8;4.9;0.0;0.8;;;;;05.04.2012
2012097;2012;4;6;19.17;12.3;2.9;0.0;2.5;;;;;06.04.2012
2012098;2012;4;7;9.25;11.9;4.5;0.8;2.3;;;;;07.04.2012
2012099;2012;4;8;12.40;9.8;0.5;0.8;1.5;;;;;08.04.2012
2012100;2012;4;9;5.67;11.5;6.3;8.3;0.6;;;;;09.04.2012
2012101;2012;4;10;4.90;11.1;8.5;9.9;1.2;;;;;10.04.2012
2012102;2012;4;11;13.83;12.7;2.8;2.4;1.5;;;;;11.04.2012
2012103;2012;4;12;13.49;12.3;-0.2;7.1;1.3;;;;;12.04.2012
2012104;2012;4;13;17.53;13.8;-0.9;0.0;1.5;;;;;13.04.2012
2012105;2012;4;14;17.82;12.7;3.3;0.0;1.9;;;;;14.04.2012
2012106;2012;4;15;11.96;9.7;4.0;0.0;2.2;;;;;15.04.2012
2012107;2012;4;16;16.00;10.6;1.6;0.0;2.3;;;;;16.04.2012
2012108;2012;4;17;7.79;9.5;-1.4;4.6;0.9;;;;;17.04.2012
2012109;2012;4;18;10.38;12.3;3.4;4.0;1.5;;;;;18.04.2012
2012110;2012;4;19;16.49;14.3;4.4;0.0;2.8;;;;;19.04.2012
2012111;2012;4;20;11.59;12.4;1.4;4.6;1.1;;;;;20.04.2012
2012112;2012;4;21;15.15;12.7;5.3;1.0;2.4;;;;;21.04.2012
2012113;2012;4;22;15.45;11.9;3.8;2.4;1.7;;;;;22.04.2012
2012114;2012;4;23;10.85;10.6;2.3;10.6;0.9;;;;;23.04.2012
2012115;2012;4;24;10.94;12.5;6.1;5.0;2.0;;;;;24.04.2012
2012116;2012;4;25;6.76;12.2;3.0;1.8;0.8;;;;;25.04.2012
2012117;2012;4;26;13.46;15.8;9.1;6.1;3.0;;;;;26.04.2012
2012118;2012;4;27;11.51;14.7;9.5;0.8;2.4;;;;;27.04.2012
2012119;2012;4;28;5.13;16.9;10.1;1.4;1.1;;;;;28.04.2012
2012120;2012;4;29;11.93;17.8;13.0;1.2;3.3;;;;;29.04.2012
2012121;2012;4;30;14.54;18.6;7.1;3.8;2.3;;;;;30.04.2012
2012122;2012;5;1;19.04;18.5;9.2;0.0;2.7;;;;;01.05.2012
2012123;2012;5;2;4.60;11.8;9.4;6.9;0.8;;;;;02.05.2012
2012124;2012;5;3;7.88;15.5;9.4;0.4;1.4;;;;;03.05.2012
2012125;2012;5;4;15.47;16.8;6.3;4.8;1.6;;;;;04.05.2012
2012126;2012;5;5;5.57;10.1;8.0;1.0;0.8;;;;;05.05.2012
2012127;2012;5;6;4.75;9.9;7.5;0.2;0.7;;;;;06.05.2012
2012128;2012;5;7;18.94;17.0;3.3;0.0;2.2;;;;;07.05.2012
2012129;2012;5;8;11.57;19.1;9.6;1.2;2.0;;;;;08.05.2012
2012130;2012;5;9;11.33;21.3;12.8;1.8;2.4;;;;;09.05.2012
2012131;2012;5;10;14.14;26.3;14.1;0.0;3.6;;;;;10.05.2012
2012132;2012;5;11;10.06;17.1;11.9;0.0;2.2;;;;;11.05.2012
2012133;2012;5;12;21.02;14.9;7.6;0.0;3.1;;;;;12.05.2012
2012134;2012;5;13;27.86;14.7;2.5;0.0;2.8;;;;;13.05.2012
2012135;2012;5;14;27.14;18.2;2.2;0.4;3.1;;;;;14.05.2012
2012136;2012;5;15;13.60;12.2;5.9;5.4;1.9;;;;;15.05.2012
2012137;2012;5;16;24.93;14.4;2.4;0.0;3.0;;;;;16.05.2012
2012138;2012;5;17;19.68;15.2;2.0;0.4;2.3;;;;;17.05.2012
2012139;2012;5;18;11.54;16.8;8.9;1.0;2.1;;;;;18.05.2012
2012140;2012;5;19;21.35;19.8;8.9;3.5;3.1;;;;;19.05.2012
2012141;2012;5;20;15.81;21.7;10.4;0.0;2.8;;;;;20.05.2012
2012142;2012;5;21;4.60;12.7;10.7;1.4;0.5;;;;;21.05.2012
2012143;2012;5;22;6.33;18.4;10.7;0.0;1.4;;;;;22.05.2012
2012144;2012;5;23;18.68;23.9;11.3;0.0;2.9;;;;;23.05.2012
2012145;2012;5;24;25.77;27.4;12.6;0.0;4.0;;;;;24.05.2012
2012146;2012;5;25;28.74;25.5;15.9;0.0;6.1;;;;;25.05.2012
2012147;2012;5;26;29.05;25.0;11.1;0.0;5.4;;;;;26.05.2012
2012148;2012;5;27;28.72;27.7;11.6;0.0;5.5;;;;;27.05.2012
2012149;2012;5;28;23.11;26.6;10.7;0.0;4.8;;;;;28.05.2012
2012150;2012;5;29;27.38;24.7;8.6;0.2;3.5;;;;;29.05.2012
2012151;2012;5;30;22.31;23.5;10.2;0.0;3.3;;;;;30.05.2012
2012152;2012;5;31;19.52;20.5;12.3;0.0;3.6;;;;;31.05.2012
2012153;2012;6;1;11.97;21.2;13.2;0.0;2.7;;;;;01.06.2012
2012154;2012;6;2;21.40;22.8;12.5;2.0;3.7;;;;;02.06.2012
2012155;2012;6;3;10.89;18.6;14.8;0.0;2.9;;;;;03.06.2012
2012156;2012;6;4;6.29;13.9;10.4;1.2;1.5;;;;;04.06.2012
2012157;2012;6;5;22.19;17.0;2.1;15.5;2.3;;;;;05.06.2012
2012158;2012;6;6;14.05;19.3;11.4;3.6;2.7;;;;;06.06.2012
2012159;2012;6;7;11.89;21.5;11.6;7.1;2.2;;;;;07.06.2012
2012160;2012;6;8;19.30;19.6;11.9;4.9;4.1;;;;;08.06.2012
2012161;2012;6;9;21.24;17.6;7.3;0.2;3.0;;;;;09.06.2012
2012162;2012;6;10;14.17;18.9;7.9;10.3;2.2;;;;;10.06.2012
2012163;2012;6;11;10.42;17.6;12.8;8.8;2.1;;;;;11.06.2012
2012164;2012;6;12;10.31;17.9;8.1;12.5;1.5;;;;;12.06.2012
2012165;2012;6;13;9.67;15.4;9.8;0.4;1.9;;;;;13.06.2012
2012166;2012;6;14;23.82;19.7;5.9;10.5;2.7;;;;;14.06.2012
2012167;2012;6;15;10.11;20.8;13.2;12.2;2.5;;;;;15.06.2012
2012168;2012;6;16;11.24;19.2;14.3;0.2;2.7;;;;;16.06.2012
2012169;2012;6;17;24.58;21.3;9.2;21.2;3.6;;;;;17.06.2012
2012170;2012;6;18;17.03;18.6;12.6;0.2;3.0;;;;;18.06.2012
2012171;2012;6;19;15.98;19.9;7.7;0.2;2.4;;;;;19.06.2012
2012172;2012;6;20;25.86;23.6;11.9;1.0;4.0;;;;;20.06.2012
2012173;2012;6;21;10.86;23.7;13.9;2.0;2.6;;;;;21.06.2012
2012174;2012;6;22;23.01;20.4;11.5;0.0;4.3;;;;;22.06.2012
2012175;2012;6;23;19.80;19.8;11.8;0.0;3.7;;;;;23.06.2012
2012176;2012;6;24;6.17;15.3;9.3;11.7;1.1;;;;;24.06.2012
2012177;2012;6;25;18.77;20.8;8.7;0.0;2.9;;;;;25.06.2012
2012178;2012;6;26;14.96;20.7;10.9;0.2;2.2;;;;;26.06.2012
2012179;2012;6;27;13.40;25.3;15.7;0.0;2.7;;;;;27.06.2012
2012180;2012;6;28;18.14;29.1;17.9;15.3;4.2;;;;;28.06.2012
2012181;2012;6;29;12.69;21.6;15.5;2.8;3.1;;;;;29.06.2012
2012182;2012;6;30;26.10;23.7;11.4;0.2;3.8;;;;;30.06.2012
2012183;2012;7;1;25.94;19.9;12.0;0.0;4.3;;;;;01.07.2012
2012184;2012;7;2;27.35;23.7;8.4;0.2;4.1;;;;;02.07.2012
2012185;2012;7;3;14.83;21.9;12.4;0.0;2.3;;;;;03.07.2012
2012186;2012;7;4;18.63;27.3;15.2;2.4;4.1;;;;;04.07.2012
2012187;2012;7;5;14.64;24.0;14.2;5.4;2.6;;;;;05.07.2012
2012188;2012;7;6;20.88;23.0;13.6;0.6;3.9;;;;;06.07.2012
2012189;2012;7;7;18.93;22.5;12.4;11.9;2.9;;;;;07.07.2012
2012190;2012;7;8;12.37;20.1;15.2;3.9;2.7;;;;;08.07.2012
2012191;2012;7;9;12.51;20.7;10.4;0.0;2.0;;;;;09.07.2012
2012192;2012;7;10;11.43;20.2;11.0;2.0;2.2;;;;;10.07.2012
2012193;2012;7;11;15.43;19.3;12.5;9.3;3.1;;;;;11.07.2012
2012194;2012;7;12;15.85;20.0;11.0;18.3;2.9;;;;;12.07.2012
2012195;2012;7;13;13.07;18.7;12.6;8.6;2.2;;;;;13.07.2012
2012196;2012;7;14;17.31;20.3;12.8;8.1;3.2;;;;;14.07.2012
2012197;2012;7;15;14.12;18.5;12.3;7.7;2.9;;;;;15.07.2012
2012198;2012;7;16;14.98;19.5;8.1;0.0;2.2;;;;;16.07.2012
2012199;2012;7;17;15.34;23.1;14.9;0.2;3.7;;;;;17.07.2012
2012200;2012;7;18;20.86;24.0;12.8;0.6;3.9;;;;;18.07.2012
2012201;2012;7;19;16.41;21.0;14.1;0.0;4.0;;;;;19.07.2012
2012202;2012;7;20;17.43;20.8;9.2;0.2;2.8;;;;;20.07.2012
2012203;2012;7;21;19.08;20.1;10.2;0.0;3.0;;;;;21.07.2012
2012204;2012;7;22;27.56;23.8;9.0;0.2;4.2;;;;;22.07.2012
2012205;2012;7;23;27.81;26.5;10.5;0.0;5.0;;;;;23.07.2012
2012206;2012;7;24;27.59;29.3;10.8;0.0;4.8;;;;;24.07.2012
2012207;2012;7;25;26.42;29.7;14.4;0.0;5.7;;;;;25.07.2012
2012208;2012;7;26;25.91;30.0;13.3;0.4;4.8;;;;;26.07.2012
2012209;2012;7;27;15.72;28.4;17.1;2.6;3.6;;;;;27.07.2012
2012210;2012;7;28;13.11;24.2;18.1;3.8;3.5;;;;;28.07.2012
2012211;2012;7;29;21.92;21.1;9.2;5.8;3.6;;;;;29.07.2012
2012212;2012;7;30;20.43;20.4;9.6;0.0;3.5;;;;;30.07.2012
2012213;2012;7;31;15.66;23.3;11.1;0.2;3.4;;;;;31.07.2012
2012214;2012;8;1;19.51;29.0;11.4;0.0;4.0;;;;;01.08.2012
2012215;2012;8;2;17.51;23.9;15.1;0.2;4.2;;;;;02.08.2012
2012216;2012;8;3;20.51;23.7;12.6;11.7;3.8;;;;;03.08.2012
2012217;2012;8;4;20.95;23.9;12.0;3.8;3.6;;;;;04.08.2012
2012218;2012;8;5;15.55;22.4;11.1;1.6;2.4;;;;;05.08.2012
2012219;2012;8;6;12.80;21.4;13.0;0.2;3.0;;;;;06.08.2012
2012220;2012;8;7;14.83;21.0;11.9;0.0;3.2;;;;;07.08.2012
2012221;2012;8;8;14.67;23.3;11.7;0.0;2.8;;;;;08.08.2012
2012222;2012;8;9;19.80;24.7;15.7;0.0;4.4;;;;;09.08.2012
2012223;2012;8;10;25.20;24.3;11.2;0.0;4.5;;;;;10.08.2012
2012224;2012;8;11;25.17;24.6;11.0;0.0;4.5;;;;;11.08.2012
2012225;2012;8;12;22.29;26.7;11.7;0.2;3.9;;;;;12.08.2012
2012226;2012;8;13;16.02;25.3;13.0;0.0;3.1;;;;;13.08.2012
2012227;2012;8;14;12.98;24.3;12.9;0.0;2.5;;;;;14.08.2012
2012228;2012;8;15;15.76;29.1;16.1;0.0;5.2;;;;;15.08.2012
2012229;2012;8;16;20.55;24.5;10.9;0.0;3.5;;;;;16.08.2012
2012230;2012;8;17;22.69;30.1;16.1;0.0;5.9;;;;;17.08.2012
2012231;2012;8;18;23.03;34.8;16.8;0.0;6.5;;;;;18.08.2012
2012232;2012;8;19;20.02;33.9;18.0;0.0;5.4;;;;;19.08.2012
2012233;2012;8;20;11.64;26.0;13.9;0.4;2.6;;;;;20.08.2012
2012234;2012;8;21;17.24;28.0;16.5;5.7;4.3;;;;;21.08.2012
2012235;2012;8;22;20.58;22.8;13.7;0.0;4.1;;;;;22.08.2012
2012236;2012;8;23;21.24;24.3;8.0;4.0;3.1;;;;;23.08.2012
2012237;2012;8;24;11.42;23.0;13.8;2.2;2.6;;;;;24.08.2012
2012238;2012;8;25;15.36;23.2;14.7;0.6;4.4;;;;;25.08.2012
2012239;2012;8;26;16.05;21.7;14.8;0.0;4.3;;;;;26.08.2012
2012240;2012;8;27;20.86;25.5;10.2;0.4;4.1;;;;;27.08.2012
2012241;2012;8;28;14.64;24.1;14.1;0.2;3.7;;;;;28.08.2012
2012242;2012;8;29;19.20;25.7;9.8;0.0;3.9;;;;;29.08.2012
2012243;2012;8;30;14.42;22.0;10.6;0.8;3.1;;;;;30.08.2012
2012244;2012;8;31;14.70;18.3;11.0;0.2;3.6;;;;;31.08.2012
2012245;2012;9;1;21.31;20.7;4.3;0.0;2.8;;;;;01.09.2012
2012246;2012;9;2;13.56;23.1;9.1;0.2;2.5;;;;;02.09.2012
2012247;2012;9;3;8.64;21.6;15.1;0.2;2.3;;;;;03.09.2012
2012248;2012;9;4;18.94;25.2;11.7;0.0;3.4;;;;;04.09.2012
2012249;2012;9;5;10.77;22.9;13.7;0.2;3.3;;;;;05.09.2012
2012250;2012;9;6;20.09;20.8;9.0;0.0;3.1;;;;;06.09.2012
2012251;2012;9;7;19.63;25.4;5.5;0.0;2.9;;;;;07.09.2012
2012252;2012;9;8;19.43;28.2;6.9;0.0;3.4;;;;;08.09.2012
2012253;2012;9;9;19.24;29.4;10.0;0.2;4.6;;;;;09.09.2012
2012254;2012;9;10;16.74;25.9;12.0;0.2;3.1;;;;;10.09.2012
2012255;2012;9;11;4.54;18.2;14.2;3.4;1.5;;;;;11.09.2012
2012256;2012;9;12;11.32;18.2;10.0;4.8;2.8;;;;;12.09.2012
2012257;2012;9;13;9.69;18.5;9.9;0.2;2.1;;;;;13.09.2012
2012258;2012;9;14;4.58;16.8;7.5;0.0;0.6;;;;;14.09.2012
2012259;2012;9;15;15.69;21.0;10.3;0.0;2.5;;;;;15.09.2012
2012260;2012;9;16;16.66;22.6;7.3;0.2;2.2;;;;;16.09.2012
2012261;2012;9;17;6.94;18.7;8.7;0.2;1.1;;;;;17.09.2012
2012262;2012;9;18;7.78;18.1;10.7;0.2;2.2;;;;;18.09.2012
2012263;2012;9;19;16.17;17.1;4.1;0.0;2.3;;;;;19.09.2012
2012264;2012;9;20;13.73;17.6;3.4;0.0;2.0;;;;;20.09.2012
2012265;2012;9;21;8.62;17.5;5.2;0.0;1.8;;;;;21.09.2012
2012266;2012;9;22;13.12;18.1;4.3;0.2;2.0;;;;;22.09.2012
2012267;2012;9;23;8.22;19.5;10.2;7.5;2.6;;;;;23.09.2012
2012268;2012;9;24;6.37;19.2;14.2;0.6;2.0;;;;;24.09.2012
2012269;2012;9;25;8.53;16.1;11.2;1.0;1.9;;;;;25.09.2012
2012270;2012;9;26;7.52;16.2;12.1;1.5;1.6;;;;;26.09.2012
2012271;2012;9;27;9.65;17.9;11.8;1.4;2.2;;;;;27.09.2012
2012272;2012;9;28;11.89;17.9;6.7;0.0;1.6;;;;;28.09.2012
2012273;2012;9;29;12.25;17.9;8.0;0.2;2.1;;;;;29.09.2012
2012274;2012;9;30;14.71;17.4;1.1;0.2;1.1;;;;;30.09.2012
2012275;2012;10;1;12.62;19.4;3.6;1.4;1.5;;;;;01.10.2012
2012276;2012;10;2;8.48;17.9;12.3;1.6;1.9;;;;;02.10.2012
2012277;2012;10;3;3.52;16.3;12.1;9.8;1.2;;;;;03.10.2012
2012278;2012;10;4;10.08;16.1;9.9;3.7;1.6;;;;;04.10.2012
2012279;2012;10;5;5.09;19.8;8.6;0.0;0.4;;;;;05.10.2012
2012280;2012;10;6;1.72;15.5;11.6;21.8;0.5;;;;;06.10.2012
2012281;2012;10;7;11.27;15.3;6.9;0.0;1.3;;;;;07.10.2012
2012282;2012;10;8;3.25;14.3;5.4;5.2;0.2;;;;;08.10.2012
2012283;2012;10;9;9.87;15.6;10.9;0.2;1.6;;;;;09.10.2012
2012284;2012;10;10;11.31;15.3;10.0;0.0;1.9;;;;;10.10.2012
2012285;2012;10;11;5.31;15.6;7.0;2.4;0.4;;;;;11.10.2012
2012286;2012;10;12;9.71;15.0;10.3;0.2;1.8;;;;;12.10.2012
2012287;2012;10;13;2.60;11.1;6.8;7.4;0.4;;;;;13.10.2012
2012288;2012;10;14;3.50;8.5;3.0;3.8;0.2;;;;;14.10.2012
2012289;2012;10;15;9.62;13.4;5.5;1.4;1.1;;;;;15.10.2012
2012290;2012;10;16;6.77;14.4;7.8;1.8;1.2;;;;;16.10.2012
2012291;2012;10;17;2.04;14.8;7.3;3.0;0.1;;;;;17.10.2012
