*WEATHER;DATA;:;;;;;;;;;;;Latitude = 49.148611 § Longitude = 0.903611 § Altitude = 153
2001326;2010;11;22;0.76;5.0;4.1;0.0;0.2;;;;;22.11.2010
2001327;2010;11;23;3.61;9.1;-0.7;0.5;0.1;;;;;23.11.2010
2001328;2010;11;24;3.97;7.7;2.5;4.0;0.1;;;;;24.11.2010
2001329;2010;11;25;3.81;5.2;0.7;2.0;0.1;;;;;25.11.2010
2001330;2010;11;26;5.88;4.0;-0.7;0.8;0.2;;;;;26.11.2010
2001331;2010;11;27;2.90;1.1;-2.0;0.0;0.1;;;;;27.11.2010
2001332;2010;11;28;2.49;0.1;-4.8;0.0;0.0;;;;;28.11.2010
2001333;2010;11;29;7.04;2.6;-3.8;0.0;0.2;;;;;29.11.2010
2001334;2010;11;30;1.58;-1.1;-5.1;0.0;0.2;;;;;30.11.2010
2001335;2010;12;1;1.28;-2.0;-3.7;0.0;0.3;;;;;01.12.2010
2001336;2010;12;2;2.01;-0.9;-4.2;0.0;0.0;;;;;02.12.2010
2001337;2010;12;3;2.37;1.8;-10.8;0.0;0.0;;;;;03.12.2010
2001338;2010;12;4;2.43;4.4;-12.7;0.6;0.0;;;;;04.12.2010
2001339;2010;12;5;1.31;3.9;2.7;3.0;0.1;;;;;05.12.2010
2001340;2010;12;6;1.84;2.1;0.3;0.0;0.1;;;;;06.12.2010
2001341;2010;12;7;1.58;1.3;-1.2;0.0;0.1;;;;;07.12.2010
2001342;2010;12;8;1.09;2.8;-0.3;0.5;0.1;;;;;08.12.2010
2001343;2010;12;9;6.04;5.7;-1.4;0.5;0.2;;;;;09.12.2010
2001344;2010;12;10;1.63;6.6;-0.7;0.0;0.2;;;;;10.12.2010
2001345;2010;12;11;1.10;7.3;5.1;0.0;0.2;;;;;11.12.2010
2001346;2010;12;12;4.35;7.8;3.4;0.0;0.2;;;;;12.12.2010
2001347;2010;12;13;5.28;1.8;-3.6;0.0;0.2;;;;;13.12.2010
2001348;2010;12;14;5.27;2.2;-4.9;0.5;0.2;;;;;14.12.2010
2001349;2010;12;15;5.50;4.6;-4.7;0.5;0.1;;;;;15.12.2010
2001350;2010;12;16;0.85;6.3;2.0;7.0;0.1;;;;;16.12.2010
2001351;2010;12;17;6.32;0.6;-4.0;4.2;0.0;;;;;17.12.2010
2001352;2010;12;18;1.43;0.7;-9.2;3.2;0.0;;;;;18.12.2010
2001353;2010;12;19;2.33;6.3;-6.3;9.0;0.1;;;;;19.12.2010
2001354;2010;12;20;3.05;2.8;-1.3;3.0;0.0;;;;;20.12.2010
2001355;2010;12;21;3.41;0.0;-3.8;0.0;0.0;;;;;21.12.2010
2001356;2010;12;22;2.45;2.0;-5.4;0.5;0.0;;;;;22.12.2010
2001357;2010;12;23;2.28;2.2;0.3;0.5;0.2;;;;;23.12.2010
2001358;2010;12;24;2.86;2.8;0.3;0.0;0.5;;;;;24.12.2010
2001359;2010;12;25;7.21;2.3;-7.2;0.0;0.2;;;;;25.12.2010
2001360;2010;12;26;6.00;2.9;-12.7;0.0;0.0;;;;;26.12.2010
2001361;2010;12;27;3.02;0.9;-8.3;0.5;0.2;;;;;27.12.2010
2001362;2010;12;28;2.43;3.8;-3.6;0.0;0.0;;;;;28.12.2010
2001363;2010;12;29;2.71;3.9;1.3;0.0;0.0;;;;;29.12.2010
2001364;2010;12;30;1.65;1.6;0.5;0.0;0.0;;;;;30.12.2010
2001365;2010;12;31;1.07;0.5;-0.6;0.0;0.0;;;;;31.12.2010
2011001;2011;1;1;0.83;2.8;-1.9;0.0;0.0;;;;;01.01.2011
2011002;2011;1;2;2.81;4.5;-1.5;0.0;0.1;;;;;02.01.2011
2011003;2011;1;3;2.45;2.3;-4.8;0.0;0.0;;;;;03.01.2011
2011004;2011;1;4;1.81;2.2;-0.6;0.0;0.3;;;;;04.01.2011
2011005;2011;1;5;2.11;9.3;-1.5;8.5;0.6;;;;;05.01.2011
2011006;2011;1;6;1.56;13.7;2.4;3.5;0.0;;;;;06.01.2011
2011007;2011;1;7;3.54;13.6;10.0;3.0;0.4;;;;;07.01.2011
2011008;2011;1;8;1.78;11.9;9.1;4.0;0.9;;;;;08.01.2011
2011009;2011;1;9;4.00;8.1;3.2;0.0;0.2;;;;;09.01.2011
2011010;2011;1;10;4.86;6.8;-1.2;3.5;0.2;;;;;10.01.2011
2011011;2011;1;11;1.75;9.7;1.2;3.0;0.0;;;;;11.01.2011
2011012;2011;1;12;1.16;12.9;5.2;0.0;0.2;;;;;12.01.2011
2011013;2011;1;13;1.11;13.9;12.3;0.0;0.7;;;;;13.01.2011
2011014;2011;1;14;3.43;13.2;8.9;4.0;0.8;;;;;14.01.2011
2011015;2011;1;15;5.38;12.0;6.6;0.0;0.3;;;;;15.01.2011
2011016;2011;1;16;6.06;13.2;7.2;0.0;0.4;;;;;16.01.2011
2011017;2011;1;17;2.44;11.1;6.2;2.0;0.2;;;;;17.01.2011
2011018;2011;1;18;1.06;8.4;4.4;0.0;0.3;;;;;18.01.2011
2011019;2011;1;19;5.64;7.2;-3.0;0.0;0.1;;;;;19.01.2011
2011020;2011;1;20;4.60;6.2;0.2;0.0;0.2;;;;;20.01.2011
2011021;2011;1;21;4.84;4.7;-0.4;0.0;0.2;;;;;21.01.2011
2011022;2011;1;22;2.58;5.7;-0.6;0.0;0.0;;;;;22.01.2011
2011023;2011;1;23;2.30;6.5;2.4;2.0;0.3;;;;;23.01.2011
2011024;2011;1;24;2.59;7.5;3.4;0.0;0.3;;;;;24.01.2011
2011025;2011;1;25;1.76;6.6;2.1;4.5;0.0;;;;;25.01.2011
2011026;2011;1;26;1.39;5.7;4.8;3.0;0.2;;;;;26.01.2011
2011027;2011;1;27;2.41;3.2;1.3;0.0;0.5;;;;;27.01.2011
2011028;2011;1;28;2.32;0.6;-2.4;0.0;0.3;;;;;28.01.2011
2011029;2011;1;29;3.61;0.5;-2.3;0.0;0.3;;;;;29.01.2011
2011030;2011;1;30;5.22;0.8;-3.2;0.0;0.2;;;;;30.01.2011
2011031;2011;1;31;2.03;-1.9;-4.4;0.0;0.1;;;;;31.01.2011
2011032;2011;2;1;3.27;4.1;-5.1;0.0;0.1;;;;;01.02.2011
2011033;2011;2;2;5.44;6.8;-0.1;0.0;0.1;;;;;02.02.2011
2011034;2011;2;3;5.59;11.5;3.5;0.0;0.4;;;;;03.02.2011
2011035;2011;2;4;2.45;11.1;4.4;0.0;0.4;;;;;04.02.2011
2011036;2011;2;5;1.76;11.9;9.6;0.0;1.2;;;;;05.02.2011
2011037;2011;2;6;5.11;12.0;8.7;0.0;1.1;;;;;06.02.2011
2011038;2011;2;7;8.61;13.8;2.0;1.5;0.4;;;;;07.02.2011
2011039;2011;2;8;6.38;11.5;1.9;0.0;0.1;;;;;08.02.2011
2011040;2011;2;9;6.12;11.1;6.5;0.0;0.7;;;;;09.02.2011
2011041;2011;2;10;3.40;13.3;1.9;0.5;0.2;;;;;10.02.2011
2011042;2011;2;11;8.65;16.9;10.6;0.0;1.4;;;;;11.02.2011
2011043;2011;2;12;4.98;11.4;6.2;1.5;0.7;;;;;12.02.2011
2011044;2011;2;13;4.27;8.9;2.0;0.5;0.4;;;;;13.02.2011
2011045;2011;2;14;6.47;10.2;3.3;3.0;0.7;;;;;14.02.2011
2011046;2011;2;15;2.79;8.3;2.4;1.0;0.6;;;;;15.02.2011
2011047;2011;2;16;5.90;9.0;2.1;0.0;0.5;;;;;16.02.2011
2011048;2011;2;17;9.60;11.3;3.0;0.0;0.7;;;;;17.02.2011
2011049;2011;2;18;5.13;4.9;-2.8;4.5;0.1;;;;;18.02.2011
2011050;2011;2;19;1.95;8.5;3.0;6.0;0.2;;;;;19.02.2011
2011051;2011;2;20;3.95;8.4;5.3;0.0;0.6;;;;;20.02.2011
2011052;2011;2;21;4.33;9.4;-0.9;2.5;0.2;;;;;21.02.2011
2011053;2011;2;22;5.46;8.2;3.4;0.0;0.5;;;;;22.02.2011
2011054;2011;2;23;2.70;9.6;4.3;6.5;0.6;;;;;23.02.2011
2011055;2011;2;24;5.35;13.2;6.6;0.0;0.6;;;;;24.02.2011
2011056;2011;2;25;4.25;11.6;4.7;0.5;0.2;;;;;25.02.2011
2011057;2011;2;26;5.12;12.2;8.5;1.0;1.1;;;;;26.02.2011
2011058;2011;2;27;8.83;8.9;5.2;0.0;1.1;;;;;27.02.2011
2011059;2011;2;28;2.98;4.8;0.1;0.5;0.3;;;;;28.02.2011
2011060;2011;3;1;6.52;7.5;3.3;0.0;1.2;;;;;01.03.2011
2011061;2011;3;2;12.79;9.8;2.0;0.0;1.5;;;;;02.03.2011
2011062;2011;3;3;13.21;8.1;-0.6;0.0;1.4;;;;;03.03.2011
2011063;2011;3;4;13.09;9.7;-0.7;0.0;1.1;;;;;04.03.2011
2011064;2011;3;5;13.42;9.8;-0.6;0.0;1.1;;;;;05.03.2011
2011065;2011;3;6;14.64;8.7;0.8;0.0;1.5;;;;;06.03.2011
2011066;2011;3;7;15.03;9.5;-1.1;0.0;1.6;;;;;07.03.2011
2011067;2011;3;8;14.15;16.5;-5.2;0.0;1.3;;;;;08.03.2011
2011068;2011;3;9;8.19;11.5;1.4;0.0;1.1;;;;;09.03.2011
2011069;2011;3;10;6.23;11.0;3.8;0.0;1.0;;;;;10.03.2011
2011070;2011;3;11;6.63;11.5;7.8;0.0;1.1;;;;;11.03.2011
2011071;2011;3;12;7.49;12.9;1.9;1.0;1.1;;;;;12.03.2011
2011072;2011;3;13;6.39;13.3;6.7;0.0;1.1;;;;;13.03.2011
2011073;2011;3;14;8.69;14.9;3.6;0.0;1.0;;;;;14.03.2011
2011074;2011;3;15;10.62;18.6;6.7;0.0;2.1;;;;;15.03.2011
2011075;2011;3;16;11.22;14.3;7.6;0.0;1.6;;;;;16.03.2011
2011076;2011;3;17;2.80;7.1;5.6;0.0;0.4;;;;;17.03.2011
2011077;2011;3;18;5.45;12.4;3.8;7.0;0.8;;;;;18.03.2011
2011078;2011;3;19;5.95;8.8;3.7;0.0;1.0;;;;;19.03.2011
2011079;2011;3;20;16.01;13.5;-1.6;0.0;1.5;;;;;20.03.2011
2011080;2011;3;21;17.85;14.9;-0.8;0.0;1.9;;;;;21.03.2011
2011081;2011;3;22;17.96;16.9;2.7;0.0;2.5;;;;;22.03.2011
2011082;2011;3;23;17.37;17.7;3.6;0.0;2.4;;;;;23.03.2011
2011083;2011;3;24;17.73;19.5;4.4;0.0;2.6;;;;;24.03.2011
2011084;2011;3;25;16.10;21.6;2.5;0.0;2.1;;;;;25.03.2011
2011085;2011;3;26;12.66;19.0;3.5;0.0;1.8;;;;;26.03.2011
2011086;2011;3;27;8.64;16.5;9.1;0.0;1.6;;;;;27.03.2011
2011087;2011;3;28;17.58;17.8;1.7;0.0;2.1;;;;;28.03.2011
2011088;2011;3;29;10.68;17.2;3.0;2.5;1.6;;;;;29.03.2011
2011089;2011;3;30;6.12;14.4;7.7;9.5;1.1;;;;;30.03.2011
2011090;2011;3;31;5.69;15.3;9.5;0.5;0.7;;;;;31.03.2011
2011091;2011;4;1;11.18;18.0;12.3;0.0;2.1;;;;;01.04.2011
2011092;2011;4;2;15.28;21.4;8.2;0.0;2.7;;;;;02.04.2011
2011093;2011;4;3;6.97;15.0;8.5;0.0;1.4;;;;;03.04.2011
2011094;2011;4;4;14.45;14.8;6.8;0.0;2.2;;;;;04.04.2011
2011095;2011;4;5;14.64;18.0;3.9;0.0;2.2;;;;;05.04.2011
2011096;2011;4;6;20.33;23.9;4.8;0.0;3.4;;;;;06.04.2011
2011097;2011;4;7;20.50;22.2;6.3;0.0;3.1;;;;;07.04.2011
2011098;2011;4;8;19.17;21.5;4.0;0.0;2.5;;;;;08.04.2011
2011099;2011;4;9;20.96;21.2;4.0;0.0;3.1;;;;;09.04.2011
2011100;2011;4;10;20.94;25.3;4.2;0.0;2.5;;;;;10.04.2011
2011101;2011;4;11;17.93;18.5;7.5;0.0;2.6;;;;;11.04.2011
2011102;2011;4;12;19.67;13.0;6.7;0.0;2.8;;;;;12.04.2011
2011103;2011;4;13;13.40;12.9;-1.0;0.0;1.6;;;;;13.04.2011
2011104;2011;4;14;16.72;16.0;0.9;0.0;2.0;;;;;14.04.2011
2011105;2011;4;15;10.79;15.5;8.6;0.0;2.0;;;;;15.04.2011
2011106;2011;4;16;14.65;17.0;6.4;0.0;2.3;;;;;16.04.2011
2011107;2011;4;17;21.15;18.0;2.5;0.0;2.9;;;;;17.04.2011
2011108;2011;4;18;22.06;21.5;4.9;0.0;3.5;;;;;18.04.2011
2011109;2011;4;19;20.14;24.7;9.8;0.0;4.4;;;;;19.04.2011
2011110;2011;4;20;22.10;24.5;4.4;0.0;3.4;;;;;20.04.2011
2011111;2011;4;21;23.35;23.1;4.4;0.0;3.6;;;;;21.04.2011
2011112;2011;4;22;23.20;24.3;5.7;0.0;4.0;;;;;22.04.2011
2011113;2011;4;23;21.37;26.4;5.2;2.0;3.8;;;;;23.04.2011
2011114;2011;4;24;22.09;24.3;8.9;0.0;2.8;;;;;24.04.2011
2011115;2011;4;25;23.05;24.0;7.4;0.0;3.8;;;;;25.04.2011
2011116;2011;4;26;23.09;20.9;8.0;0.0;3.6;;;;;26.04.2011
2011117;2011;4;27;22.72;18.3;8.5;0.0;3.5;;;;;27.04.2011
2011118;2011;4;28;2.91;10.4;5.3;0.0;0.2;;;;;28.04.2011
2011119;2011;4;29;9.90;15.9;9.9;0.5;1.7;;;;;29.04.2011
2011120;2011;4;30;17.01;20.8;3.7;3.5;1.8;;;;;30.04.2011
2011121;2011;5;1;16.12;20.8;10.0;4.5;2.3;;;;;01.05.2011
2011122;2011;5;2;9.59;19.7;11.3;0.0;2.7;;;;;02.05.2011
2011123;2011;5;3;23.29;16.4;3.6;0.0;3.5;;;;;03.05.2011
2011124;2011;5;4;25.74;19.5;0.7;0.0;3.4;;;;;04.05.2011
2011125;2011;5;5;24.85;20.9;2.6;0.0;4.0;;;;;05.05.2011
2011126;2011;5;6;20.70;24.8;5.6;1.5;4.1;;;;;06.05.2011
2011127;2011;5;7;21.96;24.6;12.6;0.0;4.7;;;;;07.05.2011
2011128;2011;5;8;18.72;22.5;12.5;3.5;4.2;;;;;08.05.2011
2011129;2011;5;9;19.93;21.8;5.3;3.0;2.9;;;;;09.05.2011
2011130;2011;5;10;21.77;21.9;11.8;0.0;2.4;;;;;10.05.2011
2011131;2011;5;11;25.06;19.2;5.9;0.0;3.6;;;;;11.05.2011
2011132;2011;5;12;23.28;17.1;7.3;0.0;3.7;;;;;12.05.2011
2011133;2011;5;13;26.23;20.5;1.0;0.0;3.4;;;;;13.05.2011
2011134;2011;5;14;23.42;16.8;8.2;0.0;3.8;;;;;14.05.2011
2011135;2011;5;15;21.45;16.3;6.5;0.0;3.5;;;;;15.05.2011
2011136;2011;5;16;16.42;19.5;8.5;0.0;3.0;;;;;16.05.2011
2011137;2011;5;17;23.95;19.8;10.1;0.0;4.0;;;;;17.05.2011
2011138;2011;5;18;25.33;24.0;6.4;0.0;4.2;;;;;18.05.2011
2011139;2011;5;19;15.96;20.9;7.7;0.0;2.9;;;;;19.05.2011
2011140;2011;5;20;20.89;19.6;9.1;0.0;3.6;;;;;20.05.2011
2011141;2011;5;21;23.35;23.5;0.6;0.0;3.4;;;;;21.05.2011
2011142;2011;5;22;21.80;19.5;7.4;0.0;3.9;;;;;22.05.2011
2011143;2011;5;23;27.98;25.8;1.8;0.0;4.8;;;;;23.05.2011
2011144;2011;5;24;25.05;17.4;10.5;0.0;4.4;;;;;24.05.2011
2011145;2011;5;25;28.84;24.4;-0.2;0.0;4.5;;;;;25.05.2011
2011146;2011;5;26;14.56;16.8;8.8;0.0;3.5;;;;;26.05.2011
2011147;2011;5;27;17.46;15.5;9.0;0.5;3.2;;;;;27.05.2011
2011148;2011;5;28;25.56;20.1;0.7;0.0;3.7;;;;;28.05.2011
2011149;2011;5;29;27.88;25.6;8.1;0.0;4.7;;;;;29.05.2011
2011150;2011;5;30;12.52;21.9;6.1;1.0;2.4;;;;;30.05.2011
2011151;2011;5;31;23.46;16.2;9.0;0.5;4.1;;;;;31.05.2011
2011152;2011;6;1;26.57;20.8;5.4;0.0;4.3;;;;;01.06.2011
2011153;2011;6;2;29.33;24.7;4.1;0.0;5.5;;;;;02.06.2011
2011154;2011;6;3;27.91;27.3;12.2;0.0;6.2;;;;;03.06.2011
2011155;2011;6;4;21.24;27.7;14.2;5.0;4.7;;;;;04.06.2011
2011156;2011;6;5;8.44;20.5;15.3;14.0;2.0;;;;;05.06.2011
2011157;2011;6;6;5.57;15.4;13.0;0.5;1.3;;;;;06.06.2011
2011158;2011;6;7;11.17;19.6;11.7;0.0;2.6;;;;;07.06.2011
2011159;2011;6;8;21.48;19.5;7.8;0.0;3.8;;;;;08.06.2011
2011160;2011;6;9;16.30;18.0;8.8;0.0;3.1;;;;;09.06.2011
2011161;2011;6;10;17.11;16.8;9.1;11.5;2.8;;;;;10.06.2011
2011162;2011;6;11;17.66;16.6;7.9;0.0;3.0;;;;;11.06.2011
2011163;2011;6;12;14.12;17.9;3.2;1.5;2.3;;;;;12.06.2011
2011164;2011;6;13;13.63;22.5;12.1;13.0;2.5;;;;;13.06.2011
2011165;2011;6;14;13.58;23.1;15.6;0.5;2.8;;;;;14.06.2011
2011166;2011;6;15;16.15;22.8;11.7;1.0;3.3;;;;;15.06.2011
2011167;2011;6;16;18.66;19.5;15.2;0.5;4.3;;;;;16.06.2011
2011168;2011;6;17;8.12;18.3;8.2;2.0;1.9;;;;;17.06.2011
2011169;2011;6;18;18.45;18.6;10.6;1.0;3.8;;;;;18.06.2011
2011170;2011;6;19;14.50;18.0;10.9;6.0;3.2;;;;;19.06.2011
2011171;2011;6;20;11.31;22.4;12.3;0.5;2.5;;;;;20.06.2011
2011172;2011;6;21;17.32;24.2;15.1;0.0;4.1;;;;;21.06.2011
2011173;2011;6;22;17.29;20.7;11.9;5.5;3.8;;;;;22.06.2011
2011174;2011;6;23;20.84;18.9;9.9;0.0;4.1;;;;;23.06.2011
2011175;2011;6;24;22.35;19.5;7.5;0.0;3.7;;;;;24.06.2011
2011176;2011;6;25;15.76;24.8;13.4;0.0;3.7;;;;;25.06.2011
2011177;2011;6;26;27.98;31.1;10.8;0.0;5.5;;;;;26.06.2011
2011178;2011;6;27;24.36;36.8;15.7;3.5;6.4;;;;;27.06.2011
2011179;2011;6;28;21.23;27.0;18.3;0.0;5.6;;;;;28.06.2011
2011180;2011;6;29;21.79;20.1;13.4;0.0;4.7;;;;;29.06.2011
2011181;2011;6;30;23.46;20.2;8.0;0.0;4.2;;;;;30.06.2011
2011182;2011;7;1;23.30;22.8;7.6;0.0;4.1;;;;;01.07.2011
2011183;2011;7;2;27.16;23.3;8.2;0.0;4.9;;;;;02.07.2011
2011184;2011;7;3;27.77;24.8;5.0;0.0;5.2;;;;;03.07.2011
2011185;2011;7;4;27.47;27.4;10.1;0.0;5.2;;;;;04.07.2011
2011186;2011;7;5;22.76;29.9;7.5;4.0;5.2;;;;;05.07.2011
2011187;2011;7;6;18.52;22.0;14.0;0.0;4.6;;;;;06.07.2011
2011188;2011;7;7;16.52;21.8;12.4;8.0;4.1;;;;;07.07.2011
2011189;2011;7;8;15.61;21.8;12.6;3.5;4.0;;;;;08.07.2011
2011190;2011;7;9;11.38;20.9;13.2;0.0;3.1;;;;;09.07.2011
2011191;2011;7;10;13.16;21.9;13.3;0.0;3.3;;;;;10.07.2011
2011192;2011;7;11;22.35;26.2;11.8;0.0;4.7;;;;;11.07.2011
2011193;2011;7;12;3.97;18.4;14.3;3.5;1.3;;;;;12.07.2011
2011194;2011;7;13;12.44;17.6;14.5;0.5;3.3;;;;;13.07.2011
2011195;2011;7;14;20.77;22.1;9.7;0.0;4.2;;;;;14.07.2011
2011196;2011;7;15;23.06;25.5;5.0;0.5;4.3;;;;;15.07.2011
2011197;2011;7;16;4.70;19.9;14.9;16.5;1.8;;;;;16.07.2011
2011198;2011;7;17;13.02;18.0;11.7;2.0;2.7;;;;;17.07.2011
2011199;2011;7;18;11.04;18.9;12.1;0.0;3.0;;;;;18.07.2011
2011200;2011;7;19;15.84;20.2;11.3;0.0;3.2;;;;;19.07.2011
2011201;2011;7;20;9.12;16.9;13.1;2.5;2.0;;;;;20.07.2011
2011202;2011;7;21;8.43;18.9;13.8;1.5;2.1;;;;;21.07.2011
2011203;2011;7;22;18.76;21.2;13.4;2.0;4.1;;;;;22.07.2011
2011204;2011;7;23;15.20;18.7;12.4;1.0;3.4;;;;;23.07.2011
2011205;2011;7;24;15.53;21.4;11.3;1.5;3.5;;;;;24.07.2011
2011206;2011;7;25;20.34;23.7;13.9;0.5;4.5;;;;;25.07.2011
2011207;2011;7;26;15.45;22.2;9.9;0.0;3.3;;;;;26.07.2011
2011208;2011;7;27;7.74;19.0;12.2;0.0;2.0;;;;;27.07.2011
2011209;2011;7;28;13.36;23.6;14.2;0.0;3.3;;;;;28.07.2011
2011210;2011;7;29;17.20;25.4;10.1;0.0;3.8;;;;;29.07.2011
2011211;2011;7;30;18.90;22.3;12.3;0.0;3.9;;;;;30.07.2011
2011212;2011;7;31;23.53;27.6;5.3;0.0;4.4;;;;;31.07.2011
2011213;2011;8;1;19.37;30.3;11.3;0.0;4.9;;;;;01.08.2011
2011214;2011;8;2;13.01;27.0;10.8;0.0;3.9;;;;;02.08.2011
2011215;2011;8;3;14.11;28.8;16.9;0.0;4.0;;;;;03.08.2011
2011216;2011;8;4;8.52;24.1;12.0;10.0;1.9;;;;;04.08.2011
2011217;2011;8;5;10.66;21.1;14.8;0.0;2.2;;;;;05.08.2011
2011218;2011;8;6;5.63;19.7;14.1;8.0;1.5;;;;;06.08.2011
2011219;2011;8;7;18.85;22.1;11.7;6.0;4.0;;;;;07.08.2011
2011220;2011;8;8;15.79;20.8;12.4;3.5;3.7;;;;;08.08.2011
2011221;2011;8;9;20.45;19.5;13.4;0.0;4.5;;;;;09.08.2011
2011222;2011;8;10;23.11;23.9;5.4;0.0;3.7;;;;;10.08.2011
2011223;2011;8;11;16.95;26.3;8.6;2.0;3.8;;;;;11.08.2011
2011224;2011;8;12;10.49;22.1;16.3;0.0;2.6;;;;;12.08.2011
2011225;2011;8;13;7.94;22.4;13.9;18.5;1.7;;;;;13.08.2011
2011226;2011;8;14;12.60;20.7;15.2;0.0;2.9;;;;;14.08.2011
2011227;2011;8;15;21.61;22.5;10.4;0.0;3.7;;;;;15.08.2011
2011228;2011;8;16;18.91;26.1;13.1;0.0;3.9;;;;;16.08.2011
2011229;2011;8;17;18.52;27.5;11.6;1.5;3.5;;;;;17.08.2011
2011230;2011;8;18;12.08;25.6;15.8;29.0;2.8;;;;;18.08.2011
2011231;2011;8;19;19.67;23.7;16.0;0.0;3.8;;;;;19.08.2011
2011232;2011;8;20;21.32;30.6;8.8;1.0;4.0;;;;;20.08.2011
2011233;2011;8;21;16.26;27.2;19.4;0.0;4.2;;;;;21.08.2011
2011234;2011;8;22;4.63;19.7;15.6;24.0;1.5;;;;;22.08.2011
2011235;2011;8;23;9.43;24.1;16.3;0.5;2.3;;;;;23.08.2011
2011236;2011;8;24;14.16;22.5;15.7;0.0;3.1;;;;;24.08.2011
2011237;2011;8;25;14.48;22.3;13.1;27.5;2.9;;;;;25.08.2011
2011238;2011;8;26;7.93;18.9;13.4;5.0;1.9;;;;;26.08.2011
2011239;2011;8;27;15.53;18.9;10.6;3.0;2.9;;;;;27.08.2011
2011240;2011;8;28;10.11;19.2;10.5;0.0;2.2;;;;;28.08.2011
2011241;2011;8;29;13.97;19.1;8.5;0.0;2.5;;;;;29.08.2011
2011242;2011;8;30;16.66;21.4;4.2;0.0;2.5;;;;;30.08.2011
2011243;2011;8;31;17.11;21.1;7.2;0.0;2.7;;;;;31.08.2011
2011244;2011;9;1;14.95;26.5;12.6;0.0;3.1;;;;;01.09.2011
2011245;2011;9;2;18.39;29.5;12.0;0.0;3.3;;;;;02.09.2011
2011246;2011;9;3;14.99;30.2;13.0;17.0;3.1;;;;;03.09.2011
2011247;2011;9;4;9.10;22.7;15.5;7.0;2.5;;;;;04.09.2011
2011248;2011;9;5;18.10;19.6;12.0;0.0;3.2;;;;;05.09.2011
2011249;2011;9;6;8.81;20.1;12.4;3.5;2.4;;;;;06.09.2011
2011250;2011;9;7;13.49;19.2;12.4;0.0;2.8;;;;;07.09.2011
2011251;2011;9;8;6.29;19.4;12.4;1.0;1.2;;;;;08.09.2011
2011252;2011;9;9;7.38;23.5;18.2;0.0;1.9;;;;;09.09.2011
2011253;2011;9;10;12.69;28.0;15.1;2.5;3.0;;;;;10.09.2011
2011254;2011;9;11;7.60;20.0;15.4;1.5;2.1;;;;;11.09.2011
2011255;2011;9;12;10.40;23.8;14.9;0.0;2.8;;;;;12.09.2011
2011256;2011;9;13;13.66;21.2;14.5;0.0;3.2;;;;;13.09.2011
2011257;2011;9;14;14.77;20.6;8.8;0.0;2.2;;;;;14.09.2011
2011258;2011;9;15;17.49;21.0;4.2;0.0;2.1;;;;;15.09.2011
2011259;2011;9;16;13.32;25.9;9.5;1.0;2.8;;;;;16.09.2011
2011260;2011;9;17;5.67;17.8;12.2;24.0;1.7;;;;;17.09.2011
2011261;2011;9;18;11.62;15.7;8.9;14.0;1.6;;;;;18.09.2011
2011262;2011;9;19;11.47;18.5;10.2;0.0;1.7;;;;;19.09.2011
2011263;2011;9;20;4.87;16.9;13.9;0.0;1.4;;;;;20.09.2011
2011264;2011;9;21;9.16;20.7;13.5;0.0;2.0;;;;;21.09.2011
2011265;2011;9;22;12.72;19.6;9.2;0.0;1.7;;;;;22.09.2011
2011266;2011;9;23;14.22;20.7;7.6;0.0;1.8;;;;;23.09.2011
2011267;2011;9;24;15.19;23.7;5.3;0.0;1.8;;;;;24.09.2011
2011268;2011;9;25;13.44;24.5;9.3;0.0;2.1;;;;;25.09.2011
2011269;2011;9;26;12.71;24.8;10.3;0.0;2.1;;;;;26.09.2011
2011270;2011;9;27;13.56;26.1;10.9;0.0;2.1;;;;;27.09.2011
2011271;2011;9;28;14.78;26.8;9.7;0.0;2.5;;;;;28.09.2011
2011272;2011;9;29;14.53;27.7;9.9;0.0;2.4;;;;;29.09.2011
2011273;2011;9;30;14.35;28.9;10.4;0.0;2.6;;;;;30.09.2011
2011274;2011;10;1;14.12;28.3;9.6;0.0;2.5;;;;;01.10.2011
2011275;2011;10;2;14.05;27.5;7.6;0.0;2.2;;;;;02.10.2011
2011276;2011;10;3;13.99;27.8;9.4;0.0;2.6;;;;;03.10.2011
2011277;2011;10;4;6.44;20.9;11.9;0.0;1.5;;;;;04.10.2011
2011278;2011;10;5;5.75;19.4;15.1;0.0;1.6;;;;;05.10.2011
2011279;2011;10;6;6.54;17.8;11.5;3.5;2.2;;;;;06.10.2011
2011280;2011;10;7;6.97;15.8;8.8;5.5;1.5;;;;;07.10.2011
2011281;2011;10;8;4.71;14.4;9.0;0.5;0.9;;;;;08.10.2011
2011282;2011;10;9;3.68;17.0;11.7;0.5;0.5;;;;;09.10.2011
2011283;2011;10;10;3.76;17.5;14.7;0.0;1.3;;;;;10.10.2011
2011284;2011;10;11;3.89;17.0;13.9;0.0;1.2;;;;;11.10.2011
2011285;2011;10;12;3.81;16.3;13.8;1.0;1.1;;;;;12.10.2011
2011286;2011;10;13;7.89;19.5;14.5;0.0;1.4;;;;;13.10.2011
2011287;2011;10;14;11.94;16.0;7.1;0.0;1.4;;;;;14.10.2011
2011288;2011;10;15;12.28;17.0;1.6;0.0;1.1;;;;;15.10.2011
2011289;2011;10;16;10.51;17.1;0.1;0.0;0.7;;;;;16.10.2011
2011290;2011;10;17;8.37;18.0;3.8;0.0;0.9;;;;;17.10.2011
