iso-date,tmin,tmax,tavg,globrad,precip,wind,relhumid
2011-01-01,-2.21,2.19,-0.01,1.108,0.6,0.0,80.0
2011-01-02,0.7,3.88,2.29,3.781,0.0,0.0,80.0
2011-01-03,-0.45,2.25,0.9,2.551,0.0,0.0,80.0
2011-01-04,-2.93,0.05,-1.44,3.208,0.0,0.0,80.0
2011-01-05,-2.38,5.77,1.69,4.261,9.7,0.0,80.0
2011-01-06,2.08,11.5,6.79,0.546,29.3,0.0,80.0
2011-01-07,6.69,11.27,8.98,0.868,3.8,0.0,80.0
2011-01-08,8.72,12.4,10.56,1.799,6.7,0.0,80.0
2011-01-09,2.92,7.51,5.21,3.983,0.0,0.0,80.0
2011-01-10,-1.17,3.56,1.2,3.015,1.2,0.0,80.0
2011-01-11,0.37,8.65,4.51,1.752,4.0,0.0,80.0
2011-01-12,4.0,12.18,8.09,0.522,6.4,0.0,80.0
2011-01-13,10.13,13.59,11.86,0.994,0.0,0.0,80.0
2011-01-14,9.71,13.29,11.5,2.529,2.8,0.0,80.0
2011-01-15,7.07,11.11,9.09,3.991,0.0,0.0,80.0
2011-01-16,5.06,11.91,8.48,4.469,0.0,0.0,80.0
2011-01-17,4.18,8.41,6.29,1.333,0.4,0.0,80.0
2011-01-18,5.3,8.91,7.11,1.867,0.6,0.0,80.0
2011-01-19,0.12,4.67,2.4,2.591,0.0,0.0,80.0
2011-01-20,-0.06,5.11,2.53,5.291,0.4,0.0,80.0
2011-01-21,-1.28,1.89,0.3,2.644,0.0,0.0,80.0
2011-01-22,-0.26,5.71,2.73,1.5,0.2,0.0,80.0
2011-01-23,2.33,6.2,4.27,1.587,1.0,0.0,80.0
2011-01-24,4.06,6.99,5.53,1.841,1.0,0.0,80.0
2011-01-25,0.01,6.32,3.17,1.212,2.8,0.0,80.0
2011-01-26,4.13,6.95,5.54,1.219,1.6,0.0,80.0
2011-01-27,0.61,3.75,2.18,4.969,0.0,0.0,80.0
2011-01-28,-2.18,1.05,-0.57,4.174,0.0,0.0,80.0
2011-01-29,-1.17,0.23,-0.47,2.184,0.0,0.0,80.0
2011-01-30,-3.68,-0.1,-1.89,8.108,0.0,0.0,80.0
2011-01-31,-4.3,-2.2,-3.25,1.813,0.0,0.0,80.0
2011-02-01,-5.1,0.14,-2.48,1.717,0.8,0.0,80.0
2011-02-02,-0.85,3.15,1.15,3.059,1.4,0.0,80.0
2011-02-03,1.18,8.86,5.02,4.598,0.2,0.0,80.0
2011-02-04,3.0,9.88,6.44,1.862,0.0,0.0,80.0
2011-02-05,8.79,10.61,9.7,1.65,0.0,0.0,80.0
2011-02-06,7.59,9.17,8.38,2.444,0.0,0.0,80.0
2011-02-07,2.05,12.91,7.48,7.957,0.0,0.0,80.0
2011-02-08,1.62,8.46,5.04,6.712,0.2,0.0,80.0
2011-02-09,2.04,5.51,3.77,1.685,0.0,0.0,80.0
2011-02-10,2.52,11.34,6.93,2.132,3.2,0.0,80.0
2011-02-11,9.84,15.15,12.5,5.173,0.6,0.0,80.0
2011-02-12,7.72,11.16,9.44,3.735,1.0,0.0,80.0
2011-02-13,0.75,8.38,4.57,4.123,1.0,0.0,80.0
2011-02-14,4.57,8.68,6.63,4.151,0.2,0.0,80.0
2011-02-15,1.64,7.07,4.36,3.09,0.2,0.0,80.0
2011-02-16,1.54,9.23,5.38,5.055,0.0,0.0,80.0
2011-02-17,1.09,10.68,5.88,8.695,0.0,0.0,80.0
2011-02-18,-0.29,4.15,1.93,3.074,0.0,0.0,80.0
2011-02-19,2.52,5.84,4.18,2.787,1.6,0.0,80.0
2011-02-20,3.52,5.19,4.36,1.586,0.6,0.0,80.0
2011-02-21,2.39,4.48,3.44,2.587,0.0,0.0,80.0
2011-02-22,0.02,6.77,3.39,9.484,0.0,0.0,80.0
2011-02-23,-2.18,4.63,1.22,2.291,6.2,0.0,80.0
2011-02-24,1.61,10.49,6.05,2.812,1.2,0.0,80.0
2011-02-25,6.38,10.06,8.22,4.302,0.2,0.0,80.0
2011-02-26,7.33,10.79,9.06,2.372,8.6,0.0,80.0
2011-02-27,4.04,7.63,5.83,5.045,0.4,0.0,80.0
2011-02-28,0.91,4.9,2.91,2.962,0.0,0.0,80.0
2011-03-01,1.5,8.33,4.92,10.409,0.0,0.0,80.0
2011-03-02,0.84,9.84,5.34,12.003,0.0,0.0,80.0
2011-03-03,-0.74,6.57,2.92,12.084,0.0,0.0,80.0
2011-03-04,-0.6,9.14,4.27,12.302,0.0,0.0,80.0
2011-03-05,-0.83,4.14,1.65,10.789,0.0,0.0,80.0
2011-03-06,-0.21,7.44,3.62,13.96,0.0,0.0,80.0
2011-03-07,-0.41,9.7,4.64,14.366,0.0,0.0,80.0
2011-03-08,-2.25,14.26,6.0,13.518,0.0,0.0,80.0
2011-03-09,4.42,11.17,7.79,7.257,0.0,0.0,80.0
2011-03-10,2.13,10.07,6.1,5.588,0.2,0.0,80.0
2011-03-11,7.11,11.96,9.54,7.474,0.0,0.0,80.0
2011-03-12,2.51,14.79,8.65,10.032,0.8,0.0,80.0
2011-03-13,7.83,11.58,9.71,2.923,0.0,0.0,80.0
2011-03-14,6.95,12.13,9.54,4.649,0.0,0.0,80.0
2011-03-15,4.92,19.14,12.03,14.998,0.0,0.0,80.0
2011-03-16,6.63,16.17,11.4,13.925,0.0,0.0,80.0
2011-03-17,4.92,6.69,5.8,1.65,0.0,0.0,80.0
2011-03-18,3.43,10.97,7.2,6.238,2.4,0.0,80.0
2011-03-19,5.05,8.07,6.56,4.162,0.0,0.0,80.0
2011-03-20,-0.5,11.83,5.67,13.687,0.0,0.0,80.0
2011-03-21,-1.23,14.45,6.61,17.258,0.0,0.0,80.0
2011-03-22,1.88,16.53,9.21,16.491,0.0,0.0,80.0
2011-03-23,3.84,17.71,10.78,16.342,0.0,0.0,80.0
2011-03-24,5.0,19.46,12.23,17.258,0.0,0.0,80.0
2011-03-25,2.48,19.59,11.04,16.593,0.0,0.0,80.0
2011-03-26,5.98,16.86,11.42,10.802,0.0,0.0,80.0
2011-03-27,4.24,17.15,10.7,16.277,0.0,0.0,80.0
2011-03-28,3.57,14.69,9.13,16.821,0.0,0.0,80.0
2011-03-29,0.45,17.89,9.17,17.008,0.0,0.0,80.0
2011-03-30,8.91,13.67,11.29,4.52,3.0,0.0,80.0
2011-03-31,9.84,15.67,12.75,5.458,5.9,0.0,80.0
2011-04-01,12.42,15.86,14.14,6.328,0.4,0.0,80.0
2011-04-02,8.63,23.83,16.23,17.144,2.8,0.0,80.0
2011-04-03,9.31,12.27,10.79,4.675,1.8,0.0,80.0
2011-04-04,7.0,13.55,10.28,11.524,0.0,0.0,80.0
2011-04-05,2.31,14.5,8.4,7.936,0.0,0.0,80.0
2011-04-06,7.73,22.76,15.25,19.121,0.0,0.0,80.0
2011-04-07,8.54,21.13,14.83,20.164,0.0,0.0,80.0
2011-04-08,7.49,19.6,13.55,19.076,0.0,0.0,80.0
