iso-date,tmin,tmax,tavg,globrad,precip,wind,relhumid
2011-1-1,-0.65,1.45,0.4,0.985,0.0,0.0,80.0
2011-1-2,-0.55,3.5,1.48,2.944,0.0,0.0,80.0
2011-1-3,-3.32,2.48,-0.42,6.226,0.0,0.0,80.0
2011-1-4,-4.41,-1.87,-3.14,0.971,0.0,0.0,80.0
2011-1-5,-5.64,7.04,0.7,3.901,0.6,0.0,80.0
2011-1-6,0.54,9.95,5.24,1.306,6.8,0.0,80.0
2011-1-7,8.35,13.53,10.94,1.653,3.2,0.0,80.0
2011-1-8,8.46,14.05,11.26,2.755,1.2,0.0,80.0
2011-1-9,5.36,9.66,7.51,0.648,12.9,0.0,80.0
2011-1-10,-1.38,6.59,2.6,5.054,0.0,0.0,80.0
2011-1-11,0.73,7.08,3.91,1.356,3.2,0.0,80.0
2011-1-12,4.15,9.69,6.92,1.343,1.2,0.0,80.0
2011-1-13,5.97,10.8,8.38,0.977,0.0,0.0,80.0
2011-1-14,7.96,12.75,10.36,2.991,0.0,0.0,80.0
2011-1-15,5.23,13.86,9.54,6.432,0.0,0.0,80.0
2011-1-16,-1.97,3.51,0.77,2.957,0.0,0.0,80.0
2011-1-17,-1.46,5.31,1.92,3.025,0.0,0.0,80.0
2011-1-18,0.45,9.06,4.75,3.102,0.4,0.0,80.0
2011-1-19,1.26,5.99,3.63,4.963,0.0,0.0,80.0
2011-1-20,-0.53,4.41,1.94,4.338,0.0,0.0,80.0
2011-1-21,-1.54,2.7,0.58,7.325,0.0,0.0,80.0
2011-1-22,-3.33,1.31,-1.01,4.71,0.0,0.0,80.0
2011-1-23,-7.08,3.21,-1.94,7.68,0.0,0.0,80.0
2011-1-24,-3.02,2.8,-0.11,2.072,0.0,0.0,80.0
2011-1-25,0.85,7.81,4.33,5.128,0.0,0.0,80.0
2011-1-26,1.67,4.38,3.02,3.135,2.0,0.0,80.0
2011-1-27,0.46,5.18,2.82,4.032,0.0,0.0,80.0
2011-1-28,0.26,4.38,2.32,3.238,0.0,0.0,80.0
2011-1-29,-2.83,3.32,0.24,8.427,0.0,0.0,80.0
2011-1-30,-3.24,-0.75,-2.0,1.855,0.0,0.0,80.0
2011-1-31,-6.25,-1.15,-3.7,1.404,0.0,0.0,80.0
2011-2-1,-2.25,-0.83,-1.54,2.314,0.0,0.0,80.0
2011-2-2,-3.62,1.58,-1.02,3.524,0.0,0.0,80.0
2011-2-3,-0.31,2.88,1.28,2.063,0.8,0.0,80.0
2011-2-4,1.65,8.6,5.13,3.589,0.0,0.0,80.0
2011-2-5,6.75,12.96,9.86,7.35,0.0,0.0,80.0
2011-2-6,-2.85,4.99,1.07,3.586,0.0,0.0,80.0
2011-2-7,-0.03,5.55,2.76,5.435,0.0,0.0,80.0
2011-2-8,-5.94,7.78,0.92,8.258,0.0,0.0,80.0
2011-2-9,1.22,3.55,2.38,1.769,0.0,0.0,80.0
2011-2-10,-0.19,7.07,3.44,4.517,0.0,0.0,80.0
2011-2-11,-2.33,9.03,3.35,7.82,0.0,0.0,80.0
2011-2-12,-4.14,8.23,2.05,5.47,0.2,0.0,80.0
2011-2-13,-2.17,9.74,3.79,7.397,0.0,0.0,80.0
2011-2-14,-0.21,7.19,3.49,1.541,5.0,0.0,80.0
2011-2-15,2.07,9.19,5.63,3.939,1.2,0.0,80.0
2011-2-16,-0.33,12.27,5.97,9.557,0.0,0.0,80.0
2011-2-17,-0.85,6.14,2.65,3.602,0.0,0.0,80.0
2011-2-18,2.46,5.48,3.97,2.375,0.0,0.0,80.0
2011-2-19,2.16,4.92,3.54,4.358,3.0,0.0,80.0
2011-2-20,3.36,7.3,5.33,1.504,0.0,0.0,80.0
2011-2-21,3.35,9.99,6.67,7.71,0.6,0.0,80.0
2011-2-22,1.76,4.09,2.92,2.931,0.2,0.0,80.0
2011-2-23,-3.44,5.07,0.82,9.19,4.2,0.0,80.0
2011-2-24,2.06,6.5,4.28,2.97,2.4,0.0,80.0
2011-2-25,5.84,12.08,8.96,5.199,0.4,0.0,80.0
2011-2-26,4.47,9.2,6.83,3.533,4.6,0.0,80.0
2011-2-27,5.17,7.82,6.5,4.55,1.0,0.0,80.0
2011-2-28,0.46,8.61,4.54,10.243,0.0,0.0,80.0
2011-3-1,4.35,11.62,7.98,9.032,0.0,0.0,80.0
2011-3-2,0.37,10.43,5.4,13.548,0.0,0.0,80.0
2011-3-3,-1.82,7.19,2.69,11.573,0.0,0.0,80.0
2011-3-4,-1.85,10.47,4.31,12.549,0.0,0.0,80.0
2011-3-5,-1.16,12.57,5.71,14.324,0.0,0.0,80.0
2011-3-6,-0.45,10.37,4.96,14.935,0.0,0.0,80.0
2011-3-7,-1.55,10.55,4.5,15.164,0.0,0.0,80.0
2011-3-8,-2.98,14.08,5.55,14.642,0.0,0.0,80.0
2011-3-9,0.96,13.63,7.29,13.78,0.0,0.0,80.0
2011-3-10,2.62,13.04,7.83,8.919,0.0,0.0,80.0
2011-3-11,2.96,14.13,8.54,11.268,0.0,0.0,80.0
2011-3-12,-1.54,12.3,5.38,6.181,12.9,0.0,80.0
2011-3-13,6.67,9.99,8.33,3.678,10.1,0.0,80.0
2011-3-14,7.28,16.87,12.08,12.86,0.0,0.0,80.0
2011-3-15,6.86,18.07,12.46,12.733,0.0,0.0,80.0
2011-3-16,7.87,13.99,10.93,7.676,1.8,0.0,80.0
2011-3-17,6.96,10.1,8.53,2.852,0.0,0.0,80.0
2011-3-18,6.27,11.69,8.98,8.41,3.4,0.0,80.0
2011-3-19,7.48,9.39,8.44,5.347,0.2,0.0,80.0
2011-3-20,1.05,13.17,7.11,17.964,0.0,0.0,80.0
2011-3-21,0.54,14.38,7.46,18.766,0.0,0.0,80.0
2011-3-22,1.94,14.97,8.46,18.074,0.0,0.0,80.0
2011-3-23,4.12,18.16,11.14,18.804,0.0,0.0,80.0
2011-3-24,4.4,19.33,11.86,18.357,0.0,0.0,80.0
2011-3-25,1.09,20.04,10.56,19.462,0.0,0.0,80.0
2011-3-26,3.14,18.83,10.98,14.402,5.8,0.0,80.0
2011-3-27,7.37,16.68,12.03,13.342,0.0,0.0,80.0
2011-3-28,8.63,17.0,12.82,11.08,0.0,0.0,80.0
2011-3-29,3.52,17.8,10.66,15.324,1.4,0.0,80.0
2011-3-30,8.96,15.39,12.18,11.091,0.6,0.0,80.0
2011-3-31,9.97,15.69,12.83,4.155,3.4,0.0,80.0
2011-4-1,11.46,20.23,15.85,17.073,0.0,0.0,80.0
2011-4-2,5.41,24.11,14.76,20.392,0.2,0.0,80.0
2011-4-3,10.76,19.78,15.27,11.358,6.0,0.0,80.0
2011-4-4,7.85,15.68,11.77,13.077,0.0,0.0,80.0
2011-4-5,2.56,17.05,9.8,16.386,0.0,0.0,80.0
2011-4-6,5.91,22.13,14.02,20.495,0.0,0.0,80.0
