iso-date,tmin,tmax,tavg,globrad,precip,wind,relhumid
2010-01-01,-0.4,1.0,0.3,0.511,0.0,0.0,80.0
2010-01-02,-4.1,3.1,-0.5,5.27,0.0,0.0,80.0
2010-01-03,-2.1,3.8,0.85,3.131,0.0,0.0,80.0
2010-01-04,-5.7,-2.4,-4.05,3.11,0.0,0.0,80.0
2010-01-05,-7.3,-1.1,-4.2,4.918,0.0,0.0,80.0
2010-01-06,-5.3,-0.7,-3.0,1.39,1.8,0.0,80.0
2010-01-07,-12.8,-1.8,-7.3,4.198,0.2,0.0,80.0
2010-01-08,-13.9,-3.8,-8.85,5.069,0.0,0.0,80.0
2010-01-09,-5.1,-1.7,-3.4,2.578,0.6,0.0,80.0
2010-01-10,-3.1,-0.9,-2.0,1.578,0.2,0.0,80.0
2010-01-11,-2.0,0.1,-0.95,2.562,0.0,0.0,80.0
2010-01-12,-7.1,0.9,-3.1,2.779,2.0,0.0,80.0
2010-01-13,-2.6,5.5,1.45,5.182,3.4,0.0,80.0
2010-01-14,1.0,5.0,3.0,5.609,0.0,0.0,80.0
2010-01-15,-1.2,3.6,1.2,2.281,0.0,0.0,80.0
2010-01-16,0.5,9.6,5.05,0.712,7.0,0.0,80.0
2010-01-17,3.2,10.3,6.75,6.069,0.0,0.0,80.0
2010-01-18,1.5,7.9,4.7,3.859,0.0,0.0,80.0
2010-01-19,0.9,3.4,2.15,3.269,2.0,0.0,80.0
2010-01-20,-0.6,8.7,4.05,3.851,2.0,0.0,80.0
2010-01-21,0.5,4.1,2.3,2.888,0.0,0.0,80.0
2010-01-22,1.4,8.3,4.85,4.608,0.6,0.0,80.0
2010-01-23,3.2,4.9,4.05,2.499,1.2,0.0,80.0
2010-01-24,3.4,5.5,4.45,1.051,3.4,0.0,80.0
2010-01-25,-0.6,5.5,2.45,4.968,0.0,0.0,80.0
2010-01-26,-1.0,0.2,-0.4,0.812,0.0,0.0,80.0
2010-01-27,-5.2,0.9,-2.15,6.96,0.6,0.0,80.0
2010-01-28,-1.0,6.3,2.65,4.721,0.0,0.0,80.0
2010-01-29,2.4,7.6,5.0,1.98,4.0,0.0,80.0
2010-01-30,-0.7,3.1,1.2,6.492,0.6,0.0,80.0
2010-01-31,-4.8,2.7,-1.05,9.731,0.2,0.0,80.0
2010-02-01,-2.4,3.4,0.5,4.248,0.0,0.0,80.0
2010-02-02,-0.9,7.2,3.15,3.528,0.4,0.0,80.0
2010-02-03,6.0,8.6,7.3,2.302,0.8,0.0,80.0
2010-02-04,0.1,8.3,4.2,5.65,4.2,0.0,80.0
2010-02-05,4.3,11.2,7.75,6.709,1.8,0.0,80.0
2010-02-06,4.3,10.3,7.3,6.312,0.0,0.0,80.0
2010-02-07,2.9,4.6,3.75,1.808,0.0,0.0,80.0
2010-02-08,1.7,3.7,2.7,1.85,0.2,0.0,80.0
2010-02-09,-1.6,0.3,-0.65,1.678,0.0,0.0,80.0
2010-02-10,-4.8,3.3,-0.75,6.111,0.4,0.0,80.0
2010-02-11,-4.9,-1.7,-3.3,5.161,0.0,0.0,80.0
2010-02-12,-3.8,-0.9,-2.35,4.031,0.0,0.0,80.0
2010-02-13,-4.3,-1.7,-3.0,4.78,0.0,0.0,80.0
2010-02-14,-3.2,-0.0,-1.6,5.939,0.0,0.0,80.0
2010-02-15,-6.3,2.8,-1.75,9.371,0.0,0.0,80.0
2010-02-16,-7.4,4.5,-1.45,11.301,0.0,0.0,80.0
2010-02-17,-0.7,3.8,1.55,2.541,0.8,0.0,80.0
2010-02-18,-0.1,9.9,4.9,8.212,3.4,0.0,80.0
2010-02-19,0.9,7.4,4.15,10.669,0.6,0.0,80.0
2010-02-20,-0.9,5.8,2.45,7.249,1.2,0.0,80.0
2010-02-21,0.3,9.4,4.85,6.492,1.4,0.0,80.0
2010-02-22,5.0,14.7,9.85,8.61,1.0,0.0,80.0
2010-02-23,8.3,13.1,10.7,7.048,2.0,0.0,80.0
2010-02-24,5.1,11.5,8.3,6.061,6.0,0.0,80.0
2010-02-25,6.2,14.0,10.1,5.399,10.8,0.0,80.0
2010-02-26,5.5,10.7,8.1,9.848,0.8,0.0,80.0
2010-02-27,2.3,14.7,8.5,7.998,11.4,0.0,80.0
2010-02-28,5.4,11.0,8.2,7.249,2.2,0.0,80.0
2010-03-01,-0.5,10.2,4.85,8.471,2.6,0.0,80.0
2010-03-02,5.1,10.9,8.0,8.25,0.0,0.0,80.0
2010-03-03,0.8,8.9,4.85,10.259,0.0,0.0,80.0
2010-03-04,1.0,8.7,4.85,13.13,0.0,0.0,80.0
2010-03-05,-2.3,5.9,1.8,14.26,0.0,0.0,80.0
2010-03-06,-2.8,7.7,2.45,9.899,0.0,0.0,80.0
2010-03-07,-4.1,3.3,-0.4,14.892,0.0,0.0,80.0
2010-03-08,-4.0,6.3,1.15,16.6,0.0,0.0,80.0
2010-03-09,-3.3,4.3,0.5,16.03,0.0,0.0,80.0
2010-03-10,-2.2,6.6,2.2,11.849,0.0,0.0,80.0
2010-03-11,-3.4,6.9,1.75,13.54,0.0,0.0,80.0
2010-03-12,-3.1,6.0,1.45,7.831,0.0,0.0,80.0
2010-03-13,-0.5,7.6,3.55,5.42,0.0,0.0,80.0
2010-03-14,2.5,8.7,5.6,6.061,0.0,0.0,80.0
2010-03-15,-1.0,13.0,6.0,17.089,0.0,0.0,80.0
2010-03-16,-1.8,14.5,6.35,16.888,0.0,0.0,80.0
2010-03-17,0.9,18.1,9.5,15.7,0.0,0.0,80.0
2010-03-18,3.0,20.3,11.65,13.042,0.0,0.0,80.0
2010-03-19,9.2,19.9,14.55,11.581,5.4,0.0,80.0
2010-03-20,10.7,15.9,13.3,6.68,3.2,0.0,80.0
2010-03-21,7.6,13.3,10.45,13.36,0.2,0.0,80.0
2010-03-22,1.3,16.3,8.8,17.872,0.2,0.0,80.0
2010-03-23,1.6,16.7,9.15,16.801,0.0,0.0,80.0
2010-03-24,5.0,18.3,11.65,11.221,0.0,0.0,80.0
2010-03-25,8.5,17.9,13.2,9.321,2.8,0.0,80.0
2010-03-26,5.8,11.9,8.85,9.459,12.6,0.0,80.0
2010-03-27,5.9,13.7,9.8,11.142,7.6,0.0,80.0
2010-03-28,7.9,13.9,10.9,5.851,2.8,0.0,80.0
2010-03-29,9.2,18.5,13.85,13.879,4.4,0.0,80.0
2010-03-30,6.0,12.0,9.0,10.602,1.2,0.0,80.0
2010-03-31,4.8,11.8,8.3,14.909,0.4,0.0,80.0
2010-04-01,0.1,11.5,5.8,17.709,1.0,0.0,80.0
2010-04-02,2.8,11.5,7.15,10.46,4.6,0.0,80.0
2010-04-03,5.5,11.1,8.3,10.091,9.4,0.0,80.0
2010-04-04,4.9,11.7,8.3,14.72,0.4,0.0,80.0
2010-04-05,0.7,13.2,6.95,18.341,0.0,0.0,80.0
2010-04-06,1.7,19.7,10.7,22.112,0.0,0.0,80.0
2010-04-07,8.2,16.0,12.1,15.398,0.0,0.0,80.0
2010-04-08,6.8,14.4,10.6,10.991,0.6,0.0,80.0
2010-04-09,3.9,17.6,10.75,21.601,0.0,0.0,80.0
2010-04-10,5.9,16.8,11.35,21.84,0.0,0.0,80.0
2010-04-11,3.8,14.2,9.0,20.471,0.0,0.0,80.0
2010-04-12,3.2,12.7,7.95,18.751,0.0,0.0,80.0
2010-04-13,4.8,12.5,8.65,12.201,5.6,0.0,80.0
2010-04-14,4.2,12.9,8.55,8.212,0.0,0.0,80.0
2010-04-15,4.1,15.7,9.9,20.09,0.2,0.0,80.0
2010-04-16,5.3,15.8,10.55,22.74,0.0,0.0,80.0
2010-04-17,2.8,18.1,10.45,23.531,0.0,0.0,80.0
2010-04-18,1.0,21.2,11.1,23.602,0.0,0.0,80.0
2010-04-19,2.4,21.1,11.75,22.962,0.0,0.0,80.0
2010-04-20,6.2,18.4,12.3,24.288,0.0,0.0,80.0
2010-04-21,0.5,16.6,8.55,23.07,0.0,0.0,80.0
2010-04-22,5.4,16.4,10.9,21.848,0.0,0.0,80.0
2010-04-23,3.9,19.0,11.45,23.539,0.0,0.0,80.0
2010-04-24,1.8,23.7,12.75,22.66,0.0,0.0,80.0
2010-04-25,7.7,20.2,13.95,20.262,0.0,0.0,80.0
2010-04-26,6.1,18.1,12.1,21.2,0.0,0.0,80.0
2010-04-27,4.6,19.9,12.25,24.682,0.0,0.0,80.0
2010-04-28,3.7,26.1,14.9,25.419,0.0,0.0,80.0
2010-04-29,9.5,26.1,17.8,20.09,0.0,0.0,80.0
2010-04-30,8.8,16.9,12.85,16.102,0.0,0.0,80.0
2010-05-01,7.2,16.5,11.85,12.092,0.0,0.0,80.0
2010-05-02,8.3,14.6,11.45,16.88,1.6,0.0,80.0
2010-05-03,5.5,10.6,8.05,8.618,0.0,0.0,80.0
2010-05-04,4.5,12.9,8.7,18.132,0.0,0.0,80.0
2010-05-05,3.9,13.0,8.45,19.019,0.0,0.0,80.0
2010-05-06,3.7,15.0,9.35,23.648,0.0,0.0,80.0
2010-05-07,2.5,14.3,8.4,23.422,0.0,0.0,80.0
2010-05-08,6.0,16.6,11.3,13.339,5.8,0.0,80.0
2010-05-09,5.9,17.7,11.8,19.379,0.0,0.0,80.0
2010-05-10,9.0,13.5,11.25,6.768,2.8,0.0,80.0
2010-05-11,6.1,7.4,6.75,3.068,0.0,0.0,80.0
2010-05-12,2.9,10.4,6.65,13.05,0.0,0.0,80.0
2010-05-13,3.6,12.6,8.1,19.228,0.0,0.0,80.0
2010-05-14,0.5,13.3,6.9,17.428,0.0,0.0,80.0
2010-05-15,1.2,16.2,8.7,22.351,0.0,0.0,80.0
2010-05-16,1.5,16.1,8.8,22.02,0.0,0.0,80.0
2010-05-17,6.3,18.5,12.4,24.761,0.0,0.0,80.0
2010-05-18,4.5,18.6,11.55,24.711,0.0,0.0,80.0
2010-05-19,5.9,19.5,12.7,27.871,0.0,0.0,80.0
2010-05-20,5.8,22.0,13.9,29.319,0.0,0.0,80.0
2010-05-21,9.2,23.3,16.25,28.7,0.0,0.0,80.0
2010-05-22,10.4,24.3,17.35,28.449,0.0,0.0,80.0
2010-05-23,9.3,26.1,17.7,29.608,0.0,0.0,80.0
2010-05-24,8.0,28.7,18.35,29.901,0.0,0.0,80.0
2010-05-25,11.3,26.2,18.75,16.968,0.6,0.0,80.0
2010-05-26,14.0,22.0,18.0,16.089,3.0,0.0,80.0
2010-05-27,11.8,20.2,16.0,15.382,0.8,0.0,80.0
2010-05-28,10.2,20.5,15.35,29.29,0.0,0.0,80.0
2010-05-29,6.4,17.4,11.9,11.958,3.2,0.0,80.0
2010-05-30,13.0,17.3,15.15,12.31,2.2,0.0,80.0
2010-05-31,11.3,18.6,14.95,19.471,0.0,0.0,80.0
