*WEATHER;DATA;:;;;;;;;;;;;Latitude = 47.904167 § Longitude = 1.521944 § Altitude = 129
2011291;2011;10;18;3.52;16.5;8.6;15.6;1.1;;;;;18.10.2011
2011292;2011;10;19;10.20;13.4;6.5;0.8;1.1;;;;;19.10.2011
2011293;2011;10;20;9.77;12.1;1.9;0.2;0.7;;;;;20.10.2011
2011294;2011;10;21;11.64;11.6;-1.3;0.2;0.6;;;;;21.10.2011
2011295;2011;10;22;11.23;16.5;-0.1;0.2;0.9;;;;;22.10.2011
2011296;2011;10;23;10.97;18.9;3.5;0.0;1.2;;;;;23.10.2011
2011297;2011;10;24;8.50;20.1;5.8;5.0;1.3;;;;;24.10.2011
2011298;2011;10;25;7.35;14.2;10.2;0.4;1.0;;;;;25.10.2011
2011299;2011;10;26;9.64;15.9;4.5;0.0;0.9;;;;;26.10.2011
2011300;2011;10;27;3.75;16.6;5.4;0.2;0.7;;;;;27.10.2011
2011301;2011;10;28;3.62;17.3;10.0;0.0;0.6;;;;;28.10.2011
2011302;2011;10;29;3.15;16.4;11.6;0.4;0.6;;;;;29.10.2011
2011303;2011;10;30;5.35;14.8;7.8;0.2;0.4;;;;;30.10.2011
2011304;2011;10;31;9.16;17.7;6.0;0.2;0.6;;;;;31.10.2011
2011305;2011;11;1;2.86;14.6;7.5;8.4;0.6;;;;;01.11.2011
2011306;2011;11;2;6.77;18.7;5.8;1.0;0.5;;;;;02.11.2011
2011307;2011;11;3;2.48;17.9;14.2;15.0;1.2;;;;;03.11.2011
2011308;2011;11;4;8.27;17.8;9.1;12.6;0.7;;;;;04.11.2011
2011309;2011;11;5;2.03;14.5;11.9;0.6;0.4;;;;;05.11.2011
2011310;2011;11;6;2.58;15.0;12.5;0.0;0.9;;;;;06.11.2011
2011311;2011;11;7;0.92;10.8;9.0;0.6;0.2;;;;;07.11.2011
2011312;2011;11;8;1.54;10.4;8.7;0.2;0.2;;;;;08.11.2011
2011313;2011;11;9;6.06;15.8;8.5;0.0;0.4;;;;;09.11.2011
2011314;2011;11;10;5.70;17.4;6.9;0.2;0.4;;;;;10.11.2011
2011315;2011;11;11;2.69;11.3;7.5;0.2;0.3;;;;;11.11.2011
2011316;2011;11;12;6.81;19.4;7.0;0.2;0.4;;;;;12.11.2011
2011317;2011;11;13;7.39;16.5;7.0;0.2;0.4;;;;;13.11.2011
2011318;2011;11;14;6.78;14.3;1.9;0.2;0.1;;;;;14.11.2011
2011319;2011;11;15;6.81;12.2;1.9;0.2;0.1;;;;;15.11.2011
2011320;2011;11;16;6.15;11.6;0.8;0.2;0.0;;;;;16.11.2011
2011321;2011;11;17;2.37;13.2;3.8;0.8;0.0;;;;;17.11.2011
2011322;2011;11;18;5.92;14.3;4.4;0.2;0.2;;;;;18.11.2011
2011323;2011;11;19;6.43;14.5;2.5;0.2;0.1;;;;;19.11.2011
2011324;2011;11;20;6.40;12.9;1.0;0.0;0.0;;;;;20.11.2011
2011325;2011;11;21;5.15;17.4;4.2;0.0;0.1;;;;;21.11.2011
2011326;2011;11;22;5.86;15.2;3.7;0.4;0.0;;;;;22.11.2011
2011327;2011;11;23;2.39;12.3;3.6;0.0;0.0;;;;;23.11.2011
2011328;2011;11;24;1.96;9.1;7.0;0.2;0.1;;;;;24.11.2011
2011329;2011;11;25;1.92;7.7;3.6;0.2;0.1;;;;;25.11.2011
2011330;2011;11;26;2.16;8.3;4.9;0.2;0.2;;;;;26.11.2011
2011331;2011;11;27;2.59;13.2;5.7;0.4;0.1;;;;;27.11.2011
2011332;2011;11;28;2.24;10.7;3.0;0.4;0.0;;;;;28.11.2011
2011333;2011;11;29;3.56;11.3;2.1;0.4;0.0;;;;;29.11.2011
2011334;2011;11;30;4.96;10.5;1.6;0.0;0.0;;;;;30.11.2011
2011335;2011;12;1;0.95;12.9;3.3;3.2;0.0;;;;;01.12.2011
2011336;2011;12;2;4.85;10.9;5.3;0.0;0.0;;;;;02.12.2011
2011337;2011;12;3;0.72;11.7;5.0;9.2;0.0;;;;;03.12.2011
2011338;2011;12;4;1.48;12.8;10.7;4.4;0.5;;;;;04.12.2011
2011339;2011;12;5;4.42;9.0;4.1;0.0;0.1;;;;;05.12.2011
2011340;2011;12;6;3.59;9.6;3.4;0.0;0.1;;;;;06.12.2011
2011341;2011;12;7;2.41;11.6;6.6;0.2;0.4;;;;;07.12.2011
2011342;2011;12;8;3.25;11.4;3.8;0.4;0.0;;;;;08.12.2011
2011343;2011;12;9;1.22;10.8;8.2;11.6;0.3;;;;;09.12.2011
2011344;2011;12;10;4.90;9.7;4.4;0.0;0.0;;;;;10.12.2011
2011345;2011;12;11;2.33;9.8;0.4;3.2;0.0;;;;;11.12.2011
2011346;2011;12;12;5.21;9.8;4.7;1.0;0.0;;;;;12.12.2011
2011347;2011;12;13;2.69;11.8;4.9;5.8;0.4;;;;;13.12.2011
2011348;2011;12;14;3.36;8.5;5.0;0.4;0.4;;;;;14.12.2011
2011349;2011;12;15;3.11;12.4;4.3;35.0;0.9;;;;;15.12.2011
2011350;2011;12;16;2.53;13.0;3.3;13.8;0.8;;;;;16.12.2011
2011351;2011;12;17;4.23;6.8;1.0;0.4;0.0;;;;;17.12.2011
2011352;2011;12;18;4.87;5.6;-0.2;0.4;0.0;;;;;18.12.2011
2011353;2011;12;19;1.96;8.8;-0.2;4.4;0.3;;;;;19.12.2011
2011354;2011;12;20;2.14;10.2;3.8;6.6;0.0;;;;;20.12.2011
2011355;2011;12;21;1.76;12.3;6.3;0.6;0.1;;;;;21.12.2011
2011356;2011;12;22;2.82;11.0;7.9;0.0;0.0;;;;;22.12.2011
2011357;2011;12;23;1.21;9.4;7.7;2.2;0.3;;;;;23.12.2011
2011358;2011;12;24;4.85;8.0;1.7;0.0;0.0;;;;;24.12.2011
2011359;2011;12;25;2.44;8.5;1.1;0.0;0.0;;;;;25.12.2011
2011360;2011;12;26;5.03;10.4;2.8;0.0;0.0;;;;;26.12.2011
2011361;2011;12;27;1.88;1.6;-1.8;0.2;0.0;;;;;27.12.2011
2011362;2011;12;28;1.51;7.1;0.1;0.4;0.1;;;;;28.12.2011
2011363;2011;12;29;4.57;7.7;0.7;0.2;0.0;;;;;29.12.2011
2011364;2011;12;30;1.46;11.3;5.3;11.6;0.2;;;;;30.12.2011
2011365;2011;12;31;1.25;12.5;8.6;0.4;0.0;;;;;31.12.2011
2012001;2012;1;1;1.86;13.3;11.6;11.4;0.5;;;;;01.01.2012
2012002;2012;1;2;4.11;9.8;4.3;0.2;0.0;;;;;02.01.2012
2012003;2012;1;3;1.71;12.0;3.7;17.8;0.0;;;;;03.01.2012
2012004;2012;1;4;4.67;9.4;4.7;0.2;0.1;;;;;04.01.2012
2012005;2012;1;5;1.74;11.9;7.3;0.8;1.3;;;;;05.01.2012
2012006;2012;1;6;5.47;8.6;2.4;0.0;0.0;;;;;06.01.2012
2012007;2012;1;7;2.28;10.3;1.2;0.0;0.0;;;;;07.01.2012
2012008;2012;1;8;1.04;7.6;6.6;0.0;0.2;;;;;08.01.2012
2012009;2012;1;9;2.20;9.4;5.5;0.0;0.1;;;;;09.01.2012
2012010;2012;1;10;2.24;10.0;5.1;0.4;0.0;;;;;10.01.2012
2012011;2012;1;11;3.06;10.9;7.3;0.0;0.4;;;;;11.01.2012
2012012;2012;1;12;3.26;4.8;-1.0;0.2;0.0;;;;;12.01.2012
2012013;2012;1;13;4.27;8.0;3.0;0.2;0.0;;;;;13.01.2012
2012014;2012;1;14;5.63;5.1;-0.7;0.0;0.0;;;;;14.01.2012
2012015;2012;1;15;7.01;4.7;-2.6;0.0;0.0;;;;;15.01.2012
2012016;2012;1;16;6.29;4.1;-2.7;0.0;0.0;;;;;16.01.2012
2012017;2012;1;17;6.16;4.8;-4.6;0.0;0.0;;;;;17.01.2012
2012018;2012;1;18;2.57;8.5;-1.8;0.2;0.0;;;;;18.01.2012
2012019;2012;1;19;2.31;12.1;5.6;0.4;0.0;;;;;19.01.2012
2012020;2012;1;20;1.86;9.1;5.5;0.0;0.4;;;;;20.01.2012
2012021;2012;1;21;1.66;11.5;7.3;0.0;0.3;;;;;21.01.2012
2012022;2012;1;22;1.67;9.5;7.7;0.0;0.4;;;;;22.01.2012
2012023;2012;1;23;4.55;10.0;6.4;0.6;0.3;;;;;23.01.2012
2012024;2012;1;24;3.43;9.5;3.1;1.2;0.0;;;;;24.01.2012
2012025;2012;1;25;2.52;10.4;8.0;0.6;0.2;;;;;25.01.2012
2012026;2012;1;26;2.51;8.0;4.8;1.0;0.3;;;;;26.01.2012
2012027;2012;1;27;7.10;8.9;-0.8;3.6;0.0;;;;;27.01.2012
2012028;2012;1;28;3.51;5.6;1.3;0.0;0.1;;;;;28.01.2012
2012029;2012;1;29;5.21;4.2;1.2;0.0;0.2;;;;;29.01.2012
2012030;2012;1;30;1.65;1.2;-0.2;1.4;0.2;;;;;30.01.2012
2012031;2012;1;31;2.61;0.1;-1.9;0.0;0.2;;;;;31.01.2012
2012032;2012;2;1;6.11;-1.0;-3.7;0.0;0.3;;;;;01.02.2012
2012033;2012;2;2;8.41;-1.8;-7.5;0.0;0.6;;;;;02.02.2012
2012034;2012;2;3;8.64;-1.7;-9.4;0.0;0.4;;;;;03.02.2012
2012035;2012;2;4;8.99;-1.5;-7.1;0.0;0.2;;;;;04.02.2012
2012036;2012;2;5;4.81;-4.9;-8.7;3.8;0.2;;;;;05.02.2012
2012037;2012;2;6;6.59;-2.6;-13.5;0.0;0.0;;;;;06.02.2012
2012038;2012;2;7;10.12;-4.8;-13.7;0.0;0.2;;;;;07.02.2012
2012039;2012;2;8;6.59;-4.7;-10.3;0.0;0.1;;;;;08.02.2012
2012040;2012;2;9;10.88;-2.2;-11.3;0.0;0.1;;;;;09.02.2012
2012041;2012;2;10;11.70;-1.4;-10.6;0.0;0.2;;;;;10.02.2012
2012042;2012;2;11;10.43;-2.9;-11.2;0.0;0.3;;;;;11.02.2012
2012043;2012;2;12;10.14;-0.6;-13.0;0.0;0.2;;;;;12.02.2012
2012044;2012;2;13;4.35;3.1;-3.4;1.2;0.1;;;;;13.02.2012
2012045;2012;2;14;5.18;5.7;1.3;0.2;0.4;;;;;14.02.2012
2012046;2012;2;15;5.76;8.6;0.7;0.0;0.5;;;;;15.02.2012
2012047;2012;2;16;2.69;7.5;2.2;0.0;0.4;;;;;16.02.2012
2012048;2012;2;17;7.25;9.4;2.0;0.0;0.5;;;;;17.02.2012
2012049;2012;2;18;2.54;9.2;5.9;2.0;0.4;;;;;18.02.2012
2012050;2012;2;19;9.86;8.0;0.4;0.2;0.6;;;;;19.02.2012
2012051;2012;2;20;11.94;6.3;-2.8;0.0;0.5;;;;;20.02.2012
2012052;2012;2;21;11.75;7.2;-4.6;0.0;0.4;;;;;21.02.2012
2012053;2012;2;22;11.94;9.1;-4.0;0.6;0.6;;;;;22.02.2012
2012054;2012;2;23;4.51;12.1;3.2;0.4;0.4;;;;;23.02.2012
2012055;2012;2;24;6.87;14.7;8.6;0.2;0.8;;;;;24.02.2012
2012056;2012;2;25;4.08;13.0;6.6;0.0;0.6;;;;;25.02.2012
2012057;2012;2;26;8.41;10.6;3.8;0.0;0.9;;;;;26.02.2012
2012058;2012;2;27;11.49;12.4;-1.0;0.2;0.7;;;;;27.02.2012
2012059;2012;2;28;7.50;11.5;0.1;0.2;0.5;;;;;28.02.2012
2012060;2012;2;29;12.48;15.5;0.6;0.0;0.9;;;;;29.02.2012
2012061;2012;3;1;2.63;9.7;7.5;0.0;0.3;;;;;01.03.2012
2012062;2012;3;2;2.92;9.9;7.8;0.2;0.5;;;;;02.03.2012
2012063;2012;3;3;3.83;10.9;1.7;1.2;0.4;;;;;03.03.2012
2012064;2012;3;4;3.49;10.0;4.9;4.2;0.8;;;;;04.03.2012
2012065;2012;3;5;11.90;9.6;1.2;0.0;1.5;;;;;05.03.2012
2012066;2012;3;6;5.65;6.6;1.7;0.0;0.8;;;;;06.03.2012
2012067;2012;3;7;5.28;8.0;-2.3;3.2;0.5;;;;;07.03.2012
2012068;2012;3;8;13.01;10.1;0.1;0.2;1.1;;;;;08.03.2012
2012069;2012;3;9;14.67;12.6;-1.9;0.0;1.1;;;;;09.03.2012
2012070;2012;3;10;6.94;12.5;2.0;0.0;0.8;;;;;10.03.2012
2012071;2012;3;11;6.69;14.3;7.7;0.0;1.2;;;;;11.03.2012
2012072;2012;3;12;14.77;16.9;3.7;0.0;1.6;;;;;12.03.2012
2012073;2012;3;13;12.26;15.7;4.6;0.4;1.5;;;;;13.03.2012
2012074;2012;3;14;15.56;17.9;2.8;0.0;1.8;;;;;14.03.2012
2012075;2012;3;15;16.30;20.9;2.3;0.0;1.8;;;;;15.03.2012
2012076;2012;3;16;15.75;22.6;2.4;0.2;2.1;;;;;16.03.2012
2012077;2012;3;17;4.41;12.4;5.6;1.4;0.9;;;;;17.03.2012
2012078;2012;3;18;6.32;10.0;5.5;7.0;1.1;;;;;18.03.2012
2012079;2012;3;19;7.78;9.5;3.3;0.0;1.2;;;;;19.03.2012
2012080;2012;3;20;14.25;12.3;-1.5;0.0;1.4;;;;;20.03.2012
2012081;2012;3;21;15.73;17.3;2.6;0.0;2.2;;;;;21.03.2012
2012082;2012;3;22;16.41;21.1;6.0;0.0;2.5;;;;;22.03.2012
2012083;2012;3;23;16.09;21.3;4.7;0.0;2.3;;;;;23.03.2012
2012084;2012;3;24;17.11;21.2;5.1;0.0;2.5;;;;;24.03.2012
2012085;2012;3;25;17.22;21.4;3.9;0.0;2.5;;;;;25.03.2012
2012086;2012;3;26;18.74;21.2;7.6;0.0;3.2;;;;;26.03.2012
2012087;2012;3;27;18.62;20.5;6.4;0.0;3.1;;;;;27.03.2012
2012088;2012;3;28;17.98;21.0;6.9;0.0;2.9;;;;;28.03.2012
2012089;2012;3;29;18.51;21.1;7.0;0.0;3.2;;;;;29.03.2012
2012090;2012;3;30;18.58;18.9;5.7;0.0;2.6;;;;;30.03.2012
2012091;2012;3;31;13.67;15.4;4.9;0.0;2.0;;;;;31.03.2012
2012092;2012;4;1;19.84;13.2;1.5;0.0;2.7;;;;;01.04.2012
2012093;2012;4;2;20.13;17.4;1.3;0.0;2.8;;;;;02.04.2012
2012094;2012;4;3;17.99;17.1;-0.8;0.0;2.2;;;;;03.04.2012
2012095;2012;4;4;10.80;14.3;0.4;0.2;1.4;;;;;04.04.2012
2012096;2012;4;5;17.77;15.4;4.2;0.0;2.4;;;;;05.04.2012
2012097;2012;4;6;17.21;14.6;4.9;0.0;2.5;;;;;06.04.2012
2012098;2012;4;7;12.62;13.2;1.2;0.0;1.9;;;;;07.04.2012
2012099;2012;4;8;17.53;12.3;1.8;0.0;2.2;;;;;08.04.2012
2012100;2012;4;9;6.00;13.9;8.8;0.0;2.2;;;;;09.04.2012
2012101;2012;4;10;6.97;13.4;7.9;3.4;2.1;;;;;10.04.2012
2012102;2012;4;11;18.05;13.9;1.3;4.6;2.2;;;;;11.04.2012
2012103;2012;4;12;16.53;14.2;1.9;0.0;2.1;;;;;12.04.2012
2012104;2012;4;13;19.10;14.4;0.4;1.6;2.2;;;;;13.04.2012
2012105;2012;4;14;10.59;13.2;4.4;0.2;1.8;;;;;14.04.2012
2012106;2012;4;15;10.50;10.1;3.3;0.2;2.2;;;;;15.04.2012
2012107;2012;4;16;18.40;10.6;0.1;0.0;2.6;;;;;16.04.2012
2012108;2012;4;17;6.04;8.7;-2.3;5.6;0.8;;;;;17.04.2012
2012109;2012;4;18;8.87;11.3;2.8;16.8;1.5;;;;;18.04.2012
2012110;2012;4;19;17.85;13.5;4.7;0.8;2.6;;;;;19.04.2012
2012111;2012;4;20;17.18;13.3;3.8;2.4;2.5;;;;;20.04.2012
2012112;2012;4;21;14.08;13.2;5.1;4.2;2.4;;;;;21.04.2012
2012113;2012;4;22;19.73;13.7;3.5;0.0;2.9;;;;;22.04.2012
2012114;2012;4;23;9.08;11.4;2.2;15.6;1.4;;;;;23.04.2012
2012115;2012;4;24;14.21;14.0;6.9;1.4;2.7;;;;;24.04.2012
2012116;2012;4;25;6.69;12.3;4.6;6.2;1.3;;;;;25.04.2012
2012117;2012;4;26;13.00;16.0;8.2;1.0;2.8;;;;;26.04.2012
2012118;2012;4;27;7.45;12.4;8.2;2.8;1.4;;;;;27.04.2012
2012119;2012;4;28;4.03;14.0;8.7;6.4;0.7;;;;;28.04.2012
2012120;2012;4;29;13.08;14.5;10.4;1.8;2.7;;;;;29.04.2012
2012121;2012;4;30;11.62;15.0;4.6;6.6;1.6;;;;;30.04.2012
2012122;2012;5;1;21.84;17.6;5.5;0.0;3.2;;;;;01.05.2012
2012123;2012;5;2;8.90;14.4;5.5;0.0;1.5;;;;;02.05.2012
2012124;2012;5;3;24.58;21.4;8.0;0.0;3.8;;;;;03.05.2012
2012125;2012;5;4;9.79;17.4;10.4;3.0;1.9;;;;;04.05.2012
2012126;2012;5;5;9.12;16.2;7.6;7.4;1.6;;;;;05.05.2012
2012127;2012;5;6;12.56;14.9;9.3;0.4;2.1;;;;;06.05.2012
2012128;2012;5;7;20.75;18.0;4.9;0.0;3.0;;;;;07.05.2012
2012129;2012;5;8;9.34;18.3;9.1;5.0;1.7;;;;;08.05.2012
2012130;2012;5;9;17.32;21.4;14.1;0.2;3.5;;;;;09.05.2012
2012131;2012;5;10;22.87;27.2;12.8;0.0;4.6;;;;;10.05.2012
2012132;2012;5;11;16.16;21.1;14.0;0.0;3.3;;;;;11.05.2012
2012133;2012;5;12;25.34;16.9;9.9;0.0;4.4;;;;;12.05.2012
2012134;2012;5;13;26.88;15.7;4.6;0.0;3.9;;;;;13.05.2012
2012135;2012;5;14;26.85;18.8;1.5;0.0;3.6;;;;;14.05.2012
2012136;2012;5;15;17.90;12.7;5.4;1.2;3.0;;;;;15.05.2012
2012137;2012;5;16;26.33;15.5;0.8;0.0;3.4;;;;;16.05.2012
2012138;2012;5;17;13.32;16.6;3.4;0.2;2.7;;;;;17.05.2012
2012139;2012;5;18;14.37;18.2;7.0;0.0;2.7;;;;;18.05.2012
2012140;2012;5;19;12.09;18.0;6.4;10.8;1.9;;;;;19.05.2012
2012141;2012;5;20;9.55;19.3;11.7;1.0;2.0;;;;;20.05.2012
2012142;2012;5;21;2.72;12.5;10.9;19.4;0.6;;;;;21.05.2012
2012143;2012;5;22;20.52;21.8;11.2;0.2;4.0;;;;;22.05.2012
2012144;2012;5;23;22.42;24.8;11.7;0.0;4.1;;;;;23.05.2012
2012145;2012;5;24;25.24;26.7;11.5;0.0;4.6;;;;;24.05.2012
2012146;2012;5;25;27.43;25.9;16.7;0.0;5.7;;;;;25.05.2012
2012147;2012;5;26;28.00;25.6;11.2;0.0;5.2;;;;;26.05.2012
2012148;2012;5;27;17.20;21.5;13.5;0.0;3.3;;;;;27.05.2012
2012149;2012;5;28;26.58;24.2;13.1;0.0;5.1;;;;;28.05.2012
2012150;2012;5;29;27.42;24.9;10.8;0.0;4.8;;;;;29.05.2012
2012151;2012;5;30;18.79;25.2;10.4;6.4;3.5;;;;;30.05.2012
2012152;2012;5;31;22.73;20.3;11.9;0.2;3.8;;;;;31.05.2012
2012153;2012;6;1;22.20;23.6;9.5;0.0;3.8;;;;;01.06.2012
2012154;2012;6;2;25.85;28.8;12.7;30.0;5.1;;;;;02.06.2012
2012155;2012;6;3;15.24;20.0;14.0;1.2;3.3;;;;;03.06.2012
2012156;2012;6;4;13.34;16.9;9.9;1.6;2.6;;;;;04.06.2012
2012157;2012;6;5;15.97;17.3;6.6;1.8;2.4;;;;;05.06.2012
2012158;2012;6;6;17.57;20.8;13.0;0.8;3.7;;;;;06.06.2012
2012159;2012;6;7;15.39;22.4;12.7;4.0;3.5;;;;;07.06.2012
2012160;2012;6;8;21.35;19.7;11.6;0.0;4.6;;;;;08.06.2012
2012161;2012;6;9;18.64;16.9;7.0;0.0;3.0;;;;;09.06.2012
2012162;2012;6;10;7.40;15.9;10.2;9.4;1.4;;;;;10.06.2012
2012163;2012;6;11;16.38;18.6;11.9;1.4;3.2;;;;;11.06.2012
2012164;2012;6;12;8.42;15.4;9.9;1.6;1.7;;;;;12.06.2012
2012165;2012;6;13;21.24;18.7;10.7;0.4;3.7;;;;;13.06.2012
2012166;2012;6;14;24.66;22.2;6.9;1.4;4.0;;;;;14.06.2012
2012167;2012;6;15;15.62;21.4;14.1;5.8;3.5;;;;;15.06.2012
2012168;2012;6;16;9.59;18.1;13.6;10.2;2.4;;;;;16.06.2012
2012169;2012;6;17;26.53;21.1;8.3;18.0;4.3;;;;;17.06.2012
2012170;2012;6;18;15.98;20.1;12.6;0.0;3.2;;;;;18.06.2012
2012171;2012;6;19;11.86;20.2;12.2;5.4;2.4;;;;;19.06.2012
2012172;2012;6;20;22.87;24.0;12.0;0.2;4.1;;;;;20.06.2012
2012173;2012;6;21;21.48;26.1;16.2;3.0;5.4;;;;;21.06.2012
2012174;2012;6;22;21.30;20.9;11.1;0.0;4.4;;;;;22.06.2012
2012175;2012;6;23;19.65;20.5;7.9;0.0;3.4;;;;;23.06.2012
2012176;2012;6;24;10.57;20.6;9.9;3.2;2.3;;;;;24.06.2012
2012177;2012;6;25;13.48;20.4;13.8;2.4;2.6;;;;;25.06.2012
2012178;2012;6;26;10.38;21.8;16.4;0.4;2.3;;;;;26.06.2012
2012179;2012;6;27;24.14;27.4;13.7;0.0;4.6;;;;;27.06.2012
2012180;2012;6;28;24.36;31.2;17.4;1.6;5.9;;;;;28.06.2012
2012181;2012;6;29;14.72;22.0;13.6;0.0;3.2;;;;;29.06.2012
2012182;2012;6;30;24.32;24.1;10.5;0.2;4.6;;;;;30.06.2012
2012183;2012;7;1;24.23;21.3;10.3;0.0;4.5;;;;;01.07.2012
2012184;2012;7;2;23.55;22.5;7.9;0.0;4.1;;;;;02.07.2012
2012185;2012;7;3;22.52;24.6;12.0;0.0;4.2;;;;;03.07.2012
2012186;2012;7;4;19.54;25.0;14.2;2.6;4.0;;;;;04.07.2012
2012187;2012;7;5;13.07;20.7;15.4;3.4;2.8;;;;;05.07.2012
2012188;2012;7;6;19.30;22.3;11.7;8.0;3.9;;;;;06.07.2012
2012189;2012;7;7;12.80;22.7;11.2;11.6;2.5;;;;;07.07.2012
2012190;2012;7;8;14.84;22.0;15.0;0.0;3.7;;;;;08.07.2012
2012191;2012;7;9;18.52;24.1;12.3;0.0;3.9;;;;;09.07.2012
2012192;2012;7;10;11.91;19.2;13.2;0.0;2.9;;;;;10.07.2012
2012193;2012;7;11;17.29;21.1;11.3;4.0;3.7;;;;;11.07.2012
2012194;2012;7;12;12.06;19.4;10.6;4.0;2.4;;;;;12.07.2012
2012195;2012;7;13;5.99;17.1;13.3;25.2;1.4;;;;;13.07.2012
2012196;2012;7;14;18.38;21.8;11.4;6.6;3.8;;;;;14.07.2012
2012197;2012;7;15;16.61;19.8;12.1;0.0;3.6;;;;;15.07.2012
2012198;2012;7;16;24.07;23.2;7.6;0.0;4.4;;;;;16.07.2012
2012199;2012;7;17;22.25;25.7;12.7;0.0;4.5;;;;;17.07.2012
2012200;2012;7;18;26.07;27.3;12.3;0.0;5.5;;;;;18.07.2012
2012201;2012;7;19;17.61;21.7;14.9;2.6;4.2;;;;;19.07.2012
2012202;2012;7;20;10.63;20.4;13.3;1.8;2.4;;;;;20.07.2012
2012203;2012;7;21;21.58;23.4;6.9;0.0;3.8;;;;;21.07.2012
2012204;2012;7;22;25.75;24.0;10.3;0.0;4.7;;;;;22.07.2012
2012205;2012;7;23;27.36;26.5;12.5;0.0;5.5;;;;;23.07.2012
2012206;2012;7;24;26.73;29.2;10.0;0.0;5.1;;;;;24.07.2012
2012207;2012;7;25;24.77;32.2;12.6;0.0;5.1;;;;;25.07.2012
2012208;2012;7;26;24.09;32.3;17.5;0.0;5.8;;;;;26.07.2012
2012209;2012;7;27;8.37;26.2;18.7;2.8;2.7;;;;;27.07.2012
2012210;2012;7;28;12.23;24.0;16.7;0.0;3.4;;;;;28.07.2012
2012211;2012;7;29;19.92;22.1;9.2;2.6;3.8;;;;;29.07.2012
2012212;2012;7;30;8.90;18.0;12.1;3.0;1.7;;;;;30.07.2012
2012213;2012;7;31;23.02;24.8;11.7;0.0;4.2;;;;;31.07.2012
2012214;2012;8;1;18.38;28.1;11.6;0.2;4.1;;;;;01.08.2012
2012215;2012;8;2;18.32;24.4;14.5;0.0;4.3;;;;;02.08.2012
2012216;2012;8;3;16.85;24.3;10.5;0.4;3.5;;;;;03.08.2012
2012217;2012;8;4;21.32;25.0;12.1;0.0;4.2;;;;;04.08.2012
2012218;2012;8;5;8.09;19.4;11.4;6.2;1.7;;;;;05.08.2012
2012219;2012;8;6;17.37;21.9;13.5;0.0;3.9;;;;;06.08.2012
2012220;2012;8;7;18.39;23.2;10.7;0.0;3.6;;;;;07.08.2012
2012221;2012;8;8;24.05;25.9;8.7;0.0;4.0;;;;;08.08.2012
2012222;2012;8;9;23.09;28.7;13.1;0.0;4.6;;;;;09.08.2012
2012223;2012;8;10;24.65;26.8;14.4;0.0;5.1;;;;;10.08.2012
2012224;2012;8;11;24.30;28.5;12.2;0.0;5.1;;;;;11.08.2012
2012225;2012;8;12;17.32;25.2;13.1;0.0;3.8;;;;;12.08.2012
2012226;2012;8;13;12.77;24.0;14.4;0.0;2.8;;;;;13.08.2012
2012227;2012;8;14;7.48;24.5;13.8;0.0;1.9;;;;;14.08.2012
2012228;2012;8;15;14.09;27.3;16.6;0.0;4.2;;;;;15.08.2012
2012229;2012;8;16;22.02;26.4;10.8;0.0;4.2;;;;;16.08.2012
2012230;2012;8;17;23.05;32.3;13.1;0.0;5.3;;;;;17.08.2012
2012231;2012;8;18;22.12;37.5;14.4;0.0;5.5;;;;;18.08.2012
2012232;2012;8;19;19.53;35.4;17.6;0.0;5.2;;;;;19.08.2012
2012233;2012;8;20;18.64;32.0;15.9;0.0;4.1;;;;;20.08.2012
2012234;2012;8;21;20.65;30.7;18.1;0.0;5.0;;;;;21.08.2012
2012235;2012;8;22;22.30;24.8;11.1;0.0;4.0;;;;;22.08.2012
2012236;2012;8;23;17.07;26.6;11.6;0.0;3.7;;;;;23.08.2012
2012237;2012;8;24;11.34;23.8;11.9;0.8;2.7;;;;;24.08.2012
2012238;2012;8;25;14.82;23.9;15.4;0.0;4.6;;;;;25.08.2012
2012239;2012;8;26;14.37;22.5;13.8;0.0;3.6;;;;;26.08.2012
2012240;2012;8;27;20.91;27.0;11.4;0.0;4.4;;;;;27.08.2012
2012241;2012;8;28;17.84;26.4;16.5;0.0;4.3;;;;;28.08.2012
2012242;2012;8;29;18.93;26.2;12.3;0.0;4.1;;;;;29.08.2012
2012243;2012;8;30;16.55;22.7;13.3;0.0;3.9;;;;;30.08.2012
2012244;2012;8;31;18.98;18.7;9.7;0.0;3.6;;;;;31.08.2012
2012245;2012;9;1;19.96;21.0;3.8;0.0;2.9;;;;;01.09.2012
2012246;2012;9;2;11.17;22.2;7.6;0.0;2.0;;;;;02.09.2012
2012247;2012;9;3;8.98;22.4;11.3;0.0;2.0;;;;;03.09.2012
2012248;2012;9;4;18.54;25.5;13.2;0.0;3.6;;;;;04.09.2012
2012249;2012;9;5;15.66;26.0;13.9;0.0;3.5;;;;;05.09.2012
2012250;2012;9;6;20.52;23.9;9.5;0.0;3.6;;;;;06.09.2012
2012251;2012;9;7;20.84;27.0;4.2;0.0;3.3;;;;;07.09.2012
2012252;2012;9;8;19.99;28.9;9.4;0.0;3.8;;;;;08.09.2012
2012253;2012;9;9;19.56;30.2;7.4;0.0;3.8;;;;;09.09.2012
2012254;2012;9;10;9.68;25.0;15.5;0.0;2.5;;;;;10.09.2012
2012255;2012;9;11;6.45;20.2;13.9;8.8;1.7;;;;;11.09.2012
