*WEATHER;DATA;:;;;;;;;;;;;Latitude = 48.325278 § Longitude = 2.380556 § Altitude = 109
2001326;2011;11;22;5.52;14.4;1.9;0.0;0.0;;;;;22.11.2011
2001327;2011;11;23;4.20;14.2;3.0;0.0;0.0;;;;;23.11.2011
2001328;2011;11;24;1.32;8.6;7.1;0.2;0.1;;;;;24.11.2011
2001329;2011;11;25;1.59;7.6;4.0;0.2;0.1;;;;;25.11.2011
2001330;2011;11;26;1.74;8.1;5.2;0.0;0.2;;;;;26.11.2011
2001331;2011;11;27;2.09;12.2;5.4;0.2;0.2;;;;;27.11.2011
2001332;2011;11;28;1.95;10.1;3.8;0.0;0.1;;;;;28.11.2011
2001333;2011;11;29;2.84;11.1;3.5;0.0;0.1;;;;;29.11.2011
2001334;2011;11;30;4.88;10.8;2.7;0.4;0.0;;;;;30.11.2011
2001335;2011;12;1;1.22;13.0;2.9;1.6;0.0;;;;;01.12.2011
2001336;2011;12;2;3.59;10.2;4.6;0.2;0.1;;;;;02.12.2011
2001337;2011;12;3;0.72;11.3;3.9;8.4;0.0;;;;;03.12.2011
2001338;2011;12;4;1.49;12.6;10.7;4.8;0.5;;;;;04.12.2011
2001339;2011;12;5;3.88;8.3;4.2;0.2;0.2;;;;;05.12.2011
2001340;2011;12;6;2.23;9.1;4.3;1.2;0.4;;;;;06.12.2011
2001341;2011;12;7;1.51;10.5;6.4;3.8;0.5;;;;;07.12.2011
2001342;2011;12;8;1.98;11.1;4.1;0.2;0.2;;;;;08.12.2011
2001343;2011;12;9;1.34;10.7;7.1;8.6;0.4;;;;;09.12.2011
2001344;2011;12;10;4.70;9.6;2.5;0.0;0.0;;;;;10.12.2011
2001345;2011;12;11;1.67;9.3;-1.8;4.2;0.0;;;;;11.12.2011
2001346;2011;12;12;5.00;9.5;5.2;0.6;0.1;;;;;12.12.2011
2001347;2011;12;13;3.11;12.6;5.3;5.4;0.7;;;;;13.12.2011
2001348;2011;12;14;3.72;8.7;5.5;4.0;0.4;;;;;14.12.2011
2001349;2011;12;15;2.87;12.0;4.9;22.8;1.1;;;;;15.12.2011
2001350;2011;12;16;2.34;12.3;3.1;9.2;0.8;;;;;16.12.2011
2001351;2011;12;17;4.44;6.9;0.8;2.0;0.0;;;;;17.12.2011
2001352;2011;12;18;5.12;5.5;0.6;1.2;0.0;;;;;18.12.2011
2001353;2011;12;19;1.91;7.5;-1.6;6.8;0.3;;;;;19.12.2011
2001354;2011;12;20;2.61;9.2;2.9;5.0;0.0;;;;;20.12.2011
2001355;2011;12;21;0.86;10.7;5.3;3.6;0.0;;;;;21.12.2011
2001356;2011;12;22;1.93;11.3;8.6;0.0;0.2;;;;;22.12.2011
2001357;2011;12;23;0.76;8.8;7.6;2.6;0.3;;;;;23.12.2011
2001358;2011;12;24;4.82;8.5;2.6;0.2;0.0;;;;;24.12.2011
2001359;2011;12;25;2.76;8.0;2.4;0.0;0.0;;;;;25.12.2011
2001360;2011;12;26;4.79;9.9;2.8;0.0;0.0;;;;;26.12.2011
2001361;2011;12;27;1.58;2.9;-2.0;0.2;0.0;;;;;27.12.2011
2001362;2011;12;28;1.15;6.3;-0.2;0.4;0.0;;;;;28.12.2011
2001363;2011;12;29;4.33;7.5;0.7;2.4;0.0;;;;;29.12.2011
2001364;2011;12;30;1.78;10.8;5.3;9.2;0.5;;;;;30.12.2011
2001365;2011;12;31;1.49;12.3;5.9;0.6;0.0;;;;;31.12.2011
2012001;2012;1;1;1.57;13.8;11.4;10.2;0.6;;;;;01.01.2012
2012002;2012;1;2;3.91;9.4;4.6;0.8;0.0;;;;;02.01.2012
2012003;2012;1;3;1.53;11.9;3.2;9.2;0.1;;;;;03.01.2012
2012004;2012;1;4;4.57;9.1;4.8;0.0;0.1;;;;;04.01.2012
2012005;2012;1;5;1.85;12.2;7.2;2.0;1.5;;;;;05.01.2012
2012006;2012;1;6;5.39;8.5;2.9;0.0;0.0;;;;;06.01.2012
2012007;2012;1;7;2.42;11.1;1.4;0.0;0.0;;;;;07.01.2012
2012008;2012;1;8;1.11;7.6;6.4;0.2;0.3;;;;;08.01.2012
2012009;2012;1;9;2.51;9.9;6.1;0.0;0.1;;;;;09.01.2012
2012010;2012;1;10;2.29;10.5;6.0;0.0;0.1;;;;;10.01.2012
2012011;2012;1;11;2.43;10.5;7.0;0.0;0.4;;;;;11.01.2012
2012012;2012;1;12;2.94;5.0;-0.7;0.0;0.0;;;;;12.01.2012
2012013;2012;1;13;3.40;7.4;2.7;0.0;0.1;;;;;13.01.2012
2012014;2012;1;14;6.59;5.3;-1.4;0.0;0.0;;;;;14.01.2012
2012015;2012;1;15;6.54;4.2;-2.6;0.0;0.0;;;;;15.01.2012
2012016;2012;1;16;6.31;4.5;-1.1;0.0;0.3;;;;;16.01.2012
2012017;2012;1;17;5.98;5.3;-5.1;0.0;0.0;;;;;17.01.2012
2012018;2012;1;18;2.13;8.6;-2.5;1.2;0.1;;;;;18.01.2012
2012019;2012;1;19;1.88;11.9;4.5;0.4;0.0;;;;;19.01.2012
2012020;2012;1;20;1.93;8.6;5.4;1.8;0.4;;;;;20.01.2012
2012021;2012;1;21;2.36;11.7;7.2;0.2;0.5;;;;;21.01.2012
2012022;2012;1;22;1.99;10.1;7.3;0.0;0.7;;;;;22.01.2012
2012023;2012;1;23;4.08;9.8;4.9;1.2;0.3;;;;;23.01.2012
2012024;2012;1;24;2.99;9.0;4.6;4.0;0.2;;;;;24.01.2012
2012025;2012;1;25;2.13;10.7;6.1;0.8;0.0;;;;;25.01.2012
2012026;2012;1;26;2.31;9.1;5.4;2.0;0.3;;;;;26.01.2012
2012027;2012;1;27;6.82;8.7;0.1;1.4;0.0;;;;;27.01.2012
2012028;2012;1;28;1.96;4.8;1.8;1.2;0.2;;;;;28.01.2012
2012029;2012;1;29;4.37;2.8;0.6;0.0;0.3;;;;;29.01.2012
2012030;2012;1;30;1.83;0.5;-0.9;0.0;0.3;;;;;30.01.2012
2012031;2012;1;31;3.21;0.7;-2.2;0.0;0.4;;;;;31.01.2012
2012032;2012;2;1;7.38;-1.6;-4.6;0.0;0.4;;;;;01.02.2012
2012033;2012;2;2;8.23;-1.9;-7.8;0.0;0.9;;;;;02.02.2012
2012034;2012;2;3;8.30;-2.4;-9.3;0.0;0.6;;;;;03.02.2012
2012035;2012;2;4;9.48;-2.6;-9.0;0.0;0.1;;;;;04.02.2012
2012036;2012;2;5;4.10;-3.3;-10.0;0.0;0.5;;;;;05.02.2012
2012037;2012;2;6;6.59;-1.1;-10.4;0.0;0.3;;;;;06.02.2012
2012038;2012;2;7;9.02;-2.3;-11.0;0.0;0.7;;;;;07.02.2012
2012039;2012;2;8;4.69;-3.9;-8.1;0.0;0.5;;;;;08.02.2012
2012040;2012;2;9;9.34;1.3;-9.5;0.0;0.3;;;;;09.02.2012
2012041;2012;2;10;10.31;-0.3;-7.7;0.0;0.4;;;;;10.02.2012
2012042;2012;2;11;9.59;-0.9;-9.2;0.0;0.7;;;;;11.02.2012
2012043;2012;2;12;8.38;0.7;-10.9;0.0;0.5;;;;;12.02.2012
2012044;2012;2;13;2.72;3.7;-1.6;3.2;0.3;;;;;13.02.2012
2012045;2012;2;14;2.96;5.9;1.6;0.0;0.5;;;;;14.02.2012
2012046;2012;2;15;4.94;9.0;1.8;0.2;0.6;;;;;15.02.2012
2012047;2012;2;16;3.77;7.8;3.7;0.0;0.5;;;;;16.02.2012
2012048;2012;2;17;5.75;9.5;1.0;0.4;0.4;;;;;17.02.2012
2012049;2012;2;18;2.46;8.2;5.5;2.6;0.3;;;;;18.02.2012
2012050;2012;2;19;10.58;7.7;1.2;0.0;0.9;;;;;19.02.2012
2012051;2012;2;20;11.05;6.5;-4.6;0.2;0.5;;;;;20.02.2012
2012052;2012;2;21;11.33;7.7;-4.9;0.0;0.4;;;;;21.02.2012
2012053;2012;2;22;11.24;8.5;-4.1;1.0;0.5;;;;;22.02.2012
2012054;2012;2;23;3.53;12.0;3.9;0.4;0.5;;;;;23.02.2012
2012055;2012;2;24;5.30;14.1;8.6;0.2;0.8;;;;;24.02.2012
2012056;2012;2;25;3.04;11.5;5.9;0.2;0.4;;;;;25.02.2012
2012057;2012;2;26;9.13;10.7;4.1;0.0;0.9;;;;;26.02.2012
2012058;2012;2;27;10.59;11.5;-0.6;0.0;0.7;;;;;27.02.2012
2012059;2012;2;28;4.56;10.5;1.9;0.0;0.5;;;;;28.02.2012
2012060;2012;2;29;11.19;15.4;1.5;0.0;0.9;;;;;29.02.2012
2012061;2012;3;1;2.61;8.8;7.5;0.6;0.2;;;;;01.03.2012
2012062;2012;3;2;2.44;9.7;7.8;0.0;0.3;;;;;02.03.2012
2012063;2012;3;3;3.19;9.8;4.4;0.0;0.4;;;;;03.03.2012
2012064;2012;3;4;4.14;10.6;6.0;4.0;1.1;;;;;04.03.2012
2012065;2012;3;5;9.88;9.1;1.2;0.6;1.5;;;;;05.03.2012
2012066;2012;3;6;6.37;7.4;3.6;0.2;0.9;;;;;06.03.2012
2012067;2012;3;7;5.30;7.7;-1.1;5.4;0.6;;;;;07.03.2012
2012068;2012;3;8;12.22;10.2;1.3;0.0;1.3;;;;;08.03.2012
2012069;2012;3;9;14.16;12.5;-1.2;0.0;1.1;;;;;09.03.2012
2012070;2012;3;10;6.07;12.0;5.4;0.0;0.9;;;;;10.03.2012
2012071;2012;3;11;7.93;13.3;8.2;0.0;1.4;;;;;11.03.2012
2012072;2012;3;12;14.51;16.4;4.2;0.2;1.7;;;;;12.03.2012
2012073;2012;3;13;12.94;15.1;6.0;0.0;1.7;;;;;13.03.2012
2012074;2012;3;14;14.32;16.5;3.2;0.0;1.7;;;;;14.03.2012
2012075;2012;3;15;15.80;22.3;0.3;0.0;1.9;;;;;15.03.2012
2012076;2012;3;16;15.49;24.2;2.8;0.0;2.3;;;;;16.03.2012
2012077;2012;3;17;3.90;12.0;6.3;0.4;0.8;;;;;17.03.2012
2012078;2012;3;18;7.91;11.1;6.1;8.5;1.3;;;;;18.03.2012
2012079;2012;3;19;8.42;9.8;4.4;0.2;1.4;;;;;19.03.2012
2012080;2012;3;20;15.14;12.5;0.0;0.0;1.6;;;;;20.03.2012
2012081;2012;3;21;16.37;16.9;1.8;0.0;2.5;;;;;21.03.2012
2012082;2012;3;22;13.35;20.5;5.9;0.0;2.3;;;;;22.03.2012
2012083;2012;3;23;15.85;21.3;3.2;0.0;2.4;;;;;23.03.2012
2012084;2012;3;24;16.68;21.2;5.3;0.0;2.6;;;;;24.03.2012
2012085;2012;3;25;16.94;21.4;7.5;0.0;3.2;;;;;25.03.2012
2012086;2012;3;26;18.44;21.0;7.8;0.0;3.8;;;;;26.03.2012
2012087;2012;3;27;18.23;20.8;6.1;0.0;3.5;;;;;27.03.2012
2012088;2012;3;28;17.66;20.7;7.4;0.0;3.2;;;;;28.03.2012
2012089;2012;3;29;18.30;20.6;7.7;0.0;3.5;;;;;29.03.2012
2012090;2012;3;30;17.78;19.2;6.1;0.0;2.8;;;;;30.03.2012
2012091;2012;3;31;6.80;12.6;4.4;0.0;1.4;;;;;31.03.2012
2012092;2012;4;1;19.73;12.9;1.4;0.0;3.1;;;;;01.04.2012
2012093;2012;4;2;19.69;17.4;1.0;0.0;2.8;;;;;02.04.2012
2012094;2012;4;3;18.59;17.4;0.2;1.0;2.3;;;;;03.04.2012
2012095;2012;4;4;15.11;14.3;0.9;0.0;1.8;;;;;04.04.2012
2012096;2012;4;5;13.89;13.1;2.4;0.0;1.9;;;;;05.04.2012
2012097;2012;4;6;13.45;14.1;5.6;0.0;2.6;;;;;06.04.2012
2012098;2012;4;7;10.61;13.5;1.9;0.0;2.1;;;;;07.04.2012
2012099;2012;4;8;16.54;10.9;-0.6;0.0;2.0;;;;;08.04.2012
2012100;2012;4;9;5.99;13.5;8.8;0.8;1.9;;;;;09.04.2012
2012101;2012;4;10;7.87;14.9;7.7;4.4;2.2;;;;;10.04.2012
2012102;2012;4;11;16.74;14.0;3.0;0.6;2.3;;;;;11.04.2012
2012103;2012;4;12;16.18;14.1;4.1;0.0;2.3;;;;;12.04.2012
2012104;2012;4;13;17.84;14.6;-0.3;0.0;2.1;;;;;13.04.2012
2012105;2012;4;14;15.00;14.6;2.6;0.2;2.3;;;;;14.04.2012
2012106;2012;4;15;15.31;11.5;4.1;0.0;3.4;;;;;15.04.2012
2012107;2012;4;16;18.07;11.1;2.4;0.0;3.3;;;;;16.04.2012
2012108;2012;4;17;7.86;9.5;-2.3;5.0;1.1;;;;;17.04.2012
2012109;2012;4;18;9.04;11.4;4.3;10.6;1.8;;;;;18.04.2012
2012110;2012;4;19;14.96;13.3;4.1;1.6;2.2;;;;;19.04.2012
2012111;2012;4;20;14.66;13.7;4.3;1.2;2.3;;;;;20.04.2012
2012112;2012;4;21;12.42;12.3;5.4;4.0;2.1;;;;;21.04.2012
2012113;2012;4;22;19.98;13.6;4.1;0.4;2.9;;;;;22.04.2012
2012114;2012;4;23;8.37;11.1;3.6;10.0;1.5;;;;;23.04.2012
2012115;2012;4;24;13.93;12.6;6.5;1.4;2.3;;;;;24.04.2012
2012116;2012;4;25;5.48;11.9;5.8;7.0;1.3;;;;;25.04.2012
2012117;2012;4;26;12.20;14.6;8.9;0.6;2.6;;;;;26.04.2012
2012118;2012;4;27;6.80;13.3;8.7;3.4;1.6;;;;;27.04.2012
2012119;2012;4;28;4.95;17.8;9.9;3.2;1.2;;;;;28.04.2012
2012120;2012;4;29;16.03;16.8;11.5;0.8;3.7;;;;;29.04.2012
2012121;2012;4;30;18.33;18.8;7.2;3.0;3.1;;;;;30.04.2012
2012122;2012;5;1;24.94;18.4;9.4;0.0;3.9;;;;;01.05.2012
2012123;2012;5;2;5.78;13.6;7.9;4.0;1.2;;;;;02.05.2012
2012124;2012;5;3;23.28;20.9;9.4;0.2;3.8;;;;;03.05.2012
2012125;2012;5;4;10.21;18.8;9.5;16.6;2.0;;;;;04.05.2012
2012126;2012;5;5;13.58;18.0;8.8;8.6;2.4;;;;;05.05.2012
2012127;2012;5;6;12.24;15.7;9.3;4.8;2.1;;;;;06.05.2012
2012128;2012;5;7;20.03;17.8;8.1;0.2;3.1;;;;;07.05.2012
2012129;2012;5;8;10.53;17.1;10.7;3.6;2.0;;;;;08.05.2012
2012130;2012;5;9;17.13;21.6;14.1;0.0;3.5;;;;;09.05.2012
2012131;2012;5;10;22.70;27.4;13.9;0.0;4.7;;;;;10.05.2012
2012132;2012;5;11;12.51;20.7;14.1;0.0;2.8;;;;;11.05.2012
2012133;2012;5;12;26.13;16.1;10.3;0.0;4.7;;;;;12.05.2012
2012134;2012;5;13;26.75;15.3;4.5;0.0;3.9;;;;;13.05.2012
2012135;2012;5;14;27.04;18.5;2.5;0.0;3.7;;;;;14.05.2012
2012136;2012;5;15;17.16;13.1;5.7;0.4;3.0;;;;;15.05.2012
2012137;2012;5;16;22.75;15.4;3.3;0.0;3.4;;;;;16.05.2012
2012138;2012;5;17;16.10;16.8;2.2;0.0;2.9;;;;;17.05.2012
2012139;2012;5;18;12.22;17.7;8.5;0.2;2.5;;;;;18.05.2012
2012140;2012;5;19;13.85;19.0;7.7;4.4;2.2;;;;;19.05.2012
2012141;2012;5;20;13.51;20.3;11.2;10.8;2.6;;;;;20.05.2012
2012142;2012;5;21;2.72;13.1;11.3;11.4;0.6;;;;;21.05.2012
2012143;2012;5;22;9.70;19.6;11.8;0.0;2.3;;;;;22.05.2012
2012144;2012;5;23;19.49;24.2;12.5;0.0;3.7;;;;;23.05.2012
2012145;2012;5;24;23.64;26.4;13.4;0.0;4.5;;;;;24.05.2012
2012146;2012;5;25;27.67;25.7;16.3;0.0;6.0;;;;;25.05.2012
2012147;2012;5;26;28.24;24.8;12.4;0.0;5.6;;;;;26.05.2012
2012148;2012;5;27;25.42;24.1;10.4;0.2;4.3;;;;;27.05.2012
2012149;2012;5;28;25.69;25.1;11.4;3.0;4.8;;;;;28.05.2012
2012150;2012;5;29;27.40;25.6;10.8;0.0;4.9;;;;;29.05.2012
2012151;2012;5;30;22.33;24.7;12.3;1.0;4.2;;;;;30.05.2012
2012152;2012;5;31;23.21;20.5;12.0;0.0;4.0;;;;;31.05.2012
2012153;2012;6;1;16.63;20.4;11.3;0.0;2.9;;;;;01.06.2012
2012154;2012;6;2;26.23;25.3;9.7;15.8;4.5;;;;;02.06.2012
2012155;2012;6;3;16.93;19.9;15.5;0.0;3.6;;;;;03.06.2012
2012156;2012;6;4;12.08;16.3;11.4;1.6;2.6;;;;;04.06.2012
2012157;2012;6;5;17.65;17.4;4.9;2.2;2.6;;;;;05.06.2012
2012158;2012;6;6;16.73;20.2;13.5;3.0;3.4;;;;;06.06.2012
2012159;2012;6;7;15.02;22.2;13.4;3.0;3.3;;;;;07.06.2012
2012160;2012;6;8;20.52;19.4;11.4;0.2;4.1;;;;;08.06.2012
2012161;2012;6;9;20.59;17.5;7.0;0.0;3.4;;;;;09.06.2012
2012162;2012;6;10;9.90;17.0;9.2;14.6;1.8;;;;;10.06.2012
2012163;2012;6;11;18.02;19.2;12.1;1.2;3.5;;;;;11.06.2012
2012164;2012;6;12;6.23;14.8;10.9;0.4;1.3;;;;;12.06.2012
2012165;2012;6;13;17.58;18.5;10.4;4.2;3.2;;;;;13.06.2012
2012166;2012;6;14;21.60;21.7;7.1;2.6;3.5;;;;;14.06.2012
2012167;2012;6;15;14.17;20.9;14.1;5.0;3.1;;;;;15.06.2012
2012168;2012;6;16;7.59;17.2;13.8;6.0;1.7;;;;;16.06.2012
2012169;2012;6;17;25.96;21.5;8.1;19.8;4.3;;;;;17.06.2012
2012170;2012;6;18;16.32;20.0;12.6;0.0;3.1;;;;;18.06.2012
2012171;2012;6;19;13.61;20.1;12.4;12.0;2.7;;;;;19.06.2012
2012172;2012;6;20;24.61;23.7;11.5;0.6;4.3;;;;;20.06.2012
2012173;2012;6;21;17.74;26.7;16.1;1.6;4.5;;;;;21.06.2012
2012174;2012;6;22;25.35;21.0;10.6;0.0;4.7;;;;;22.06.2012
2012175;2012;6;23;25.60;20.7;9.2;0.2;4.2;;;;;23.06.2012
2012176;2012;6;24;8.74;18.2;9.7;3.8;1.7;;;;;24.06.2012
2012177;2012;6;25;23.79;21.9;12.5;4.2;4.3;;;;;25.06.2012
2012178;2012;6;26;12.17;22.3;14.5;3.2;2.4;;;;;26.06.2012
2012179;2012;6;27;23.59;26.5;13.8;0.0;4.4;;;;;27.06.2012
2012180;2012;6;28;22.11;31.4;16.7;0.0;5.2;;;;;28.06.2012
2012181;2012;6;29;16.20;23.5;14.9;3.4;3.5;;;;;29.06.2012
2012182;2012;6;30;21.34;24.8;12.3;0.6;4.3;;;;;30.06.2012
2012183;2012;7;1;21.66;21.1;11.8;0.0;4.2;;;;;01.07.2012
2012184;2012;7;2;24.56;23.9;9.4;0.0;4.4;;;;;02.07.2012
2012185;2012;7;3;19.66;24.6;11.9;0.0;3.7;;;;;03.07.2012
2012186;2012;7;4;22.42;27.4;15.5;0.0;4.8;;;;;04.07.2012
2012187;2012;7;5;10.12;21.4;15.4;9.2;2.4;;;;;05.07.2012
2012188;2012;7;6;19.81;21.4;13.2;7.4;3.9;;;;;06.07.2012
2012189;2012;7;7;12.56;23.0;10.6;25.4;2.5;;;;;07.07.2012
2012190;2012;7;8;12.13;20.8;15.1;6.8;2.9;;;;;08.07.2012
2012191;2012;7;9;18.84;24.1;13.0;0.0;3.9;;;;;09.07.2012
2012192;2012;7;10;12.47;20.3;14.6;0.0;3.1;;;;;10.07.2012
2012193;2012;7;11;15.46;19.4;11.4;1.2;3.2;;;;;11.07.2012
2012194;2012;7;12;10.00;19.0;12.1;8.0;2.3;;;;;12.07.2012
2012195;2012;7;13;6.47;17.8;13.1;11.0;2.2;;;;;13.07.2012
2012196;2012;7;14;16.34;22.1;11.6;2.4;3.6;;;;;14.07.2012
2012197;2012;7;15;15.59;20.4;12.3;1.2;3.5;;;;;15.07.2012
2012198;2012;7;16;23.43;23.5;6.7;0.0;4.2;;;;;16.07.2012
2012199;2012;7;17;23.12;27.2;14.0;0.0;5.1;;;;;17.07.2012
2012200;2012;7;18;25.85;28.0;14.4;0.0;5.8;;;;;18.07.2012
2012201;2012;7;19;16.76;21.7;15.1;0.4;4.1;;;;;19.07.2012
2012202;2012;7;20;9.08;19.7;13.4;0.0;2.3;;;;;20.07.2012
2012203;2012;7;21;22.02;23.1;8.4;0.0;4.0;;;;;21.07.2012
2012204;2012;7;22;25.94;23.7;9.9;0.0;4.7;;;;;22.07.2012
2012205;2012;7;23;27.24;26.5;9.7;0.0;5.3;;;;;23.07.2012
2012206;2012;7;24;26.47;30.0;11.8;0.0;5.2;;;;;24.07.2012
2012207;2012;7;25;25.53;31.4;13.3;0.0;5.2;;;;;25.07.2012
2012208;2012;7;26;25.05;32.5;16.5;0.0;5.8;;;;;26.07.2012
2012209;2012;7;27;15.06;31.3;17.7;20.8;4.1;;;;;27.07.2012
2012210;2012;7;28;11.45;24.2;17.4;0.0;3.3;;;;;28.07.2012
2012211;2012;7;29;21.16;21.8;9.3;1.2;3.9;;;;;29.07.2012
2012212;2012;7;30;9.67;17.7;11.1;1.2;1.7;;;;;30.07.2012
2012213;2012;7;31;22.98;24.4;10.8;0.0;4.0;;;;;31.07.2012
2012214;2012;8;1;18.33;29.0;11.3;0.0;4.1;;;;;01.08.2012
2012215;2012;8;2;17.81;24.5;14.6;0.0;4.2;;;;;02.08.2012
2012216;2012;8;3;15.54;24.0;12.0;0.2;3.3;;;;;03.08.2012
2012217;2012;8;4;19.72;25.0;12.5;0.0;4.0;;;;;04.08.2012
2012218;2012;8;5;9.68;21.3;12.5;7.4;2.1;;;;;05.08.2012
2012219;2012;8;6;17.64;22.8;13.5;0.0;4.1;;;;;06.08.2012
2012220;2012;8;7;17.91;22.7;11.6;0.0;3.7;;;;;07.08.2012
2012221;2012;8;8;23.97;26.4;9.5;0.0;4.1;;;;;08.08.2012
2012222;2012;8;9;21.48;27.9;13.3;0.0;4.3;;;;;09.08.2012
2012223;2012;8;10;24.47;26.2;12.6;0.0;5.0;;;;;10.08.2012
2012224;2012;8;11;24.47;27.9;11.0;0.0;5.0;;;;;11.08.2012
2012225;2012;8;12;17.39;25.6;12.1;0.0;3.7;;;;;12.08.2012
2012226;2012;8;13;16.93;24.7;13.2;0.0;3.4;;;;;13.08.2012
2012227;2012;8;14;7.70;23.6;13.0;0.0;1.8;;;;;14.08.2012
2012228;2012;8;15;13.33;28.4;17.6;0.0;4.4;;;;;15.08.2012
2012229;2012;8;16;22.47;26.1;11.3;0.0;4.2;;;;;16.08.2012
2012230;2012;8;17;22.66;31.9;13.6;0.0;5.2;;;;;17.08.2012
2012231;2012;8;18;22.14;37.6;16.7;0.0;5.8;;;;;18.08.2012
2012232;2012;8;19;19.36;35.9;16.8;0.0;5.0;;;;;19.08.2012
2012233;2012;8;20;17.26;30.9;16.9;0.0;4.0;;;;;20.08.2012
2012234;2012;8;21;20.45;31.6;18.6;0.0;5.2;;;;;21.08.2012
2012235;2012;8;22;20.51;25.1;12.0;0.0;4.0;;;;;22.08.2012
2012236;2012;8;23;18.69;26.2;10.1;0.0;3.8;;;;;23.08.2012
2012237;2012;8;24;11.30;24.9;14.4;1.2;3.1;;;;;24.08.2012
2012238;2012;8;25;16.99;23.7;14.5;1.2;4.6;;;;;25.08.2012
2012239;2012;8;26;14.23;23.0;13.5;0.0;3.9;;;;;26.08.2012
2012240;2012;8;27;20.59;27.2;12.4;0.0;4.5;;;;;27.08.2012
2012241;2012;8;28;12.71;26.1;17.4;0.0;5.3;;;;;28.08.2012
2012242;2012;8;29;17.17;26.4;12.5;0.0;4.0;;;;;29.08.2012
2012243;2012;8;30;15.40;23.1;13.2;0.0;3.9;;;;;30.08.2012
2012244;2012;8;31;14.90;18.8;9.4;0.0;3.6;;;;;31.08.2012
2012245;2012;9;1;21.10;20.7;6.5;0.0;3.6;;;;;01.09.2012
2012246;2012;9;2;12.18;22.3;6.7;0.0;2.2;;;;;02.09.2012
2012247;2012;9;3;7.71;21.5;10.8;0.0;1.8;;;;;03.09.2012
2012248;2012;9;4;18.08;25.4;12.8;0.0;3.7;;;;;04.09.2012
2012249;2012;9;5;15.96;25.5;14.0;0.0;3.8;;;;;05.09.2012
2012250;2012;9;6;19.37;23.3;8.8;0.0;3.5;;;;;06.09.2012
2012251;2012;9;7;19.05;26.1;6.6;0.0;3.3;;;;;07.09.2012
2012252;2012;9;8;18.75;28.9;8.0;0.0;3.6;;;;;08.09.2012
2012253;2012;9;9;18.37;30.4;8.5;0.0;3.9;;;;;09.09.2012
2012254;2012;9;10;9.62;24.2;15.2;0.8;2.4;;;;;10.09.2012
2012255;2012;9;11;4.76;19.3;15.0;2.6;1.7;;;;;11.09.2012
2012256;2012;9;12;8.06;16.3;9.6;4.0;1.8;;;;;12.09.2012
2012257;2012;9;13;12.26;18.2;11.9;0.0;2.6;;;;;13.09.2012
2012258;2012;9;14;8.86;17.5;5.5;0.0;1.5;;;;;14.09.2012
2012259;2012;9;15;15.94;21.8;8.2;0.0;2.4;;;;;15.09.2012
2012260;2012;9;16;16.54;23.8;6.3;0.0;2.3;;;;;16.09.2012
2012261;2012;9;17;16.16;24.6;9.5;0.0;2.6;;;;;17.09.2012
2012262;2012;9;18;10.07;21.0;10.9;0.0;2.6;;;;;18.09.2012
2012263;2012;9;19;16.65;17.9;6.5;0.0;2.6;;;;;19.09.2012
2012264;2012;9;20;14.61;18.7;3.6;0.0;2.0;;;;;20.09.2012
2012265;2012;9;21;9.45;19.3;3.9;3.6;1.6;;;;;21.09.2012
2012266;2012;9;22;13.30;18.0;9.8;0.0;2.2;;;;;22.09.2012
2012267;2012;9;23;10.96;25.1;10.3;3.0;2.4;;;;;23.09.2012
2012268;2012;9;24;8.69;19.2;14.8;10.0;3.0;;;;;24.09.2012
2012269;2012;9;25;5.07;16.1;11.7;2.4;1.9;;;;;25.09.2012
2012270;2012;9;26;6.65;17.0;11.3;1.8;2.0;;;;;26.09.2012
2012271;2012;9;27;7.58;16.3;12.0;1.4;2.1;;;;;27.09.2012
2012272;2012;9;28;14.61;17.9;6.6;0.0;1.8;;;;;28.09.2012
2012273;2012;9;29;9.94;17.9;5.0;0.2;1.5;;;;;29.09.2012
2012274;2012;9;30;15.30;18.0;3.0;0.0;1.6;;;;;30.09.2012
2012275;2012;10;1;14.03;19.4;2.5;0.0;1.8;;;;;01.10.2012
2012276;2012;10;2;8.51;19.2;11.5;0.6;2.2;;;;;02.10.2012
2012277;2012;10;3;6.87;19.1;12.2;6.2;2.2;;;;;03.10.2012
2012278;2012;10;4;10.93;17.6;12.7;5.6;2.2;;;;;04.10.2012
2012279;2012;10;5;8.38;20.2;13.3;0.0;1.9;;;;;05.10.2012
2012280;2012;10;6;4.39;17.3;13.3;3.8;1.3;;;;;06.10.2012
2012281;2012;10;7;7.93;15.7;10.8;0.4;1.3;;;;;07.10.2012
2012282;2012;10;8;2.19;17.1;9.8;24.2;0.3;;;;;08.10.2012
2012283;2012;10;9;5.70;18.4;14.5;11.0;1.1;;;;;09.10.2012
2012284;2012;10;10;3.13;14.4;12.9;0.4;0.5;;;;;10.10.2012
2012285;2012;10;11;4.98;19.0;13.3;4.8;1.0;;;;;11.10.2012
2012286;2012;10;12;10.32;15.1;11.1;0.0;1.9;;;;;12.10.2012
2012287;2012;10;13;3.50;12.1;7.7;9.2;0.8;;;;;13.10.2012
2012288;2012;10;14;0.87;8.8;6.5;25.6;0.1;;;;;14.10.2012
2012289;2012;10;15;10.98;13.4;2.9;1.6;1.0;;;;;15.10.2012
2012290;2012;10;16;7.74;14.8;7.8;0.4;1.2;;;;;16.10.2012
