*WEATHER;DATA;:;;;;;;;;;;;Latitude = 48.325278 § Longitude = 2.380556 § Altitude = 109
2001094;2011;4;4;12.28;13.7;6.4;0.0;1.8;;;;;04.04.2011
2001095;2011;4;5;16.42;17.5;3.2;0.0;2.3;;;;;05.04.2011
2001096;2011;4;6;20.36;22.9;5.5;0.0;3.0;;;;;06.04.2011
2001097;2011;4;7;20.05;24.4;8.5;0.0;3.3;;;;;07.04.2011
2001098;2011;4;8;18.98;20.4;7.5;0.0;2.9;;;;;08.04.2011
2001099;2011;4;9;20.62;23.0;7.5;0.0;3.6;;;;;09.04.2011
2001100;2011;4;10;20.98;25.7;7.5;0.0;3.5;;;;;10.04.2011
2001101;2011;4;11;19.36;20.9;8.4;0.0;3.3;;;;;11.04.2011
2001102;2011;4;12;17.71;13.8;6.0;0.0;3.1;;;;;12.04.2011
2001103;2011;4;13;16.45;12.9;-0.3;0.0;2.0;;;;;13.04.2011
2001104;2011;4;14;18.67;14.9;6.9;0.0;2.8;;;;;14.04.2011
2001105;2011;4;15;12.42;15.6;3.9;0.0;2.3;;;;;15.04.2011
2001106;2011;4;16;21.80;16.9;1.4;0.0;3.0;;;;;16.04.2011
2001107;2011;4;17;21.75;17.7;2.0;0.0;3.3;;;;;17.04.2011
2001108;2011;4;18;22.27;22.6;3.9;0.0;3.5;;;;;18.04.2011
2001109;2011;4;19;22.05;23.9;7.2;0.0;3.7;;;;;19.04.2011
2001110;2011;4;20;22.33;23.8;7.8;0.0;4.0;;;;;20.04.2011
2001111;2011;4;21;22.92;22.7;7.6;0.0;4.1;;;;;21.04.2011
2001112;2011;4;22;22.32;24.1;8.6;2.0;4.2;;;;;22.04.2011
2001113;2011;4;23;16.94;25.1;10.9;11.4;3.6;;;;;23.04.2011
2001114;2011;4;24;18.28;24.2;10.6;1.2;3.3;;;;;24.04.2011
2001115;2011;4;25;21.48;23.2;10.6;0.0;4.0;;;;;25.04.2011
2001116;2011;4;26;23.13;21.4;9.7;0.0;4.3;;;;;26.04.2011
2001117;2011;4;27;19.55;18.9;9.6;0.0;4.0;;;;;27.04.2011
2001118;2011;4;28;3.82;11.4;8.1;0.0;0.9;;;;;28.04.2011
2001119;2011;4;29;10.16;17.1;8.7;0.4;1.9;;;;;29.04.2011
2001120;2011;4;30;22.48;20.8;5.7;0.0;3.4;;;;;30.04.2011
2001121;2011;5;1;20.63;21.9;7.6;0.2;3.5;;;;;01.05.2011
2001122;2011;5;2;11.96;17.9;12.3;0.0;2.9;;;;;02.05.2011
2001123;2011;5;3;23.41;17.1;6.1;0.0;4.0;;;;;03.05.2011
2001124;2011;5;4;25.57;18.8;2.0;0.0;3.6;;;;;04.05.2011
2001125;2011;5;5;25.37;21.0;2.9;0.0;3.9;;;;;05.05.2011
2001126;2011;5;6;22.37;24.7;6.0;0.0;4.0;;;;;06.05.2011
2001127;2011;5;7;23.42;26.2;11.9;0.0;5.3;;;;;07.05.2011
2001128;2011;5;8;20.63;24.1;13.3;0.0;4.5;;;;;08.05.2011
2001129;2011;5;9;24.93;24.5;9.4;0.0;4.3;;;;;09.05.2011
2001130;2011;5;10;18.29;23.5;13.2;0.6;3.7;;;;;10.05.2011
2001131;2011;5;11;23.48;22.9;11.1;0.0;4.7;;;;;11.05.2011
2001132;2011;5;12;25.80;19.3;10.0;0.0;4.7;;;;;12.05.2011
2001133;2011;5;13;26.84;21.5;3.8;0.2;4.0;;;;;13.05.2011
2001134;2011;5;14;19.95;18.4;8.3;0.2;4.0;;;;;14.05.2011
2001135;2011;5;15;18.25;17.4;5.3;0.2;3.3;;;;;15.05.2011
2001136;2011;5;16;20.61;18.9;5.7;0.0;3.3;;;;;16.05.2011
2001137;2011;5;17;25.81;22.2;7.7;0.0;4.3;;;;;17.05.2011
2001138;2011;5;18;25.92;24.6;6.8;0.0;4.3;;;;;18.05.2011
2001139;2011;5;19;24.09;24.0;11.5;0.0;4.5;;;;;19.05.2011
2001140;2011;5;20;22.01;23.5;9.9;0.0;4.1;;;;;20.05.2011
2001141;2011;5;21;23.84;25.3;8.1;2.2;4.3;;;;;21.05.2011
2001142;2011;5;22;22.05;21.8;13.0;0.0;4.7;;;;;22.05.2011
2001143;2011;5;23;27.44;25.7;5.9;0.0;4.8;;;;;23.05.2011
2001144;2011;5;24;24.77;19.8;10.6;0.0;4.7;;;;;24.05.2011
2001145;2011;5;25;28.25;24.2;4.3;0.0;4.8;;;;;25.05.2011
2001146;2011;5;26;17.49;18.6;9.8;0.2;4.1;;;;;26.05.2011
2001147;2011;5;27;17.43;17.1;9.8;0.0;3.6;;;;;27.05.2011
2001148;2011;5;28;26.08;21.1;4.0;0.0;4.3;;;;;28.05.2011
2001149;2011;5;29;24.31;25.5;5.7;0.0;4.3;;;;;29.05.2011
2001150;2011;5;30;21.26;27.5;8.5;8.2;4.3;;;;;30.05.2011
2001151;2011;5;31;21.05;17.0;10.2;0.0;4.4;;;;;31.05.2011
2001152;2011;6;1;28.78;20.4;5.4;0.0;5.2;;;;;01.06.2011
2001153;2011;6;2;27.45;24.2;10.5;0.0;6.3;;;;;02.06.2011
2001154;2011;6;3;24.72;26.2;13.3;0.0;5.8;;;;;03.06.2011
2001155;2011;6;4;23.05;28.4;14.9;5.4;5.2;;;;;04.06.2011
2001156;2011;6;5;18.97;26.4;16.0;0.2;4.3;;;;;05.06.2011
2001157;2011;6;6;10.48;19.7;15.0;0.0;2.4;;;;;06.06.2011
2001158;2011;6;7;9.68;17.9;13.4;22.0;2.0;;;;;07.06.2011
2001159;2011;6;8;19.58;18.5;11.8;0.0;4.0;;;;;08.06.2011
2001160;2011;6;9;19.78;18.9;8.2;0.0;3.4;;;;;09.06.2011
2001161;2011;6;10;15.37;18.5;11.1;0.6;3.2;;;;;10.06.2011
2001162;2011;6;11;20.70;17.7;7.2;0.2;3.7;;;;;11.06.2011
2001163;2011;6;12;19.58;20.6;3.9;0.8;3.3;;;;;12.06.2011
2001164;2011;6;13;18.55;23.6;12.3;0.0;3.8;;;;;13.06.2011
2001165;2011;6;14;14.82;23.7;15.4;0.0;3.4;;;;;14.06.2011
2001166;2011;6;15;21.22;23.5;13.2;0.0;4.3;;;;;15.06.2011
2001167;2011;6;16;20.26;22.0;15.5;0.0;5.0;;;;;16.06.2011
2001168;2011;6;17;11.78;20.8;7.9;0.8;2.8;;;;;17.06.2011
2001169;2011;6;18;18.51;19.4;10.5;3.0;4.4;;;;;18.06.2011
2001170;2011;6;19;16.35;18.9;9.9;1.8;3.6;;;;;19.06.2011
2001171;2011;6;20;10.73;22.3;12.8;2.0;2.7;;;;;20.06.2011
2001172;2011;6;21;10.80;23.5;14.6;1.8;2.7;;;;;21.06.2011
2001173;2011;6;22;17.52;22.3;12.5;8.4;4.1;;;;;22.06.2011
2001174;2011;6;23;19.36;21.0;12.7;0.0;4.5;;;;;23.06.2011
2001175;2011;6;24;25.63;21.1;7.8;0.0;4.5;;;;;24.06.2011
2001176;2011;6;25;22.41;27.2;10.6;0.0;4.6;;;;;25.06.2011
2001177;2011;6;26;28.33;31.6;13.0;0.0;6.0;;;;;26.06.2011
2001178;2011;6;27;25.97;37.2;15.9;2.4;6.4;;;;;27.06.2011
2001179;2011;6;28;22.21;34.5;19.6;0.4;6.5;;;;;28.06.2011
2001180;2011;6;29;20.01;24.1;13.0;0.0;5.0;;;;;29.06.2011
2001181;2011;6;30;24.02;22.9;8.2;0.0;4.7;;;;;30.06.2011
2001182;2011;7;1;24.27;23.2;9.4;0.0;4.8;;;;;01.07.2011
2001183;2011;7;2;27.94;22.5;9.2;0.0;5.3;;;;;02.07.2011
2001184;2011;7;3;29.24;24.2;7.4;0.0;5.5;;;;;03.07.2011
2001185;2011;7;4;27.00;27.1;10.3;0.0;5.3;;;;;04.07.2011
2001186;2011;7;5;26.30;31.3;10.3;0.0;6.0;;;;;05.07.2011
2001187;2011;7;6;18.99;22.8;14.1;2.2;4.5;;;;;06.07.2011
2001188;2011;7;7;19.42;23.7;9.4;2.2;4.4;;;;;07.07.2011
2001189;2011;7;8;17.83;23.6;12.0;0.2;4.5;;;;;08.07.2011
2001190;2011;7;9;14.91;21.9;15.7;0.0;4.2;;;;;09.07.2011
2001191;2011;7;10;16.05;24.7;12.8;0.6;3.8;;;;;10.07.2011
2001192;2011;7;11;24.61;27.9;12.5;0.0;5.3;;;;;11.07.2011
2001193;2011;7;12;16.13;25.3;15.0;9.4;4.1;;;;;12.07.2011
2001194;2011;7;13;12.60;19.2;14.0;0.2;3.4;;;;;13.07.2011
2001195;2011;7;14;19.19;23.0;8.0;0.0;4.2;;;;;14.07.2011
2001196;2011;7;15;25.25;27.0;9.0;0.0;5.0;;;;;15.07.2011
2001197;2011;7;16;8.08;21.0;15.5;16.4;3.2;;;;;16.07.2011
2001198;2011;7;17;15.91;19.7;12.3;5.2;3.8;;;;;17.07.2011
2001199;2011;7;18;14.10;19.8;12.4;9.2;3.7;;;;;18.07.2011
2001200;2011;7;19;7.98;16.6;12.4;28.0;1.8;;;;;19.07.2011
2001201;2011;7;20;13.73;19.1;10.7;25.8;2.9;;;;;20.07.2011
2001202;2011;7;21;12.46;21.1;13.8;0.0;2.7;;;;;21.07.2011
2001203;2011;7;22;14.56;21.8;14.0;0.0;3.3;;;;;22.07.2011
2001204;2011;7;23;15.98;20.9;9.6;5.8;3.2;;;;;23.07.2011
2001205;2011;7;24;18.71;21.7;9.6;3.8;4.0;;;;;24.07.2011
2001206;2011;7;25;15.52;24.6;14.3;0.8;3.4;;;;;25.07.2011
2001207;2011;7;26;13.59;21.5;11.6;0.0;3.0;;;;;26.07.2011
2001208;2011;7;27;11.21;19.7;14.0;0.2;2.6;;;;;27.07.2011
2001209;2011;7;28;15.69;22.8;14.2;0.2;3.4;;;;;28.07.2011
2001210;2011;7;29;10.21;22.6;12.2;0.0;2.3;;;;;29.07.2011
2001211;2011;7;30;23.74;22.3;12.2;0.0;4.6;;;;;30.07.2011
2001212;2011;7;31;25.91;24.4;8.0;0.0;4.3;;;;;31.07.2011
2001213;2011;8;1;25.41;26.4;10.1;0.0;4.7;;;;;01.08.2011
2001214;2011;8;2;17.94;28.9;11.4;5.4;3.9;;;;;02.08.2011
2001215;2011;8;3;12.16;27.1;17.2;1.0;3.3;;;;;03.08.2011
2001216;2011;8;4;14.05;23.0;13.9;1.6;3.1;;;;;04.08.2011
2001217;2011;8;5;16.42;26.7;18.6;1.0;4.2;;;;;05.08.2011
2001218;2011;8;6;8.10;20.5;17.0;2.6;2.4;;;;;06.08.2011
2001219;2011;8;7;17.14;21.8;11.5;2.4;3.8;;;;;07.08.2011
2001220;2011;8;8;16.18;19.8;12.7;2.8;3.8;;;;;08.08.2011
2001221;2011;8;9;18.11;21.0;10.7;0.2;4.0;;;;;09.08.2011
2001222;2011;8;10;24.70;23.8;6.7;0.0;4.1;;;;;10.08.2011
2001223;2011;8;11;20.07;26.0;10.2;0.0;4.6;;;;;11.08.2011
2001224;2011;8;12;12.65;24.2;15.1;0.0;3.2;;;;;12.08.2011
2001225;2011;8;13;13.19;25.0;13.6;3.0;3.2;;;;;13.08.2011
2001226;2011;8;14;13.34;23.8;17.2;0.0;3.4;;;;;14.08.2011
2001227;2011;8;15;22.82;24.4;12.1;0.0;4.3;;;;;15.08.2011
2001228;2011;8;16;22.58;27.7;12.7;0.0;4.5;;;;;16.08.2011
2001229;2011;8;17;13.39;27.1;14.1;2.6;3.3;;;;;17.08.2011
2001230;2011;8;18;12.54;27.3;16.8;0.0;3.4;;;;;18.08.2011
2001231;2011;8;19;18.12;26.3;16.9;0.0;4.1;;;;;19.08.2011
2001232;2011;8;20;22.01;31.0;12.2;1.4;4.4;;;;;20.08.2011
2001233;2011;8;21;19.45;33.5;20.9;0.2;5.5;;;;;21.08.2011
2001234;2011;8;22;20.25;29.9;17.1;0.0;5.7;;;;;22.08.2011
2001235;2011;8;23;15.34;27.0;17.3;0.0;4.2;;;;;23.08.2011
2001236;2011;8;24;16.52;24.5;14.3;0.0;3.8;;;;;24.08.2011
2001237;2011;8;25;17.89;25.7;15.8;24.6;4.1;;;;;25.08.2011
2001238;2011;8;26;3.76;17.1;13.9;1.2;1.3;;;;;26.08.2011
2001239;2011;8;27;14.13;19.0;11.3;0.4;2.9;;;;;27.08.2011
2001240;2011;8;28;15.73;19.7;12.3;0.0;3.0;;;;;28.08.2011
2001241;2011;8;29;18.64;20.2;9.5;0.2;3.0;;;;;29.08.2011
2001242;2011;8;30;19.29;21.1;9.6;0.0;3.2;;;;;30.08.2011
2001243;2011;8;31;19.12;22.8;8.6;0.2;3.4;;;;;31.08.2011
2001244;2011;9;1;8.70;22.7;13.1;0.8;2.0;;;;;01.09.2011
2001245;2011;9;2;18.93;29.4;13.8;0.0;3.6;;;;;02.09.2011
2001246;2011;9;3;18.26;31.0;15.1;5.0;4.2;;;;;03.09.2011
2001247;2011;9;4;10.65;22.6;16.9;0.6;3.0;;;;;04.09.2011
2001248;2011;9;5;15.69;20.6;12.4;0.0;3.7;;;;;05.09.2011
2001249;2011;9;6;13.96;22.1;11.1;0.8;3.8;;;;;06.09.2011
2001250;2011;9;7;14.46;20.2;14.0;0.0;3.8;;;;;07.09.2011
2001251;2011;9;8;6.39;20.3;12.0;0.0;1.7;;;;;08.09.2011
2001252;2011;9;9;7.41;24.0;18.2;0.2;2.3;;;;;09.09.2011
2001253;2011;9;10;17.35;31.4;15.6;0.8;4.5;;;;;10.09.2011
2001254;2011;9;11;5.10;19.5;15.5;6.6;1.8;;;;;11.09.2011
2001255;2011;9;12;10.30;22.2;13.7;3.6;2.4;;;;;12.09.2011
2001256;2011;9;13;10.22;19.2;15.1;0.0;2.3;;;;;13.09.2011
2001257;2011;9;14;17.69;19.8;8.1;0.0;2.5;;;;;14.09.2011
2001258;2011;9;15;16.64;20.6;5.8;0.0;2.5;;;;;15.09.2011
2001259;2011;9;16;10.03;25.6;9.6;0.0;2.4;;;;;16.09.2011
2001260;2011;9;17;8.23;18.0;11.9;5.2;2.0;;;;;17.09.2011
2001261;2011;9;18;11.59;16.6;8.4;5.2;2.1;;;;;18.09.2011
2001262;2011;9;19;13.75;18.9;11.1;0.0;2.4;;;;;19.09.2011
2001263;2011;9;20;9.65;20.0;12.0;0.0;1.8;;;;;20.09.2011
2001264;2011;9;21;10.24;20.3;11.3;0.0;1.9;;;;;21.09.2011
2001265;2011;9;22;15.03;20.1;12.1;0.0;2.4;;;;;22.09.2011
2001266;2011;9;23;15.11;20.2;9.9;0.0;2.2;;;;;23.09.2011
2001267;2011;9;24;14.21;23.1;6.5;0.0;1.9;;;;;24.09.2011
2001268;2011;9;25;14.45;25.4;11.6;0.0;2.4;;;;;25.09.2011
2001269;2011;9;26;13.04;25.7;11.6;0.0;2.2;;;;;26.09.2011
2001270;2011;9;27;13.07;25.9;12.3;0.0;2.3;;;;;27.09.2011
2001271;2011;9;28;15.23;27.5;12.9;0.0;2.8;;;;;28.09.2011
2001272;2011;9;29;14.81;27.9;10.7;0.0;2.4;;;;;29.09.2011
2001273;2011;9;30;14.61;30.0;11.4;0.0;2.6;;;;;30.09.2011
2001274;2011;10;1;14.60;27.8;11.0;0.0;2.4;;;;;01.10.2011
2001275;2011;10;2;14.44;27.4;9.2;0.0;2.1;;;;;02.10.2011
2001276;2011;10;3;14.37;27.3;9.9;0.0;2.4;;;;;03.10.2011
2001277;2011;10;4;8.56;22.2;11.3;0.0;1.7;;;;;04.10.2011
2001278;2011;10;5;5.73;18.7;11.9;0.0;1.3;;;;;05.10.2011
2001279;2011;10;6;4.73;18.8;13.2;0.8;2.4;;;;;06.10.2011
2001280;2011;10;7;7.20;13.9;8.0;1.8;1.3;;;;;07.10.2011
2001281;2011;10;8;3.94;13.5;7.7;0.4;0.9;;;;;08.10.2011
2001282;2011;10;9;2.50;17.2;11.1;3.2;0.5;;;;;09.10.2011
2001283;2011;10;10;3.46;16.1;14.2;0.0;1.1;;;;;10.10.2011
2001284;2011;10;11;3.57;16.2;14.1;0.0;1.2;;;;;11.10.2011
2001285;2011;10;12;5.41;16.6;12.5;0.2;1.2;;;;;12.10.2011
2001286;2011;10;13;6.10;19.1;13.5;0.2;1.3;;;;;13.10.2011
2001287;2011;10;14;12.85;16.2;8.1;0.0;1.6;;;;;14.10.2011
2001288;2011;10;15;12.74;15.9;2.1;0.0;1.0;;;;;15.10.2011
2001289;2011;10;16;11.63;18.6;1.0;0.0;0.8;;;;;16.10.2011
2001290;2011;10;17;10.41;16.8;2.8;0.2;0.7;;;;;17.10.2011
2001291;2011;10;18;3.60;16.0;8.5;12.4;1.1;;;;;18.10.2011
2001292;2011;10;19;8.89;13.2;7.1;0.2;1.2;;;;;19.10.2011
2001293;2011;10;20;10.62;11.5;2.3;0.0;0.8;;;;;20.10.2011
2001294;2011;10;21;11.56;10.9;-1.9;0.0;0.6;;;;;21.10.2011
2001295;2011;10;22;9.75;14.1;-0.3;0.0;0.7;;;;;22.10.2011
2001296;2011;10;23;10.83;17.9;4.0;0.0;1.2;;;;;23.10.2011
2001297;2011;10;24;9.65;19.0;5.9;10.6;1.3;;;;;24.10.2011
2001298;2011;10;25;7.22;15.5;10.9;2.8;1.0;;;;;25.10.2011
2001299;2011;10;26;9.61;16.1;6.3;0.0;1.1;;;;;26.10.2011
2001300;2011;10;27;5.61;16.6;5.8;0.0;0.7;;;;;27.10.2011
2001301;2011;10;28;5.67;17.8;11.6;0.0;0.7;;;;;28.10.2011
2001302;2011;10;29;3.21;16.1;11.0;0.2;0.5;;;;;29.10.2011
2001303;2011;10;30;7.66;15.8;10.1;0.0;0.6;;;;;30.10.2011
2001304;2011;10;31;8.50;17.0;4.7;0.4;0.5;;;;;31.10.2011
2001305;2011;11;1;2.23;13.5;7.9;2.6;0.4;;;;;01.11.2011
2001306;2011;11;2;6.19;18.3;7.0;0.0;0.6;;;;;02.11.2011
2001307;2011;11;3;2.42;17.6;14.6;9.0;1.2;;;;;03.11.2011
2001308;2011;11;4;7.07;17.0;10.2;12.4;0.8;;;;;04.11.2011
2001309;2011;11;5;5.48;16.6;12.3;0.2;0.5;;;;;05.11.2011
2001310;2011;11;6;5.51;14.7;12.4;0.0;1.2;;;;;06.11.2011
2001311;2011;11;7;0.77;10.3;9.0;0.8;0.2;;;;;07.11.2011
2001312;2011;11;8;1.43;10.8;8.3;0.6;0.1;;;;;08.11.2011
2001313;2011;11;9;6.68;16.5;9.0;0.2;0.4;;;;;09.11.2011
2001314;2011;11;10;5.76;14.0;7.2;0.0;0.4;;;;;10.11.2011
2001315;2011;11;11;1.79;9.8;7.5;0.0;0.1;;;;;11.11.2011
2001316;2011;11;12;6.74;17.9;5.9;0.2;0.3;;;;;12.11.2011
2001317;2011;11;13;6.92;13.2;6.3;0.2;0.3;;;;;13.11.2011
2001318;2011;11;14;6.50;11.9;2.7;0.0;0.1;;;;;14.11.2011
2001319;2011;11;15;4.67;9.8;2.4;0.0;0.3;;;;;15.11.2011
2001320;2011;11;16;3.28;9.6;1.0;0.0;0.4;;;;;16.11.2011
2001321;2011;11;17;1.97;12.1;2.6;0.6;0.0;;;;;17.11.2011
2001322;2011;11;18;5.60;13.9;5.2;0.0;0.1;;;;;18.11.2011
2001323;2011;11;19;6.52;13.1;1.8;0.0;0.0;;;;;19.11.2011
2001324;2011;11;20;6.07;15.2;-0.4;0.0;0.0;;;;;20.11.2011
2001325;2011;11;21;4.58;16.6;2.4;0.0;0.0;;;;;21.11.2011
