*WEATHER;DATA;:;;;;;;;;;;;Latitude = 47.275 § Longitude = 5.091667 § Altitude = 206
2001326;2011;11;22;6.33;14.2;3.3;0.0;1.0;;;;;22.11.2011
2001327;2011;11;23;6.80;13.5;2.4;0.0;0.9;;;;;23.11.2011
2001328;2011;11;24;1.99;3.8;1.0;0.0;0.2;;;;;24.11.2011
2001329;2011;11;25;1.68;3.8;1.1;0.0;0.1;;;;;25.11.2011
2001330;2011;11;26;1.69;5.6;3.3;0.0;0.1;;;;;26.11.2011
2001331;2011;11;27;3.10;8.6;4.5;0.0;0.6;;;;;27.11.2011
2001332;2011;11;28;3.09;10.0;5.4;0.0;0.7;;;;;28.11.2011
2001333;2011;11;29;5.53;12.4;2.5;1.2;0.6;;;;;29.11.2011
2001334;2011;11;30;3.95;12.3;6.6;0.2;0.6;;;;;30.11.2011
2001335;2011;12;1;5.03;14.4;4.6;0.0;0.7;;;;;01.12.2011
2001336;2011;12;2;1.71;11.3;6.8;0.2;0.9;;;;;02.12.2011
2001337;2011;12;3;0.86;8.9;3.7;9.3;0.4;;;;;03.12.2011
2001338;2011;12;4;1.48;12.2;6.9;14.3;0.1;;;;;04.12.2011
2001339;2011;12;5;4.34;8.7;4.7;0.4;1.1;;;;;05.12.2011
2001340;2011;12;6;3.15;8.7;3.2;0.2;0.9;;;;;06.12.2011
2001341;2011;12;7;1.52;11.4;5.8;4.2;0.8;;;;;07.12.2011
2001342;2011;12;8;4.85;10.5;2.0;0.0;0.4;;;;;08.12.2011
2001343;2011;12;9;1.03;11.2;7.9;1.0;1.0;;;;;09.12.2011
2001344;2011;12;10;1.19;6.6;5.5;3.0;0.2;;;;;10.12.2011
2001345;2011;12;11;3.01;8.1;3.5;4.6;0.4;;;;;11.12.2011
2001346;2011;12;12;3.78;9.2;3.7;1.0;0.8;;;;;12.12.2011
2001347;2011;12;13;1.55;9.5;1.5;1.6;0.8;;;;;13.12.2011
2001348;2011;12;14;2.53;10.8;5.3;6.2;1.4;;;;;14.12.2011
2001349;2011;12;15;3.28;9.4;3.7;17.5;1.0;;;;;15.12.2011
2001350;2011;12;16;0.89;11.4;5.2;10.0;1.7;;;;;16.12.2011
2001351;2011;12;17;2.53;5.6;2.7;3.8;0.9;;;;;17.12.2011
2001352;2011;12;18;2.59;4.4;0.2;1.6;0.7;;;;;18.12.2011
2001353;2011;12;19;5.17;4.5;-1.7;2.2;0.5;;;;;19.12.2011
2001354;2011;12;20;2.67;5.4;-0.6;1.2;0.3;;;;;20.12.2011
2001355;2011;12;21;1.00;5.4;1.5;5.0;0.1;;;;;21.12.2011
2001356;2011;12;22;2.01;11.8;4.1;0.0;0.3;;;;;22.12.2011
2001357;2011;12;23;1.06;8.8;6.9;4.6;0.4;;;;;23.12.2011
2001358;2011;12;24;4.19;6.7;0.7;0.0;0.8;;;;;24.12.2011
2001359;2011;12;25;2.88;6.9;-1.1;0.2;0.3;;;;;25.12.2011
2001360;2011;12;26;3.02;8.3;-1.2;0.0;0.3;;;;;26.12.2011
2001361;2011;12;27;1.12;3.0;0.3;0.0;0.0;;;;;27.12.2011
2001362;2011;12;28;1.60;3.5;-0.8;0.6;0.1;;;;;28.12.2011
2001363;2011;12;29;3.89;7.2;1.5;4.6;0.3;;;;;29.12.2011
2001364;2011;12;30;2.48;7.6;4.1;9.7;0.8;;;;;30.12.2011
2001365;2011;12;31;1.87;12.0;2.5;0.6;0.1;;;;;31.12.2011
2012001;2012;1;1;2.04;12.5;10.1;3.8;0.4;;;;;01.01.2012
2012002;2012;1;2;1.27;9.8;5.1;3.9;0.4;;;;;02.01.2012
2012003;2012;1;3;3.38;8.3;1.6;11.5;0.6;;;;;03.01.2012
2012004;2012;1;4;4.88;8.7;4.6;4.6;1.2;;;;;04.01.2012
2012005;2012;1;5;1.54;10.9;4.0;14.0;1.1;;;;;05.01.2012
2012006;2012;1;6;5.09;7.7;1.5;0.0;1.1;;;;;06.01.2012
2012007;2012;1;7;1.07;7.4;0.0;0.8;0.1;;;;;07.01.2012
2012008;2012;1;8;2.19;7.5;5.0;0.2;0.7;;;;;08.01.2012
2012009;2012;1;9;2.89;8.1;1.3;0.0;0.2;;;;;09.01.2012
2012010;2012;1;10;2.47;9.5;3.9;0.0;0.4;;;;;10.01.2012
2012011;2012;1;11;1.45;4.9;3.5;0.0;0.2;;;;;11.01.2012
2012012;2012;1;12;0.79;2.4;1.4;0.2;0.3;;;;;12.01.2012
2012013;2012;1;13;2.41;6.3;1.2;0.0;0.5;;;;;13.01.2012
2012014;2012;1;14;6.95;4.7;-1.0;0.0;1.0;;;;;14.01.2012
2012015;2012;1;15;6.99;4.7;-2.8;0.0;1.1;;;;;15.01.2012
2012016;2012;1;16;6.93;4.2;-4.4;0.0;1.1;;;;;16.01.2012
2012017;2012;1;17;2.32;-3.1;-8.2;0.0;0.1;;;;;17.01.2012
2012018;2012;1;18;2.04;1.4;-5.3;0.0;0.3;;;;;18.01.2012
2012019;2012;1;19;2.35;9.0;-2.8;2.2;0.1;;;;;19.01.2012
2012020;2012;1;20;2.91;8.3;5.6;3.0;0.8;;;;;20.01.2012
2012021;2012;1;21;3.86;11.7;5.7;2.0;0.8;;;;;21.01.2012
2012022;2012;1;22;2.24;8.9;5.8;1.6;0.6;;;;;22.01.2012
2012023;2012;1;23;2.72;9.0;4.9;0.4;0.9;;;;;23.01.2012
2012024;2012;1;24;1.89;6.7;5.0;4.0;0.5;;;;;24.01.2012
2012025;2012;1;25;1.45;6.8;3.6;0.2;0.0;;;;;25.01.2012
2012026;2012;1;26;1.54;7.6;6.2;2.0;0.2;;;;;26.01.2012
2012027;2012;1;27;4.80;8.9;3.9;0.0;0.8;;;;;27.01.2012
2012028;2012;1;28;2.14;3.9;-1.2;0.0;0.1;;;;;28.01.2012
2012029;2012;1;29;2.11;2.3;0.6;0.0;0.7;;;;;29.01.2012
2012030;2012;1;30;1.48;1.4;0.1;0.0;0.6;;;;;30.01.2012
2012031;2012;1;31;2.65;1.2;-0.8;0.0;0.8;;;;;31.01.2012
2012032;2012;2;1;4.93;-1.7;-4.3;0.0;0.9;;;;;01.02.2012
2012033;2012;2;2;5.37;-4.7;-7.9;0.0;1.0;;;;;02.02.2012
2012034;2012;2;3;9.34;-3.9;-10.2;0.0;1.3;;;;;03.02.2012
2012035;2012;2;4;9.63;-3.5;-9.8;0.0;1.3;;;;;04.02.2012
2012036;2012;2;5;9.71;-3.0;-13.5;0.0;0.8;;;;;05.02.2012
2012037;2012;2;6;9.54;-2.7;-10.0;0.0;1.2;;;;;06.02.2012
2012038;2012;2;7;9.40;-4.8;-11.9;0.0;1.0;;;;;07.02.2012
2012039;2012;2;8;6.93;-3.4;-9.8;0.0;0.9;;;;;08.02.2012
2012040;2012;2;9;8.95;1.2;-11.4;0.0;0.9;;;;;09.02.2012
2012041;2012;2;10;8.83;-1.3;-7.9;0.0;1.2;;;;;10.02.2012
2012042;2012;2;11;9.84;-4.1;-11.1;0.0;0.9;;;;;11.02.2012
2012043;2012;2;12;10.58;-0.4;-11.3;0.0;1.3;;;;;12.02.2012
2012044;2012;2;13;4.37;0.3;-10.3;1.6;0.6;;;;;13.02.2012
2012045;2012;2;14;4.51;2.9;-2.9;1.4;0.4;;;;;14.02.2012
2012046;2012;2;15;3.55;6.1;0.8;0.6;0.6;;;;;15.02.2012
2012047;2012;2;16;3.80;6.7;4.0;0.6;0.9;;;;;16.02.2012
2012048;2012;2;17;3.08;6.9;1.5;0.2;0.5;;;;;17.02.2012
2012049;2012;2;18;5.14;8.1;0.2;0.2;0.9;;;;;18.02.2012
2012050;2012;2;19;9.49;7.2;2.6;1.0;1.7;;;;;19.02.2012
2012051;2012;2;20;12.12;5.2;-2.0;0.0;1.3;;;;;20.02.2012
2012052;2012;2;21;12.83;5.9;-4.4;0.0;1.1;;;;;21.02.2012
2012053;2012;2;22;12.93;10.5;-3.2;0.0;1.5;;;;;22.02.2012
2012054;2012;2;23;4.63;6.7;-2.9;0.0;0.5;;;;;23.02.2012
2012055;2012;2;24;3.96;9.5;3.4;0.0;0.5;;;;;24.02.2012
2012056;2012;2;25;2.92;9.8;6.5;0.2;0.3;;;;;25.02.2012
2012057;2012;2;26;11.47;9.2;2.9;0.0;1.9;;;;;26.02.2012
2012058;2012;2;27;12.85;10.7;-0.8;0.0;1.3;;;;;27.02.2012
2012059;2012;2;28;11.40;12.8;-1.7;0.0;1.1;;;;;28.02.2012
2012060;2012;2;29;13.72;16.0;1.1;0.0;1.3;;;;;29.02.2012
2012061;2012;3;1;13.02;16.6;1.6;0.0;1.2;;;;;01.03.2012
2012062;2012;3;2;10.74;16.4;0.3;0.0;1.3;;;;;02.03.2012
2012063;2012;3;3;12.70;17.5;1.4;0.0;1.3;;;;;03.03.2012
2012064;2012;3;4;7.95;12.5;7.0;5.8;1.7;;;;;04.03.2012
2012065;2012;3;5;10.12;8.7;3.2;0.2;2.4;;;;;05.03.2012
2012066;2012;3;6;3.60;6.7;-0.4;0.0;0.7;;;;;06.03.2012
2012067;2012;3;7;11.30;9.1;-1.4;2.8;1.2;;;;;07.03.2012
2012068;2012;3;8;13.57;8.7;3.5;0.0;2.2;;;;;08.03.2012
2012069;2012;3;9;16.02;10.9;-1.4;0.0;1.9;;;;;09.03.2012
2012070;2012;3;10;15.48;13.0;0.3;0.0;2.1;;;;;10.03.2012
2012071;2012;3;11;7.88;12.1;4.2;0.0;1.6;;;;;11.03.2012
2012072;2012;3;12;15.83;17.0;5.2;0.0;3.0;;;;;12.03.2012
2012073;2012;3;13;17.05;18.8;6.0;0.0;3.4;;;;;13.03.2012
2012074;2012;3;14;17.26;18.4;4.4;0.0;3.1;;;;;14.03.2012
2012075;2012;3;15;17.29;20.6;3.1;0.0;2.5;;;;;15.03.2012
2012076;2012;3;16;16.65;20.3;0.4;0.0;2.5;;;;;16.03.2012
2012077;2012;3;17;11.49;16.9;4.8;14.3;2.7;;;;;17.03.2012
2012078;2012;3;18;4.10;8.9;6.3;13.4;1.0;;;;;18.03.2012
2012079;2012;3;19;12.43;10.4;0.7;0.0;1.4;;;;;19.03.2012
2012080;2012;3;20;15.38;12.7;2.8;0.0;2.5;;;;;20.03.2012
2012081;2012;3;21;17.01;18.3;3.8;0.0;3.3;;;;;21.03.2012
2012082;2012;3;22;16.61;18.7;5.9;0.0;2.9;;;;;22.03.2012
2012083;2012;3;23;17.83;21.4;3.0;0.0;2.8;;;;;23.03.2012
2012084;2012;3;24;18.11;20.7;6.5;0.0;3.6;;;;;24.03.2012
2012085;2012;3;25;18.38;20.6;5.2;0.0;3.8;;;;;25.03.2012
2012086;2012;3;26;20.00;20.8;9.5;0.0;4.6;;;;;26.03.2012
2012087;2012;3;27;20.21;20.1;7.6;0.0;5.0;;;;;27.03.2012
2012088;2012;3;28;20.01;21.4;6.5;0.0;4.2;;;;;28.03.2012
2012089;2012;3;29;20.30;21.2;6.6;0.0;4.9;;;;;29.03.2012
2012090;2012;3;30;20.21;18.1;8.2;0.0;4.0;;;;;30.03.2012
2012091;2012;3;31;19.93;16.6;5.2;0.0;2.9;;;;;31.03.2012
2012092;2012;4;1;21.22;14.0;3.3;0.0;4.0;;;;;01.04.2012
2012093;2012;4;2;21.35;17.9;1.5;0.0;3.3;;;;;02.04.2012
2012094;2012;4;3;8.64;16.6;3.1;10.7;1.3;;;;;03.04.2012
2012095;2012;4;4;6.38;12.1;8.1;0.4;1.4;;;;;04.04.2012
2012096;2012;4;5;11.04;16.1;8.5;0.0;2.6;;;;;05.04.2012
2012097;2012;4;6;20.88;17.1;6.7;0.0;3.1;;;;;06.04.2012
2012098;2012;4;7;15.71;14.3;7.3;0.0;3.9;;;;;07.04.2012
2012099;2012;4;8;20.37;10.7;1.9;0.0;3.0;;;;;08.04.2012
2012100;2012;4;9;6.33;12.4;2.7;1.4;1.3;;;;;09.04.2012
2012101;2012;4;10;5.37;12.2;5.4;9.0;0.9;;;;;10.04.2012
2012102;2012;4;11;16.57;11.9;3.0;6.0;1.6;;;;;11.04.2012
2012103;2012;4;12;12.32;12.1;4.2;5.1;1.7;;;;;12.04.2012
2012104;2012;4;13;18.99;14.4;0.1;0.0;2.4;;;;;13.04.2012
2012105;2012;4;14;11.18;13.4;3.3;6.9;2.6;;;;;14.04.2012
2012106;2012;4;15;6.92;11.5;6.1;5.4;2.5;;;;;15.04.2012
2012107;2012;4;16;7.94;8.7;3.8;0.6;2.3;;;;;16.04.2012
2012108;2012;4;17;23.12;12.6;-0.6;0.6;2.9;;;;;17.04.2012
2012109;2012;4;18;17.63;14.3;5.7;0.4;3.3;;;;;18.04.2012
2012110;2012;4;19;12.77;12.8;6.2;2.4;2.3;;;;;19.04.2012
2012111;2012;4;20;16.76;14.2;4.2;0.8;2.8;;;;;20.04.2012
2012112;2012;4;21;12.44;14.3;6.7;9.0;2.8;;;;;21.04.2012
2012113;2012;4;22;18.42;12.9;5.3;1.6;2.8;;;;;22.04.2012
2012114;2012;4;23;11.39;12.7;4.6;11.6;2.1;;;;;23.04.2012
2012115;2012;4;24;15.47;12.5;6.1;2.8;2.4;;;;;24.04.2012
2012116;2012;4;25;9.49;15.5;1.8;0.8;2.5;;;;;25.04.2012
2012117;2012;4;26;5.96;13.8;9.9;0.4;1.9;;;;;26.04.2012
2012118;2012;4;27;10.18;15.9;7.4;0.2;1.5;;;;;27.04.2012
2012119;2012;4;28;12.28;25.6;10.1;0.0;3.7;;;;;28.04.2012
2012120;2012;4;29;24.10;20.7;12.8;0.4;5.6;;;;;29.04.2012
2012121;2012;4;30;10.16;18.5;5.5;4.4;1.9;;;;;30.04.2012
2012122;2012;5;1;20.64;18.1;5.5;18.2;2.9;;;;;01.05.2012
2012123;2012;5;2;6.96;12.9;9.4;16.3;1.7;;;;;02.05.2012
2012124;2012;5;3;23.55;19.6;2.8;0.0;2.7;;;;;03.05.2012
2012125;2012;5;4;24.43;22.4;6.2;1.0;3.7;;;;;04.05.2012
2012126;2012;5;5;15.91;18.7;10.9;5.4;3.4;;;;;05.05.2012
2012127;2012;5;6;18.01;17.0;8.0;0.6;2.6;;;;;06.05.2012
2012128;2012;5;7;22.67;18.0;7.4;0.0;3.1;;;;;07.05.2012
2012129;2012;5;8;10.68;16.9;5.1;3.8;1.4;;;;;08.05.2012
2012130;2012;5;9;15.30;22.0;12.6;0.2;2.8;;;;;09.05.2012
2012131;2012;5;10;25.27;27.3;10.3;0.0;3.9;;;;;10.05.2012
2012132;2012;5;11;25.42;28.0;13.3;6.6;5.3;;;;;11.05.2012
2012133;2012;5;12;16.46;18.1;10.7;0.0;4.3;;;;;12.05.2012
2012134;2012;5;13;27.65;16.7;6.6;0.0;4.6;;;;;13.05.2012
2012135;2012;5;14;29.22;19.3;4.0;0.0;4.2;;;;;14.05.2012
2012136;2012;5;15;19.48;15.6;5.2;2.2;3.3;;;;;15.05.2012
2012137;2012;5;16;15.13;13.6;5.2;0.0;3.3;;;;;16.05.2012
2012138;2012;5;17;24.35;18.6;1.4;0.0;3.1;;;;;17.05.2012
2012139;2012;5;18;10.24;17.2;10.1;3.4;2.3;;;;;18.05.2012
2012140;2012;5;19;22.88;22.1;10.8;3.0;4.0;;;;;19.05.2012
2012141;2012;5;20;18.24;23.3;12.5;16.5;3.8;;;;;20.05.2012
2012142;2012;5;21;7.76;15.8;12.7;24.2;1.4;;;;;21.05.2012
2012143;2012;5;22;4.02;14.5;12.2;0.0;1.0;;;;;22.05.2012
2012144;2012;5;23;8.14;19.1;13.6;0.0;1.7;;;;;23.05.2012
2012145;2012;5;24;24.54;27.6;16.0;0.0;5.5;;;;;24.05.2012
2012146;2012;5;25;29.43;26.1;15.7;0.0;6.5;;;;;25.05.2012
2012147;2012;5;26;29.06;25.7;10.6;0.0;5.3;;;;;26.05.2012
2012148;2012;5;27;30.60;25.1;11.5;0.0;6.1;;;;;27.05.2012
2012149;2012;5;28;25.36;25.3;11.5;0.0;4.9;;;;;28.05.2012
2012150;2012;5;29;29.47;25.9;13.8;0.0;6.0;;;;;29.05.2012
2012151;2012;5;30;23.50;27.2;13.6;0.2;5.2;;;;;30.05.2012
2012152;2012;5;31;20.29;25.4;14.6;0.0;4.5;;;;;31.05.2012
2012153;2012;6;1;18.98;23.6;12.5;0.0;4.3;;;;;01.06.2012
2012154;2012;6;2;28.98;26.9;11.3;6.7;4.7;;;;;02.06.2012
2012155;2012;6;3;6.92;18.7;16.3;8.0;1.7;;;;;03.06.2012
2012156;2012;6;4;17.44;19.6;12.7;2.2;3.9;;;;;04.06.2012
2012157;2012;6;5;27.45;18.4;6.4;0.4;3.6;;;;;05.06.2012
2012158;2012;6;6;12.82;21.2;11.8;4.4;2.5;;;;;06.06.2012
2012159;2012;6;7;15.09;26.0;13.9;17.8;3.6;;;;;07.06.2012
2012160;2012;6;8;21.93;22.5;14.5;0.0;5.3;;;;;08.06.2012
2012161;2012;6;9;22.12;19.1;9.9;0.0;4.0;;;;;09.06.2012
2012162;2012;6;10;16.52;17.8;8.5;6.0;2.4;;;;;10.06.2012
2012163;2012;6;11;16.04;21.1;11.9;0.6;3.8;;;;;11.06.2012
2012164;2012;6;12;17.95;17.9;11.5;5.8;3.3;;;;;12.06.2012
2012165;2012;6;13;12.57;18.3;11.6;5.7;2.7;;;;;13.06.2012
2012166;2012;6;14;28.22;22.3;8.8;0.0;4.2;;;;;14.06.2012
2012167;2012;6;15;18.44;25.2;12.3;0.0;3.8;;;;;15.06.2012
2012168;2012;6;16;25.27;28.4;13.4;1.2;5.7;;;;;16.06.2012
2012169;2012;6;17;23.60;22.8;13.4;0.2;4.3;;;;;17.06.2012
2012170;2012;6;18;23.15;25.6;12.7;0.0;4.6;;;;;18.06.2012
2012171;2012;6;19;12.34;22.7;14.9;2.4;2.7;;;;;19.06.2012
2012172;2012;6;20;16.16;25.4;17.6;0.0;4.3;;;;;20.06.2012
2012173;2012;6;21;15.52;26.2;14.4;5.1;3.7;;;;;21.06.2012
2012174;2012;6;22;24.27;22.5;9.6;0.0;4.4;;;;;22.06.2012
2012175;2012;6;23;25.60;24.3;8.4;0.0;4.3;;;;;23.06.2012
2012176;2012;6;24;18.44;23.7;10.4;1.0;4.0;;;;;24.06.2012
2012177;2012;6;25;17.62;23.9;15.4;0.6;4.3;;;;;25.06.2012
2012178;2012;6;26;12.26;22.8;16.7;3.4;2.7;;;;;26.06.2012
2012179;2012;6;27;29.10;28.4;18.0;0.0;5.9;;;;;27.06.2012
2012180;2012;6;28;22.42;32.1;17.5;4.4;5.8;;;;;28.06.2012
2012181;2012;6;29;24.62;30.1;18.3;0.0;6.0;;;;;29.06.2012
2012182;2012;6;30;20.88;30.3;18.2;20.0;5.6;;;;;30.06.2012
2012183;2012;7;1;6.85;18.5;15.6;5.0;1.7;;;;;01.07.2012
2012184;2012;7;2;10.96;20.6;13.5;0.0;3.0;;;;;02.07.2012
2012185;2012;7;3;25.25;25.4;11.7;0.2;4.3;;;;;03.07.2012
2012186;2012;7;4;24.25;28.1;13.4;0.4;4.7;;;;;04.07.2012
2012187;2012;7;5;13.63;24.2;17.5;2.4;3.5;;;;;05.07.2012
2012188;2012;7;6;22.50;23.7;12.8;0.0;4.5;;;;;06.07.2012
2012189;2012;7;7;26.14;26.1;13.4;12.7;5.3;;;;;07.07.2012
2012190;2012;7;8;23.31;24.2;15.4;0.2;5.4;;;;;08.07.2012
2012191;2012;7;9;20.01;25.7;13.3;0.0;4.5;;;;;09.07.2012
2012192;2012;7;10;21.48;26.5;14.6;0.0;5.3;;;;;10.07.2012
2012193;2012;7;11;22.41;20.9;13.8;0.0;5.1;;;;;11.07.2012
2012194;2012;7;12;18.50;20.8;13.0;0.4;4.4;;;;;12.07.2012
2012195;2012;7;13;10.93;20.5;14.3;7.3;3.0;;;;;13.07.2012
2012196;2012;7;14;24.91;21.6;15.4;0.0;5.8;;;;;14.07.2012
2012197;2012;7;15;18.10;21.2;12.5;0.8;4.5;;;;;15.07.2012
2012198;2012;7;16;25.94;22.9;9.1;0.0;4.5;;;;;16.07.2012
2012199;2012;7;17;23.02;24.7;12.0;0.0;4.4;;;;;17.07.2012
2012200;2012;7;18;27.74;29.6;12.3;0.0;5.6;;;;;18.07.2012
2012201;2012;7;19;14.53;22.8;16.7;0.0;4.7;;;;;19.07.2012
2012202;2012;7;20;9.32;19.9;11.4;5.0;2.2;;;;;20.07.2012
2012203;2012;7;21;24.82;22.5;10.2;0.0;4.7;;;;;21.07.2012
2012204;2012;7;22;27.62;22.8;11.0;0.0;5.4;;;;;22.07.2012
2012205;2012;7;23;29.39;25.4;11.7;0.0;6.6;;;;;23.07.2012
2012206;2012;7;24;27.19;29.9;14.6;0.0;6.1;;;;;24.07.2012
2012207;2012;7;25;27.44;32.3;16.0;0.0;6.4;;;;;25.07.2012
2012208;2012;7;26;27.14;33.4;18.2;0.0;6.8;;;;;26.07.2012
2012209;2012;7;27;23.22;32.1;17.3;22.5;6.4;;;;;27.07.2012
2012210;2012;7;28;19.47;27.3;18.4;5.5;5.0;;;;;28.07.2012
2012211;2012;7;29;21.19;23.6;16.9;0.0;5.1;;;;;29.07.2012
2012212;2012;7;30;22.03;24.5;11.2;0.0;4.2;;;;;30.07.2012
2012213;2012;7;31;26.10;26.7;13.7;0.0;4.9;;;;;31.07.2012
2012214;2012;8;1;23.48;30.5;13.7;6.1;5.1;;;;;01.08.2012
2012215;2012;8;2;17.91;25.7;16.3;0.0;4.6;;;;;02.08.2012
2012216;2012;8;3;22.97;26.1;15.3;0.0;5.2;;;;;03.08.2012
2012217;2012;8;4;23.54;27.7;15.0;0.2;5.2;;;;;04.08.2012
2012218;2012;8;5;17.99;26.1;16.8;7.9;4.5;;;;;05.08.2012
2012219;2012;8;6;17.04;22.9;15.5;0.6;4.1;;;;;06.08.2012
2012220;2012;8;7;18.73;24.0;11.8;0.0;3.8;;;;;07.08.2012
2012221;2012;8;8;25.64;25.7;12.3;0.0;4.9;;;;;08.08.2012
2012222;2012;8;9;24.25;27.1;14.3;0.0;5.2;;;;;09.08.2012
2012223;2012;8;10;26.16;27.2;15.3;0.0;6.1;;;;;10.08.2012
2012224;2012;8;11;26.40;27.7;14.6;0.0;6.3;;;;;11.08.2012
2012225;2012;8;12;16.39;25.6;13.8;0.0;3.7;;;;;12.08.2012
2012226;2012;8;13;18.39;27.1;12.7;0.0;3.7;;;;;13.08.2012
2012227;2012;8;14;19.29;29.5;14.9;0.0;4.9;;;;;14.08.2012
2012228;2012;8;15;18.81;32.1;15.3;19.7;5.5;;;;;15.08.2012
2012229;2012;8;16;22.95;24.4;13.1;0.0;3.7;;;;;16.08.2012
2012230;2012;8;17;25.08;29.1;13.1;0.0;4.7;;;;;17.08.2012
2012231;2012;8;18;24.59;32.8;15.8;0.0;5.5;;;;;18.08.2012
2012232;2012;8;19;23.10;34.4;16.7;0.0;5.6;;;;;19.08.2012
2012233;2012;8;20;8.94;29.6;19.4;0.4;3.2;;;;;20.08.2012
2012234;2012;8;21;20.27;33.4;17.2;0.0;5.1;;;;;21.08.2012
2012235;2012;8;22;21.14;28.6;18.4;0.0;6.1;;;;;22.08.2012
2012236;2012;8;23;18.98;29.0;17.0;2.4;5.6;;;;;23.08.2012
2012237;2012;8;24;4.64;21.7;18.8;12.7;1.8;;;;;24.08.2012
2012238;2012;8;25;6.82;21.1;15.4;0.8;2.2;;;;;25.08.2012
2012239;2012;8;26;11.91;21.3;12.8;0.0;3.4;;;;;26.08.2012
2012240;2012;8;27;23.10;25.7;10.6;0.0;4.2;;;;;27.08.2012
2012241;2012;8;28;13.45;23.0;10.4;2.8;1.9;;;;;28.08.2012
2012242;2012;8;29;18.46;27.6;14.0;4.0;3.6;;;;;29.08.2012
2012243;2012;8;30;13.47;22.7;17.0;0.0;4.3;;;;;30.08.2012
2012244;2012;8;31;14.46;17.4;12.5;0.0;3.8;;;;;31.08.2012
2012245;2012;9;1;9.97;18.2;9.1;0.0;3.1;;;;;01.09.2012
2012246;2012;9;2;14.79;22.3;13.3;0.0;4.3;;;;;02.09.2012
2012247;2012;9;3;18.12;25.1;14.5;0.0;5.6;;;;;03.09.2012
2012248;2012;9;4;17.18;26.7;15.6;0.0;5.8;;;;;04.09.2012
2012249;2012;9;5;18.27;26.6;16.0;0.0;5.5;;;;;05.09.2012
2012250;2012;9;6;21.22;25.0;13.5;0.0;5.2;;;;;06.09.2012
2012251;2012;9;7;21.54;26.4;9.9;0.0;4.7;;;;;07.09.2012
2012252;2012;9;8;21.34;27.7;10.6;0.0;4.3;;;;;08.09.2012
2012253;2012;9;9;19.62;30.4;12.1;0.0;4.3;;;;;09.09.2012
2012254;2012;9;10;17.68;29.2;11.8;0.0;3.9;;;;;10.09.2012
2012255;2012;9;11;10.85;26.1;17.1;2.2;4.1;;;;;11.09.2012
2012256;2012;9;12;8.15;17.6;12.8;3.6;2.6;;;;;12.09.2012
2012257;2012;9;13;9.08;17.2;8.1;0.8;1.6;;;;;13.09.2012
2012258;2012;9;14;19.62;21.9;8.7;0.0;3.1;;;;;14.09.2012
2012259;2012;9;15;10.96;20.7;9.6;0.0;2.5;;;;;15.09.2012
2012260;2012;9;16;19.26;23.4;9.1;0.0;3.0;;;;;16.09.2012
2012261;2012;9;17;16.40;24.7;10.1;0.0;2.6;;;;;17.09.2012
2012262;2012;9;18;8.37;23.5;9.0;0.6;2.4;;;;;18.09.2012
2012263;2012;9;19;15.18;18.8;9.7;0.0;3.8;;;;;19.09.2012
2012264;2012;9;20;17.04;18.8;4.3;0.0;3.0;;;;;20.09.2012
2012265;2012;9;21;13.55;24.0;4.4;14.3;2.0;;;;;21.09.2012
2012266;2012;9;22;2.36;15.0;12.2;1.2;0.7;;;;;22.09.2012
2012267;2012;9;23;7.29;23.2;10.8;8.9;1.8;;;;;23.09.2012
2012268;2012;9;24;10.65;20.7;15.0;1.4;3.3;;;;;24.09.2012
2012269;2012;9;25;4.70;16.1;13.0;20.6;1.7;;;;;25.09.2012
2012270;2012;9;26;1.59;12.0;11.0;19.9;0.5;;;;;26.09.2012
2012271;2012;9;27;12.26;18.4;9.6;2.2;2.5;;;;;27.09.2012
2012272;2012;9;28;15.59;19.7;5.7;0.0;1.7;;;;;28.09.2012
2012273;2012;9;29;13.01;18.6;7.4;0.0;2.4;;;;;29.09.2012
2012274;2012;9;30;12.72;18.1;8.7;0.0;2.3;;;;;30.09.2012
2012275;2012;10;1;16.39;19.6;7.0;0.0;2.3;;;;;01.10.2012
2012276;2012;10;2;15.02;20.1;6.2;1.2;2.1;;;;;02.10.2012
2012277;2012;10;3;9.64;19.1;10.4;0.0;1.9;;;;;03.10.2012
2012278;2012;10;4;4.42;17.8;13.9;0.2;2.1;;;;;04.10.2012
2012279;2012;10;5;14.85;23.0;10.0;0.2;2.5;;;;;05.10.2012
2012280;2012;10;6;10.45;23.4;8.3;4.0;1.7;;;;;06.10.2012
2012281;2012;10;7;6.80;19.1;14.7;0.4;2.1;;;;;07.10.2012
2012282;2012;10;8;3.87;16.5;8.8;20.5;0.8;;;;;08.10.2012
2012283;2012;10;9;7.24;20.0;13.4;3.0;1.5;;;;;09.10.2012
2012284;2012;10;10;7.44;20.9;14.7;3.2;2.0;;;;;10.10.2012
2012285;2012;10;11;4.98;18.7;13.6;2.8;1.2;;;;;11.10.2012
2012286;2012;10;12;7.10;16.2;9.9;0.2;1.8;;;;;12.10.2012
2012287;2012;10;13;9.58;15.7;2.3;2.0;1.3;;;;;13.10.2012
2012288;2012;10;14;2.70;12.1;9.4;6.6;1.0;;;;;14.10.2012
2012289;2012;10;15;9.65;13.2;3.4;0.0;1.3;;;;;15.10.2012
2012290;2012;10;16;4.38;11.0;-0.3;1.2;0.4;;;;;16.10.2012
