*WEATHER;DATA;:;;;;;;;;;;;Latitude = 47.275 § Longitude = 5.091667 § Altitude = 206
2001094;2011;4;4;13.08;15.7;7.9;0.0;2.2;;;;;04.04.2011
2001095;2011;4;5;16.39;17.1;2.6;0.0;1.8;;;;;05.04.2011
2001096;2011;4;6;20.50;22.1;5.9;0.0;3.0;;;;;06.04.2011
2001097;2011;4;7;21.50;26.5;9.0;0.0;3.9;;;;;07.04.2011
2001098;2011;4;8;22.16;20.8;9.2;0.0;3.5;;;;;08.04.2011
2001099;2011;4;9;22.62;24.3;9.4;0.0;5.0;;;;;09.04.2011
2001100;2011;4;10;22.48;24.6;9.9;0.0;5.7;;;;;10.04.2011
2001101;2011;4;11;21.14;24.2;9.8;0.0;4.2;;;;;11.04.2011
2001102;2011;4;12;16.00;14.6;10.7;0.0;4.0;;;;;12.04.2011
2001103;2011;4;13;19.72;13.2;0.8;0.0;2.6;;;;;13.04.2011
2001104;2011;4;14;18.40;14.8;5.6;0.0;3.9;;;;;14.04.2011
2001105;2011;4;15;23.54;15.7;3.7;0.0;3.9;;;;;15.04.2011
2001106;2011;4;16;23.93;16.7;3.0;0.0;3.6;;;;;16.04.2011
2001107;2011;4;17;23.96;19.4;4.4;0.0;3.8;;;;;17.04.2011
2001108;2011;4;18;22.77;21.4;5.9;0.0;4.0;;;;;18.04.2011
2001109;2011;4;19;23.99;22.5;3.1;0.0;3.4;;;;;19.04.2011
2001110;2011;4;20;22.45;23.1;4.2;0.0;3.5;;;;;20.04.2011
2001111;2011;4;21;23.12;22.7;6.8;0.0;3.8;;;;;21.04.2011
2001112;2011;4;22;22.23;23.3;6.5;0.0;3.6;;;;;22.04.2011
2001113;2011;4;23;20.26;23.1;6.0;0.0;3.5;;;;;23.04.2011
2001114;2011;4;24;19.81;23.4;10.0;0.0;4.0;;;;;24.04.2011
2001115;2011;4;25;23.31;24.4;9.8;0.0;5.3;;;;;25.04.2011
2001116;2011;4;26;25.16;20.6;9.7;0.0;5.5;;;;;26.04.2011
2001117;2011;4;27;16.51;19.6;9.3;8.1;3.2;;;;;27.04.2011
2001118;2011;4;28;16.84;17.4;10.4;5.0;3.4;;;;;28.04.2011
2001119;2011;4;29;19.71;18.5;9.9;0.2;3.0;;;;;29.04.2011
2001120;2011;4;30;26.40;21.8;7.2;0.0;3.8;;;;;30.04.2011
2001121;2011;5;1;25.45;22.8;7.6;0.0;3.9;;;;;01.05.2011
2001122;2011;5;2;18.04;22.9;10.2;0.0;4.0;;;;;02.05.2011
2001123;2011;5;3;20.35;18.0;10.7;0.0;4.3;;;;;03.05.2011
2001124;2011;5;4;27.61;18.1;4.7;0.0;4.6;;;;;04.05.2011
2001125;2011;5;5;28.02;22.1;4.5;0.0;4.9;;;;;05.05.2011
2001126;2011;5;6;26.60;25.1;4.6;0.0;4.6;;;;;06.05.2011
2001127;2011;5;7;24.17;25.0;8.3;0.0;5.3;;;;;07.05.2011
2001128;2011;5;8;21.48;26.2;11.5;0.0;5.2;;;;;08.05.2011
2001129;2011;5;9;25.99;28.6;13.5;0.0;6.2;;;;;09.05.2011
2001130;2011;5;10;22.38;26.6;11.6;1.0;4.6;;;;;10.05.2011
2001131;2011;5;11;14.97;25.1;13.7;19.1;3.4;;;;;11.05.2011
2001132;2011;5;12;12.76;21.1;13.9;3.2;3.1;;;;;12.05.2011
2001133;2011;5;13;28.39;20.8;6.8;0.0;4.2;;;;;13.05.2011
2001134;2011;5;14;8.62;17.5;7.1;1.0;1.9;;;;;14.05.2011
2001135;2011;5;15;19.59;16.9;7.4;0.2;3.6;;;;;15.05.2011
2001136;2011;5;16;16.14;17.4;6.8;0.0;2.7;;;;;16.05.2011
2001137;2011;5;17;24.64;22.7;5.3;0.0;3.1;;;;;17.05.2011
2001138;2011;5;18;28.85;25.5;8.6;0.0;4.7;;;;;18.05.2011
2001139;2011;5;19;15.28;23.8;12.2;1.0;3.4;;;;;19.05.2011
2001140;2011;5;20;20.62;25.1;9.9;3.9;3.7;;;;;20.05.2011
2001141;2011;5;21;27.58;25.7;11.2;0.0;4.7;;;;;21.05.2011
2001142;2011;5;22;24.06;26.1;13.7;0.6;5.2;;;;;22.05.2011
2001143;2011;5;23;28.84;25.1;10.6;0.0;4.9;;;;;23.05.2011
2001144;2011;5;24;28.58;23.0;9.3;0.0;4.9;;;;;24.05.2011
2001145;2011;5;25;30.19;25.8;9.1;0.0;5.6;;;;;25.05.2011
2001146;2011;5;26;13.87;22.2;9.4;0.0;3.6;;;;;26.05.2011
2001147;2011;5;27;18.13;18.2;11.3;0.2;4.4;;;;;27.05.2011
2001148;2011;5;28;24.78;20.9;5.4;0.0;3.7;;;;;28.05.2011
2001149;2011;5;29;29.36;25.9;6.5;0.0;4.7;;;;;29.05.2011
2001150;2011;5;30;28.04;29.6;8.9;3.8;6.2;;;;;30.05.2011
2001151;2011;5;31;4.57;16.9;10.9;6.0;1.4;;;;;31.05.2011
2001152;2011;6;1;9.65;16.3;9.2;0.0;3.4;;;;;01.06.2011
2001153;2011;6;2;13.29;21.9;9.5;0.0;3.4;;;;;02.06.2011
2001154;2011;6;3;19.43;24.5;12.9;0.0;4.6;;;;;03.06.2011
2001155;2011;6;4;23.84;28.1;14.2;2.0;5.3;;;;;04.06.2011
2001156;2011;6;5;25.31;26.9;13.8;0.0;5.3;;;;;05.06.2011
2001157;2011;6;6;20.55;23.1;13.7;4.5;3.9;;;;;06.06.2011
2001158;2011;6;7;23.11;26.4;12.7;17.6;4.5;;;;;07.06.2011
2001159;2011;6;8;8.84;17.8;13.5;0.4;2.7;;;;;08.06.2011
2001160;2011;6;9;12.58;18.6;6.9;0.0;2.2;;;;;09.06.2011
2001161;2011;6;10;13.38;19.5;10.2;3.2;2.9;;;;;10.06.2011
2001162;2011;6;11;23.07;20.9;10.7;0.0;4.5;;;;;11.06.2011
2001163;2011;6;12;27.43;22.1;7.4;0.6;4.6;;;;;12.06.2011
2001164;2011;6;13;16.13;24.4;13.3;0.0;3.8;;;;;13.06.2011
2001165;2011;6;14;15.62;24.9;12.3;0.0;3.4;;;;;14.06.2011
2001166;2011;6;15;19.80;26.8;16.0;0.0;5.1;;;;;15.06.2011
2001167;2011;6;16;9.79;22.1;12.5;12.9;2.3;;;;;16.06.2011
2001168;2011;6;17;16.98;21.5;9.9;9.3;2.6;;;;;17.06.2011
2001169;2011;6;18;20.12;20.9;13.0;0.0;5.3;;;;;18.06.2011
2001170;2011;6;19;20.51;20.3;11.6;0.2;5.1;;;;;19.06.2011
2001171;2011;6;20;18.65;25.6;13.7;0.0;5.0;;;;;20.06.2011
2001172;2011;6;21;23.24;29.3;13.7;0.2;5.5;;;;;21.06.2011
2001173;2011;6;22;12.80;24.8;15.7;0.4;4.8;;;;;22.06.2011
2001174;2011;6;23;21.11;21.6;11.9;0.0;4.6;;;;;23.06.2011
2001175;2011;6;24;23.12;22.2;8.6;0.0;4.8;;;;;24.06.2011
2001176;2011;6;25;28.15;27.5;8.0;0.0;5.2;;;;;25.06.2011
2001177;2011;6;26;30.57;31.3;12.3;0.0;6.3;;;;;26.06.2011
2001178;2011;6;27;28.45;34.8;15.2;0.0;6.8;;;;;27.06.2011
2001179;2011;6;28;27.14;35.8;16.4;0.8;7.8;;;;;28.06.2011
2001180;2011;6;29;6.81;20.5;18.0;0.0;2.7;;;;;29.06.2011
2001181;2011;6;30;28.32;23.6;13.4;0.0;6.8;;;;;30.06.2011
2001182;2011;7;1;26.68;23.4;10.1;0.0;6.2;;;;;01.07.2011
2001183;2011;7;2;30.65;23.1;10.0;0.0;6.4;;;;;02.07.2011
2001184;2011;7;3;31.14;25.3;10.1;0.0;6.6;;;;;03.07.2011
2001185;2011;7;4;27.08;28.5;12.8;0.0;6.7;;;;;04.07.2011
2001186;2011;7;5;29.77;31.3;11.8;0.0;6.7;;;;;05.07.2011
2001187;2011;7;6;14.95;26.1;19.3;0.0;6.6;;;;;06.07.2011
2001188;2011;7;7;6.16;20.8;11.8;31.5;2.0;;;;;07.07.2011
2001189;2011;7;8;27.98;24.9;12.0;0.0;5.9;;;;;08.07.2011
2001190;2011;7;9;12.29;23.6;11.9;0.8;2.5;;;;;09.07.2011
2001191;2011;7;10;11.80;23.2;14.2;2.4;2.4;;;;;10.07.2011
2001192;2011;7;11;29.42;27.5;13.3;0.0;5.8;;;;;11.07.2011
2001193;2011;7;12;20.69;30.5;16.7;10.9;5.7;;;;;12.07.2011
2001194;2011;7;13;5.17;18.9;15.1;4.2;1.6;;;;;13.07.2011
2001195;2011;7;14;22.46;21.4;9.1;0.0;4.2;;;;;14.07.2011
2001196;2011;7;15;25.27;24.5;8.9;0.0;4.1;;;;;15.07.2011
2001197;2011;7;16;21.98;25.9;10.7;9.1;4.9;;;;;16.07.2011
2001198;2011;7;17;11.97;18.5;13.8;2.6;2.7;;;;;17.07.2011
2001199;2011;7;18;12.65;19.9;11.5;2.8;3.3;;;;;18.07.2011
2001200;2011;7;19;11.88;18.7;10.4;7.5;2.4;;;;;19.07.2011
2001201;2011;7;20;14.39;20.2;12.5;7.6;3.3;;;;;20.07.2011
2001202;2011;7;21;18.06;21.9;13.7;2.6;3.9;;;;;21.07.2011
2001203;2011;7;22;12.20;20.4;14.4;0.6;2.8;;;;;22.07.2011
2001204;2011;7;23;16.40;19.6;11.9;9.4;3.2;;;;;23.07.2011
2001205;2011;7;24;17.56;19.8;8.7;0.2;3.2;;;;;24.07.2011
2001206;2011;7;25;12.72;20.1;12.7;0.0;2.6;;;;;25.07.2011
2001207;2011;7;26;7.36;21.2;13.1;6.0;1.4;;;;;26.07.2011
2001208;2011;7;27;18.21;23.1;13.7;0.0;4.0;;;;;27.07.2011
2001209;2011;7;28;11.14;20.9;15.2;1.0;3.0;;;;;28.07.2011
2001210;2011;7;29;21.43;24.2;12.3;0.0;4.0;;;;;29.07.2011
2001211;2011;7;30;23.89;22.3;15.7;0.0;5.3;;;;;30.07.2011
2001212;2011;7;31;24.21;22.8;11.9;0.0;4.8;;;;;31.07.2011
2001213;2011;8;1;28.14;26.3;10.0;0.0;5.0;;;;;01.08.2011
2001214;2011;8;2;26.28;29.1;12.0;0.6;5.0;;;;;02.08.2011
2001215;2011;8;3;12.78;25.6;18.7;0.6;3.7;;;;;03.08.2011
2001216;2011;8;4;20.50;27.9;17.0;3.2;5.1;;;;;04.08.2011
2001217;2011;8;5;12.96;24.1;18.6;6.9;2.8;;;;;05.08.2011
2001218;2011;8;6;7.20;22.4;17.9;26.2;1.5;;;;;06.08.2011
2001219;2011;8;7;19.81;22.7;15.8;0.0;4.6;;;;;07.08.2011
2001220;2011;8;8;16.60;20.9;13.1;0.0;4.1;;;;;08.08.2011
2001221;2011;8;9;20.18;20.5;12.0;0.0;4.0;;;;;09.08.2011
2001222;2011;8;10;25.58;22.4;9.1;0.0;4.0;;;;;10.08.2011
2001223;2011;8;11;23.92;25.8;8.8;0.0;4.5;;;;;11.08.2011
2001224;2011;8;12;10.58;22.5;12.7;0.0;2.5;;;;;12.08.2011
2001225;2011;8;13;21.50;27.4;14.3;0.0;4.3;;;;;13.08.2011
2001226;2011;8;14;8.44;24.6;14.8;19.2;1.6;;;;;14.08.2011
2001227;2011;8;15;15.42;23.4;17.2;1.6;3.9;;;;;15.08.2011
2001228;2011;8;16;23.42;26.3;12.7;0.0;3.8;;;;;16.08.2011
2001229;2011;8;17;23.83;29.3;14.4;28.8;4.9;;;;;17.08.2011
2001230;2011;8;18;20.20;28.5;18.6;1.8;4.6;;;;;18.08.2011
2001231;2011;8;19;19.89;29.5;17.7;0.0;4.3;;;;;19.08.2011
2001232;2011;8;20;22.77;30.8;18.1;0.0;5.1;;;;;20.08.2011
2001233;2011;8;21;15.92;32.3;19.6;0.0;4.4;;;;;21.08.2011
2001234;2011;8;22;22.97;34.0;19.3;0.0;6.1;;;;;22.08.2011
2001235;2011;8;23;22.06;32.6;17.2;0.0;6.5;;;;;23.08.2011
2001236;2011;8;24;12.80;24.9;18.8;0.2;3.4;;;;;24.08.2011
2001237;2011;8;25;10.44;23.0;17.1;5.0;2.2;;;;;25.08.2011
2001238;2011;8;26;6.43;23.9;13.3;18.7;2.4;;;;;26.08.2011
2001239;2011;8;27;12.42;19.7;11.3;0.2;3.0;;;;;27.08.2011
2001240;2011;8;28;20.68;22.8;7.6;0.0;3.1;;;;;28.08.2011
2001241;2011;8;29;17.68;22.2;9.3;0.0;3.4;;;;;29.08.2011
2001242;2011;8;30;20.98;21.7;10.5;0.0;3.6;;;;;30.08.2011
2001243;2011;8;31;20.36;24.0;10.5;0.0;3.8;;;;;31.08.2011
2001244;2011;9;1;16.37;26.6;12.7;0.0;3.0;;;;;01.09.2011
2001245;2011;9;2;19.45;29.6;16.9;0.0;4.3;;;;;02.09.2011
2001246;2011;9;3;15.01;28.6;15.7;0.0;3.6;;;;;03.09.2011
2001247;2011;9;4;6.70;22.6;18.6;3.0;2.1;;;;;04.09.2011
2001248;2011;9;5;17.16;22.4;13.0;0.0;4.2;;;;;05.09.2011
2001249;2011;9;6;20.20;23.0;7.7;0.0;3.3;;;;;06.09.2011
2001250;2011;9;7;11.62;22.5;15.8;0.0;3.2;;;;;07.09.2011
2001251;2011;9;8;12.69;22.8;11.8;4.8;3.2;;;;;08.09.2011
2001252;2011;9;9;11.80;25.7;17.3;0.0;3.0;;;;;09.09.2011
2001253;2011;9;10;18.68;29.8;14.2;0.2;4.3;;;;;10.09.2011
2001254;2011;9;11;6.80;24.3;18.5;1.6;3.2;;;;;11.09.2011
2001255;2011;9;12;17.26;25.1;10.6;0.0;3.3;;;;;12.09.2011
2001256;2011;9;13;10.01;24.2;18.0;1.4;2.5;;;;;13.09.2011
2001257;2011;9;14;16.91;21.2;10.9;0.0;3.1;;;;;14.09.2011
2001258;2011;9;15;19.06;22.3;9.0;0.0;3.4;;;;;15.09.2011
2001259;2011;9;16;10.81;24.5;8.8;0.6;1.9;;;;;16.09.2011
2001260;2011;9;17;8.48;22.4;15.4;3.4;2.7;;;;;17.09.2011
2001261;2011;9;18;13.86;17.6;10.8;1.8;3.3;;;;;18.09.2011
2001262;2011;9;19;13.47;18.8;10.6;1.6;2.9;;;;;19.09.2011
2001263;2011;9;20;18.62;20.7;6.2;0.0;2.4;;;;;20.09.2011
2001264;2011;9;21;17.32;22.5;7.1;0.0;2.5;;;;;21.09.2011
2001265;2011;9;22;11.40;21.1;8.4;0.0;2.4;;;;;22.09.2011
2001266;2011;9;23;17.78;21.9;9.9;0.0;3.0;;;;;23.09.2011
2001267;2011;9;24;14.26;23.5;7.7;0.0;2.3;;;;;24.09.2011
2001268;2011;9;25;16.26;27.0;11.0;0.0;2.7;;;;;25.09.2011
2001269;2011;9;26;15.44;28.0;10.9;0.0;2.8;;;;;26.09.2011
2001270;2011;9;27;14.91;26.8;13.6;0.0;3.1;;;;;27.09.2011
2001271;2011;9;28;16.20;26.5;14.5;0.0;3.4;;;;;28.09.2011
2001272;2011;9;29;15.98;27.5;10.7;0.0;3.0;;;;;29.09.2011
2001273;2011;9;30;15.71;27.5;11.4;0.0;2.7;;;;;30.09.2011
2001274;2011;10;1;15.77;26.8;9.9;0.2;2.5;;;;;01.10.2011
2001275;2011;10;2;15.62;26.8;9.7;0.0;2.5;;;;;02.10.2011
2001276;2011;10;3;15.46;26.7;8.8;0.0;2.3;;;;;03.10.2011
2001277;2011;10;4;14.97;27.0;7.2;0.0;2.6;;;;;04.10.2011
2001278;2011;10;5;11.16;22.7;10.8;0.0;2.4;;;;;05.10.2011
2001279;2011;10;6;7.19;21.0;7.7;3.8;1.9;;;;;06.10.2011
2001280;2011;10;7;9.96;14.7;8.5;0.8;2.3;;;;;07.10.2011
2001281;2011;10;8;3.22;12.0;5.9;4.6;0.6;;;;;08.10.2011
2001282;2011;10;9;3.75;14.0;9.3;3.8;0.7;;;;;09.10.2011
2001283;2011;10;10;6.74;19.9;11.8;0.0;1.7;;;;;10.10.2011
2001284;2011;10;11;4.19;16.4;13.7;0.0;1.4;;;;;11.10.2011
2001285;2011;10;12;3.00;16.1;13.4;0.0;1.4;;;;;12.10.2011
2001286;2011;10;13;7.31;17.9;12.6;0.4;1.9;;;;;13.10.2011
2001287;2011;10;14;13.77;16.2;8.5;0.0;2.5;;;;;14.10.2011
2001288;2011;10;15;12.90;16.9;3.7;0.0;1.4;;;;;15.10.2011
2001289;2011;10;16;12.72;17.3;3.0;0.0;0.9;;;;;16.10.2011
2001290;2011;10;17;8.44;18.1;5.1;0.4;1.2;;;;;17.10.2011
2001291;2011;10;18;10.36;19.8;5.2;16.7;1.5;;;;;18.10.2011
2001292;2011;10;19;4.42;9.3;5.6;9.9;0.7;;;;;19.10.2011
2001293;2011;10;20;7.89;10.2;2.2;0.8;0.5;;;;;20.10.2011
2001294;2011;10;21;7.70;9.7;0.5;0.0;0.9;;;;;21.10.2011
2001295;2011;10;22;6.23;11.3;1.8;0.0;0.7;;;;;22.10.2011
2001296;2011;10;23;10.01;15.5;1.3;0.0;1.1;;;;;23.10.2011
2001297;2011;10;24;9.72;18.3;1.6;17.3;1.6;;;;;24.10.2011
2001298;2011;10;25;3.74;14.1;9.0;5.1;0.8;;;;;25.10.2011
2001299;2011;10;26;9.10;15.7;3.5;0.2;1.0;;;;;26.10.2011
2001300;2011;10;27;9.97;18.9;2.3;0.0;1.7;;;;;27.10.2011
2001301;2011;10;28;2.72;14.7;9.3;0.0;0.7;;;;;28.10.2011
2001302;2011;10;29;5.22;16.7;9.2;0.0;0.8;;;;;29.10.2011
2001303;2011;10;30;4.19;16.4;10.9;0.0;1.0;;;;;30.10.2011
2001304;2011;10;31;3.37;16.1;10.3;0.2;0.9;;;;;31.10.2011
2001305;2011;11;1;4.64;16.0;5.0;3.8;0.5;;;;;01.11.2011
2001306;2011;11;2;5.76;19.5;9.7;0.0;1.4;;;;;02.11.2011
2001307;2011;11;3;2.08;15.2;13.3;18.5;1.1;;;;;03.11.2011
2001308;2011;11;4;1.58;13.9;10.7;24.6;0.3;;;;;04.11.2011
2001309;2011;11;5;3.16;15.3;8.9;1.0;0.6;;;;;05.11.2011
2001310;2011;11;6;7.89;16.5;6.6;0.2;0.9;;;;;06.11.2011
2001311;2011;11;7;1.20;10.7;8.7;0.4;0.0;;;;;07.11.2011
2001312;2011;11;8;2.03;11.2;9.5;0.6;0.4;;;;;08.11.2011
2001313;2011;11;9;1.54;8.1;7.3;0.0;0.1;;;;;09.11.2011
2001314;2011;11;10;2.14;9.6;7.1;0.4;0.3;;;;;10.11.2011
2001315;2011;11;11;1.58;7.7;6.1;0.2;0.1;;;;;11.11.2011
2001316;2011;11;12;4.93;12.1;6.6;0.2;0.7;;;;;12.11.2011
2001317;2011;11;13;2.66;7.2;3.3;0.0;0.2;;;;;13.11.2011
2001318;2011;11;14;2.26;5.7;3.3;0.0;0.1;;;;;14.11.2011
2001319;2011;11;15;1.97;4.6;3.0;0.0;0.1;;;;;15.11.2011
2001320;2011;11;16;2.08;4.1;1.4;0.0;0.2;;;;;16.11.2011
2001321;2011;11;17;4.68;10.4;3.3;0.2;0.5;;;;;17.11.2011
2001322;2011;11;18;2.47;6.7;2.6;0.2;0.1;;;;;18.11.2011
2001323;2011;11;19;2.69;8.3;3.3;0.6;0.3;;;;;19.11.2011
2001324;2011;11;20;6.73;13.2;3.2;0.0;0.6;;;;;20.11.2011
2001325;2011;11;21;6.40;15.3;4.7;0.0;0.8;;;;;21.11.2011
